"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization"
"762","","","","5","Person","Contemporary","","Gessner-Schweizer","Anna","","01/01/1757 00:00","","","01/01/1836 00:00","","","","","","",""
"763","","","","6","Person","Contemporary","","Gessner-Lavater","Anna","Nette","","","","","","","","","","",""
"764","","","","6","Person","Contemporary","","Gessner-Schulthess","Barbara","","","","","","","","","","","",""
"765","","","","6","Person","Contemporary","","Glinz","Andreas","","","Trewernau","","","","","","","","",""
"766","","","","6","Person","Contemporary","","Glinz-Scherb","Elisabeth","","","","","","","","","","","",""
"767","","","","6","Person","Contemporary","","Graffenried","Franz Emmanuel Anton","","","","","","","","","","","",""
"768","","","","6","Person","Contemporary","","Gray","Johanna","","","","","","","","","","","",""
"769","","","","6","Person","Contemporary","","Grob","Hans Kaspar","","","","","","","","","","","",""
"770","","","","6","Person","Contemporary","","Gröben","Graf von","","","","","","","","","","","",""
"771","","","","6","Person","Contemporary","","Gröben","Selma, Gräfin von","","","","","","","","","","","",""
"772","","","","6","Person","Contemporary","","Grob-Gessner","Johanna Dorothea","Hannchen","","","","","","","","","","",""
"773","","","","6","Person","Contemporary","","Hardenberg-Novalis","Friedrich, von.","","","","","","","","","","","",""
"774","","","","6","Person","Contemporary","","Hassell","Ulrich, von","","","","","","","","","","","",""
"775","","","","6","Person","Contemporary","","Hebel","Johann Peter","","","","","","","","","","","",""
"776","","","","6","Person","Contemporary","","Heidegger-Hess","Anna","Nettli","","","","","","","","","","",""
"777","","","","6","Person","Contemporary","","Heine","Heinrich","","","","","","","","","","","",""
"778","","","","6","Person","Contemporary","","Herrenhuter","","","","","","","","","","","","",""
"779","","","","7","Person","Contemporary","male","ab Yberg","Alois","","","","","","","","","","","",""
"780","","","","7","Person","Contemporary","male","Abyberg-Reding","Dominik","","","","","","","","","women","","",""
"781","","","","7","Person","Contemporary","female","abYberg ","Joseph Theodor Xaver, Graf","","","","","","","","","","","",""
"782","","","","7","Person","Contemporary","female","Aepli-Heusser","","","","Schönenberg","","","","","","women","","",""
"783","","","","7","Person","Contemporary","male","Amman","Johann Caspar","","","","","","","","","","","",""
"784","","","","7","Person","Contemporary","male","Andermatt","","","","","","","","","","General","","",""
"785","","","","7","Person","Contemporary","male","Anderson","","","","","","","","","","women widow","","",""
"786","","","","7","Person","Contemporary","male","Arnold","Gottfried","","","","","","","","","","","",""
"787","","","","7","Person","Contemporary","male","Bär","","","","","","","","","","Dr. med.","","",""
"788","","","","7","Person","Contemporary","male","Bär","","","","","","","","","","Missionary","","",""
"789","","","","7","Person","Contemporary","male","Barbou de Courières","Gabriel-Marie","","","","","","","","","","","",""
"790","","","","7","Person","Contemporary","female","Baumann-Heusser","Anna Maria ","","","","","","","","","","","",""
"791","","","","7","Person","Contemporary","female","Baumann  ","Barbara","","","","","","","","","","","",""
"792","","","","7","Person","Contemporary","male","Baumann","Felix","","","","","","","","","","","",""
"793","","","","7","Person","Contemporary","male","Baumgartner","Hans","","","","","","","","","","","",""
"794","","","","7","Person","Contemporary","male","Beyel","Johann Conrad","","","Biel","","","","","","","","",""
"795","","","","7","Person","Contemporary","female","Beyel-Kirchhofer","Susanna Elisabetha","","","","","","","","","","","",""
"796","","","","7","Person","Contemporary","male","Biermer","Anton","","","","","","","","","","","",""
"797","","","","7","Person","Contemporary","female","Wichelhausen-Birch","Elisabeth, von","","","","","","","","","married to Johann Wichelhausen","","",""
"798","","","","7","Person","Contemporary","female","Birch-Morf","Anna, von","Nanny","","","","","","","","","","",""
"799","","","","7","Person","Contemporary","male","Birch","Salomon, von","","","","","","","","","Parson, husband of Nanny","","",""
"800","","","","7","Person","Contemporary","female","Blumhardt","","","","","","","","","","wife of a parson","","",""
"801","","","","7","Person","Contemporary","male","Bodmer","Johann Jakob","","","","","","","","","","","",""
"802","","","","7","Person","Contemporary","male","Bourbon",", de","","","","","","","","","","","",""
"803","","","","7","Person","Contemporary","male","Bremi","","","","","","","","","","Friend of D. Schweizer","","",""
"804","","","","7","Person","Contemporary","female","Brunner-Schweizer","","","","","","","","","","","","",""
"805","","","","7","Person","Contemporary","female","Amman-Schweizer","","","","","","","","","","","","",""
"806","","","","7","Person","Contemporary","female","Wolf-Schweizer","","","","","","","","","","","","",""
"807","","","","7","Person","Contemporary","female","Burkhard-Peyer","Amalie","","","","","","","","","","","",""
"808","","","","7","Person","Contemporary","male","Burkhard","Diethelm","","","","","","","","","Father","","",""
"809","","","","7","Person","Contemporary","male","Burkhard","Diethelm","","","","","","","","","Son","","",""
"810","","","","7","Person","Contemporary","male","Burkhard","Johannes","","","Schaffhausen","","","","","","Parson","","",""
"811","","","","7","Person","Contemporary","male","Claudius","Matthias","","","","","","","","","","","",""
"812","","","","7","Person","Contemporary","male","Clavaz","","","","","","","","","","","","",""
"813","","","","7","Person","Contemporary","female","Deck","Anna","","","","","","","","","","","",""
"814","","","","7","Person","Contemporary","male","Dieffenbach","Johann Friedrich","","","","","","","","","","","",""
"815","","","","7","Person","Contemporary","female","Dollfuss","Lisette","","","","","","","","","","","",""
"816","","","","7","Person","Contemporary","male","Dubs","Jakob","","","","","","","","","","","",""
"817","","","","7","Person","Contemporary","male","Fäsi","David","","","","","","","","","Dekan","","",""
"818","","","","7","Person","Contemporary","female","Fäsi","Marie","","","","","","","","","","","",""
"819","","","","7","Person","Contemporary","male","Fay","","","","","","","","","","Parson","","",""
"820","","","","7","Person","Contemporary","male","Fellenberg","Philipp Emanuel, von","","","","","","","","","","","",""
"821","","","","7","Person","Contemporary","female","Finsler","Anna","","","","","","","","","","","",""
"822","","","","7","Person","Contemporary","female","Finsler","Luise","","","","","","","","","","","",""
"823","","","","7","Person","Contemporary","","Fisch","Anna","","","","","","","","","","","",""
"824","","","","7","Person","Contemporary","","Flugi","Alfons  ","","","","","","","","","","","",""
"825","","","","7","Person","Contemporary","","Flugi","Conradin, von","","","","","","","","","","","",""
"826","","","","7","Person","Contemporary","","Flugi","Elise, von","","","","","","","","","","","",""
"827","","","","7","Person","Contemporary","","Flugi","Regina, von","","","","","","","","","","","",""
"828","","","","7","Person","Contemporary","","Flugi","Regina, von","","","","","","","","","Cousine","","",""
"829","","","","7","Person","Contemporary","","Frick-Heusser","Elisabetha Verean","","","","","","","","","","","",""
"830","","","","7","Person","Contemporary","","Fries","Anna Susanna","","","","","","","","","","","",""
"831","","","","7","Person","Contemporary","","Fries","Elise","","","","","","","","","","","",""
"832","","","","7","Person","Contemporary","","Fries-Freudweiler","J.  ","","","","","","","","","Landschreiber","","",""
"833","","","","7","Person","Contemporary","","Fries","","","","","","","","","","Operateur","","",""
"834","","","","7","Person","Contemporary","","Fröhlich","","","","","","","","","","Babtist preacher","","",""
"835","","","","7","Person","Contemporary","","Füssli","Johann Jakob","","","","","","","","","Antistes","","",""
"836","","","","7","Person","Contemporary","","Gattiker","Heinrich","","","","","","","","","","","",""
"837","","","","7","Person","Contemporary","","Gessner-Schweizer","Anna","","","","","","","","","","","",""
"838","","","","7","Person","Contemporary","","Gessener-Hess","Barbara","","","","","","","","","","","",""
"839","","","","7","Person","Contemporary","","Gessner","Caspar","","","","","","","","","Parson","","",""
"840","","","","7","Person","Contemporary","","Gessner","Conrad","","","","","","","","","","","",""
"841","","","","7","Person","Contemporary","","Gessern","Dorothea","","","","","","","","","","","",""
"842","","","","7","Person","Contemporary","","Gessner","Elisabeth","","","","","","","","","","","",""
"843","","","","7","Person","Contemporary","","Gessner","Ernst","","","","","","","","","","","",""
"844","","","","7","Person","Contemporary","","Gessner","Georg","","","","","","","","","Antistes","","",""
"845","","","","7","Person","Contemporary","","Gessner","Georg","","","","","","","","","Sohn","","",""
"846","","","","7","Person","Contemporary","","Gessner","Jakob","","","","","","","","","Sohn von Caspar und Elisabeth Gessner-Keller","","",""
"847","","","","7","Person","Contemporary","","Gessner","Jakob","","","","","","","","","Sohn von Kaspar und Bäbe","","",""
"848","","","","7","Person","Contemporary","","Gessner","Kaspar","","","","","","","","","Sohn","","",""
"849","","","","7","Person","Contemporary","","Gessner","Kaspar","","","","","","","","","Enkel des Kaspar G.","","",""
"850","","","","7","Person","Contemporary","","Gessner","Regula   ","","","","","","","","","","","",""
"851","","","","7","Person","Contemporary","","Goethe","Johann Wolfgang","","","","","","","","","","","",""
"852","","","","7","Person","Contemporary","","Grob","Georg","","","","","","","","","","","",""
"853","","","","7","Person","Contemporary","","Grob ","Johann","","","","","","","","","","","",""
"854","","","","7","Person","Contemporary","","Gröben","Selma, Gräfin von","","","","","","","","","","","",""
"855","","","","7","Person","Contemporary","","Grumbach-Schweizer","Cleophea","","","","","","","","","","","",""
"856","","","","7","Person","Contemporary","female","Häberling","","","","","","","","","","doctors wife","","",""
"857","","","","7","Person","Contemporary","","Häfeli","","","","","","","","","","candidate for theology","","",""
"858","","","","7","Person","Contemporary","","Hafner","","","","","","","","","","Parson","","",""
"859","","","","7","Person","Contemporary","","Händel","Georg Friedrich","","","","","","","","","","","",""
"860","","","","7","Person","Contemporary","","Hanhart-Sulzer","Elisabetha Susanna","","","","","","","","","","","",""
"861","","","","7","Person","Contemporary","","Hauser","","","","","","","","","","Verwalter","","",""
"862","","","","7","Person","Contemporary","","Hebel","Johann Peter","","","","","","","","","","","",""
"863","","","","7","Person","Contemporary","","Heidegger","Anna","","","","","","","","","","","",""
"864","","","","7","Person","Contemporary","","Hengstenberg","Ernst Wilhelm","","","","","","","","","","","",""
"865","","","","7","Person","Contemporary","","Henning-Pfenninger","Martha","","","","","","","","","","","",""
"866","","","","7","Person","Contemporary","","Hess-Heidegger","Anna","","","","","","","","","","","",""
"867","","","","7","Person","Contemporary","","Hess-Steinmann","Cleophea","","","","","","","","","","","",""
"868","","","","7","Person","Contemporary","","Hess-Nüscheler","Elisabeth","","","","","","","","","","","",""
"869","","","","7","Person","Contemporary","","Hess","Felix","","","","","","","","","","","",""
"870","","","","7","Person","Contemporary","","Hess","Heinrich","","","","","","","","","","","",""
"871","","","","7","Person","Contemporary","","Hess","Johann Jakob","","","","","","","","","Antistes","","",""
"872","","","","7","Person","Contemporary","","Hess","Judith  ","","","","","","","","","","","",""
"873","","","","7","Person","Contemporary","","Hess","","","","","","","","","","Parson, son of Judith Hess","","",""
"874","","","","7","Person","Contemporary","","Hess ","Meta Regina","","","","","","","","","","","",""
"875","","","","7","Person","Contemporary","male","Hess","","","","","","","","","","Waisenvater","","",""
"876","","","","7","Person","Contemporary","","Ulrich-Heusser   ","Anna Elisabeth Dorothea","","","","","","","","","","","",""
"877","HeJC","","","7","Person","Contemporary","","Heusser   ","Jakob Christian","","28/03/1826 00:00","Hirzel, Zurich, Switzerland","","21/04/1919 00:00","Buenos Aires, Argentina","","","Jakob Christian Heusser wurde am 28. März 1826 als Sohn des Arztes Johann Jakob Heusser und der Dichterin Meta Heusser-Schweizer in Hirzel geboren. Heusser studierte zunächst Medizin an der Universität Zürich, danach Naturwissenschaften an der (späteren) Humboldt-Universität zu Berlin, wo er 1851 promovierte. Danach war er im Privatlabor des Berliner Physikers und Chemikers Heinrich Gustav Magnus mit kristall-optischen Studien beschäftigt, die er 1852 bei Franz Ernst Neumann an der Universität Königsberg fortsetzte. 1853 wurde er als Privatdozent für Mineralogie an die Universität Zürich bestellt. Im Jahre 1856 unternahm Heusser im Auftrag der Kantone Zürich, Graubünden, Bern, Unterwalden, Glarus und Aargau eine Inspektionsreise nach Brasilien zur Überprüfung der Klagen von Schweizer Pächtern auf Plantagen bei São Paulo. Sein kritischer Bericht an die Zürcher Regierung führte zu einer Diskussion über die schweizerische Auswanderungspraxis. Ab 1859 lebte er in Buenos Aires, wo er als Geologe, Vermessungsingenieur und Landbesitzer tätig war. Heusser verfasste zahlreiche Aufsätze zur Geologie und Mineralogie Brasiliens, Argentiniens und der Schweiz sowie zur Auswanderung.  Jakob Christian Heusser, der 1871 Anna, geborene Smith, ehelichte, verstarb am 21. April 1909 in Buenos Aires. Er war der ältere Bruder von Johanna Spyri.  Heusser war seit 1851 mit dem Dichter Gottfried Keller befreundet. Im ersten Kapitel des Novellenzyklus Das Sinngedicht schildert Keller die Berliner Arbeitsumgebung seines Freundes im Magnus-Haus. ","","77076564","VIAF   Virtual International Authority File"
"878","","","","7","Person","Contemporary","","Heusser","Regula Sophie","Ega","","","","","","","","","","",""
"879","","","","7","Person","Contemporary","female","Heusser","","","","im Langenried","","","","","","","","",""
"880","","","","7","Person","Contemporary","","Heusser","Hans","","","Hütten","","","","","","","","",""
"881","","","","7","Person","Contemporary","","Heusser","Hans H.","","","Weisserlen","","","","","","","","",""
"882","","","","7","Person","Contemporary","","Heusser","Hans Jakob","","","","","","","","","","","",""
"883","","","","7","Person","Contemporary","","Heusser","Heinrich Alfons","","","","","","","","","","","",""
"884","","","","7","Person","Contemporary","","Heusser","Heinrich Weilhelm","","","","","","","","","","","",""
"885","","","","7","Person","Contemporary","","Heusser","Johann Rudolph Maximilian","","","","","","","","","","","",""
"886","","","","7","Person","Contemporary","","Spyri-Heusser","Johanna","","","","","","","","","","","",""
"887","","","","7","Person","Contemporary","","Heusser","Johann Jakob","","","","","","","","","Doctor","","",""
"888","","","","7","Person","Contemporary","","Heusser","Meta Louise","","","","","","","","","","","",""
"889","","","","7","Person","Contemporary","","Heusser","Meta Regina","","","","","","","","","","","",""
"890","","","","7","Person","Contemporary","","Heusser","Moritz Maximilian","","","","","","","","","","","",""
"891","","","","7","Person","Contemporary","","Heusser","Theodor Constans","Constantin","","","","","","","","","","",""
"892","","","","7","Person","Contemporary","","Heusser","Theodor Diethelm","","","","","","","","","","","",""
"893","","","","7","Person","Contemporary","male","Hitz-Hanhart","","","","","","","","","","","","",""
"894","","","","7","Person","Contemporary","","Hofacker","Wilhelm Gustav Ludwig","","","","","","","","","","","",""
"895","","","","7","Person","Contemporary","","Hofmann","Katharina","","","","","","","","","","","",""
"896","","","","7","Person","Contemporary","male","Höhn","","","","","","","","","","Tochtersohn Hubers","","",""
"897","","","","7","Person","Contemporary","","Huber (im Feld)","","","","","","","","","","","","",""
"898","","","","7","Person","Contemporary","","Hürlimann","","","","","","","","","","Gemeindeamman","","",""
"899","","","","7","Person","Contemporary","","Hürlimann","","","","Richterswil","","","","","","","","",""
"900","","","","7","Person","Contemporary","","Imthurn","Babette","","","","","","","","","","","",""
"901","","","","7","Person","Contemporary","","Jacobi","Johann Georg","","","","","","","","","","","",""
"902","","","","7","Person","Contemporary","","Richter","Jean Paul","","","","","","","","","","","",""
"903","","","","7","Person","Contemporary","","Jung-Stilling","Heinrich","","","","","","","","","","","",""
"904","","","","7","Person","Contemporary","","Kaiser","Johann Friedrich","","","","","","","","","","","",""
"905","","","","7","Person","Contemporary","","Karl","","","","","","","","","","Erzherzog","","",""
"906","","","","7","Person","Contemporary","","Keerl","Minna","","","","","","","","","","","",""
"907","","","","7","Person","Contemporary","","Gessner-Keller","Elisabeth","","","","","","","","","","","",""
"908","","","","7","Person","Contemporary","","Keller","","","","Birmensdorf","","","","","","Parson","","",""
"909","","","","7","Person","Contemporary","","Kirchberger","Ludwig Friedrich","","","","","","","","","","","",""
"910","","","","7","Person","Contemporary","","Kirchhofer","Christian","","","","","","","","","","","",""
"911","","","","7","Person","Contemporary","","Kirchhofer","Melchior","","","","","","","","","","","",""
"912","","","","7","Person","Contemporary","","Klein-Schlatter","Christine","","","","","","","","","","","",""
"913","","","","7","Person","Contemporary","","Kleiner(t)","","","","","","","","","","","","",""
"914","","","","7","Person","Contemporary","","Kloppstack","Friedrich Gottlieb","","","","","","","","","","","",""
"915","","","","7","Person","Contemporary","","Knapp","Albert","","","","","","","","","","","",""
"916","","","","7","Person","Contemporary","","Knapp-Lerche","Minette","","","","","","","","","","","",""
"917","","","","7","Person","Contemporary","","Köllner","Karl","","","","","","","","","","","",""
"918","","","","7","Person","Contemporary","","Köllner","Wilhelm","","","","","","","","","","","",""
"919","","","","7","Person","Contemporary","","Kröcher",", Baronin von","","","","","","","","","","","",""
"920","","","","7","Person","Contemporary","","Krummacher","Friedrich Adolf","","","","","","","","","","","",""
"921","","","","7","Person","Contemporary","","Krummacher","Friedrich Wilhelm","","","","","","","","","","","",""
"922","","","","7","Person","Contemporary","","Lange","Amalie","","","","","","","","","","","",""
"923","","","","7","Person","Contemporary","","Lange","Johann Peter","","","","","","","","","","","",""
"924","","","","7","Person","Contemporary","","Birch-Lavater","Anna","","","","","","","","","","","",""
"925","","","","7","Person","Contemporary","","Lavater","Johann Caspar","","","","","","","","","","","",""
"926","","","","7","Person","Contemporary","","Gessner-Lavater","Anna","Nette","","","","","","","","","","",""
"927","","","","7","Person","Contemporary","","Letter-Roggenmoser","","","","","","","","","","","","",""
"928","","","","7","Person","Contemporary","","Lusser","Karl Franz","","","","","","","","","","","",""
"929","","","","7","Person","Contemporary","","Lusser","","","","Altdorf","","","","","","Doctor","","",""
"930","","","","7","Person","Contemporary","","Mägis","Pauline","","","","","","","","","","","",""
"931","","","","7","Person","Contemporary","","Magnus","Heinrich Gustav","","","","","","","","","","","",""
"932","","","","7","Person","Contemporary","","Malkolm","","","","","","","","","","","","",""
"933","","","","7","Person","Contemporary","","Mandach-von Meyenburg",", von","","","","","","","","","","","",""
"934","","","","7","Person","Contemporary","","Meisenbug",", Freiherr von","","","","","","","","","","","",""
"935","","","","7","Person","Contemporary","","Medelssohn-Bartholdy","Felix","","","","","","","","","","","",""
"936","","","","7","Person","Contemporary","","Menzel","Konrad  ","","","","","","","","","","","",""
"937","","","","7","Person","Contemporary","female","Menzel","","","","","","","","","","pastor's wife","","",""
"938","","","","7","Person","Contemporary","","Meyer von Knonau","Gerold Ludwig, von","","","","","","","","","","","",""
"939","","","","7","Person","Contemporary","","Meyer-Hofmeister","","","","","","","","","","Dr. med.","","",""
"940","","","","7","Person","Contemporary","","Meyer","","","","","","","","","","Spitalarzt","","",""
"941","","","","7","Person","Contemporary","","Meyer","","","","","","","","","","Stadtarzt","","",""
"942","","","","7","Person","Contemporary","female","Michel-Schweizer","","","","","","","","","","","","",""
"943","","","","7","Person","Contemporary","female","Morf-Schweizer","Anna","","","","","","","","","","","",""
"944","","","","7","Person","Contemporary","","Morf  ","Elise","","","","","","","","","","","",""
"945","","","","7","Person","Contemporary","","Morf","Heinrich","","","","","","","","","","","",""
"946","","","","7","Person","Contemporary","","Morf","Heinrich","","","","","","","","","Morf Heinrich's father","","",""
"947","","","","7","Person","Contemporary","","Mörikofer","Johann Kaspar","","","","","","","","","","","",""
"948","","","","7","Person","Contemporary","","Müller","Julius","","","","","","","","","","","",""
"949","","","","7","Person","Contemporary","","Müller",", von.","","","","","","","","","","","",""
"950","","","","7","Person","Contemporary","","Müller","Kaspar","","","","","","","","","","","",""
"951","","","","7","Person","Contemporary","","Nabholz","","","","","","","","","","Apotheker","","",""
"952","","","","7","Person","Contemporary","","Näf","","","","","","","","","","Dr. med.","","",""
"953","","","","7","Person","Contemporary","female","Nägeli","","","","","","","","","","","","",""
"954","","","","7","Person","Contemporary","","Bonaparte","Napoleon I","","01/01/1769 00:00","","","01/01/1821 00:00","Santa-Elena","Ajaccio, Corsica","","","","",""
"955","","","","7","Person","Contemporary","","Neander","August","","","","","","","","","","","",""
"956","","","","7","Person","Contemporary","","Neander","Joachim","","","","","","","","","","","",""
"957","","","","7","Person","Contemporary","","Osiander","Emilie","","","","","","","","","","","",""
"958","","","","7","Person","Contemporary","","Overbeck","Christian Adolf","","","","","","","","","","","",""
"959","","","","7","Person","Contemporary","","Petersen","Johann Willhelm","","","","","","","","","","","",""
"960","","","","7","Person","Contemporary","","Peyer-Bosshard","Katharina Elisabeth","","","","","","","","","","","",""
"961","","","","7","Person","Contemporary","","Pfeffel","Gottlieb Konrad","","","","","","","","","","","",""
"962","","","","7","Person","Contemporary","","Pfenninger","Luise","","","","","","","","","","","",""
"963","","","","7","Person","Contemporary","","Pfenninger","Maria  ","","","","","","","","","","","",""
"964","","","","7","Person","Contemporary","","Pfenninger","","","","","","","","","","Pastor's wife","","",""
"965","","","","7","Person","Contemporary","","Pfenninger","Salomon","","","","","","","","","Pastor ","","",""
"966","","","","7","Person","Contemporary","","Pfenninger","","","","","","","","","","son of Salomon Pfenninger (pastor)","","",""
"967","","","","7","Person","Contemporary","","Pfister","","","","","","","","","","cousin","","",""
"968","","","","7","Person","Contemporary","","Pylades","","","","","","","","","","","","",""
"969","","","","7","Person","Contemporary","","Rahn","Johann Heinrich","","","","","","","","","Chorherr","","",""
"970","","","","7","Person","Contemporary","","Reding","Alois","","","","","","","","","","","",""
"971","","","","7","Person","Contemporary","","Reding","Louise","","","","","","","","","","","",""
"972","","","","7","Person","Contemporary","","Reding","Rudlof von Bibereck","","","","","","","","","","","",""
"973","","","","7","Person","Contemporary","","Reichardt","Johann Friedrich","","","","","","","","","","","",""
"974","","","","7","Person","Contemporary","","Riehl","Wilhelm Heinrich","","","","","","","","","","","",""
"975","","","","7","Person","Contemporary","","Riggenbach","","","","","","","","","","","","",""
"976","","","","7","Person","Contemporary","","Röhrig","Friedrich Wilhelm","","","","","","","","","","","",""
"977","","","","7","Person","Contemporary","","Rückert","Friedrich","","","","","","","","","","","",""
"978","","","","7","Person","Contemporary","","Salis","Johann Gaudenz, von","","","","","","","","","Seewis","","",""
"979","","","","7","Person","Contemporary","","Samuel","","","","Wädenswil","","","","","","Schullehrer","","",""
"980","","","","7","Person","Contemporary","","Schaff","David","","","","","","","","","","","",""
"981","","","","7","Person","Contemporary","","Schärer","","","","Wädenswil","","","","","","Schullehrer","","",""
"982","","","","7","Person","Contemporary","","Schenk","","","","","","","","","","Pastor","","",""
"983","","","","7","Person","Contemporary","","Schiller","Friedrich","","","","","","","","","","","",""
"984","","","","7","Person","Contemporary","","Schlatter-Bernet","Anna","","","","","","","","","","","",""
"985","","","","7","Person","Contemporary","","Röhrig-Schlatter","Babette","","","","","","","","","","","",""
"986","","","","7","Person","Contemporary","","Schlatter ","Daniel","","","","","","","","","","","",""
"987","","","","7","Person","Contemporary","","Schlatter","Henriette","","","","","","","","","","","",""
"988","","","","7","Person","Contemporary","","Schlatter-Bernet","Helena","","","","","","","","","","","",""
"989","","","","7","Person","Contemporary","","Schlatter","Kaspar","","","","","","","","","","","",""
"990","","","","7","Person","Contemporary","","Schlater","Margarethe","","","","","","","","","","","",""
"991","","","","7","Person","Contemporary","","Schlatter","Stefan","","","","","","","","","","","",""
"992","","","","7","Person","Contemporary","","Schneebeli","Jakob","","","","","","","","","","","",""
"993","","","","7","Person","Contemporary","","Schneebeli","Johannes","","","","","","","","","","","",""
"994","","","","7","Person","Contemporary","","Schneebeli","Rudolf","","","","","","","","","","","",""
"995","","","","7","Person","Contemporary","","Schöne","Christian Hermann","","","","","","","","","","","",""
"996","","","","7","Person","Contemporary","","Schubert","Gotthilf Heinrich","","","","","","","","","","","",""
"997","","","","7","Person","Contemporary","","Schulthess-Wolf ","Barbara","","","","","","","","","","","",""
"998","","","","7","Person","Contemporary","","Schulz-Schweizer","Anna Amargaretha","","","","","","","","","","","",""
"999","","","","7","Person","Contemporary","","Schweizer","Caspar","","","","","","","","","","","",""
"1000","","","","7","Person","Contemporary","","Schweizer","Diethelm","","01/01/1751 00:00","","","01/01/1824 00:00","","","","Pastor Der Mann, der früher mit Hintansetzung seiner Lebenshoffnungen sich einem Mißbrauch unter dem alten Regiment entgegengesetzt hatte, der - die Wünsche und das in denselben begründete Wahlrecht einer Gemeinde ehrend - von seiner gesicherten Ernennung und von"" seiner jetzigen Gemeinde zurückgetreten war - der wurde nun in derselben Gemeinde als versteckter Aristokrat verschrien und als solcher einer langen, planmäßigen Verfolgung unterworfen. -   Was ist das Urteil der Menge?  ","","",""
"1001","","","","7","Person","Contemporary","","Schweizer","Dorothea","","","","","","","","","","","",""
"1002","","","","7","Person","Contemporary","","Schweizer","Hans Ulrich","","","","","","","","","","","",""
"1003","","","","7","Person","Contemporary","","Schweizer","","","","","","","","","","Schlosser, Onkel von Meta Heusser-Schweizer","","",""
"1004","","","","7","Person","Contemporary","","Schweizer","Regula","","","","","","","","","","","",""
"1005","","","","7","Person","Contemporary","","Seiler","Georg Friedrich","","","","","","","","","","","",""
"1006","","","","7","Person","Contemporary","","Smith","Anna","Anita","","","","","","","","","","",""
"1007","","","","7","Person","Contemporary","","Sonderegger","Jakob Laurenz","","","","","","","","","","","",""
"1008","","","","7","Person","Contemporary","","Spener","Philipp Jakob","","","","","","","","","","","",""
"1009","","","","7","Person","Contemporary","","Spyri","Berhard Diethelm","","","","","","","","","","","",""
"1010","","","","7","Person","Contemporary","","Spyri","Jaques","","","","","","","","","","","",""
"1011","","","","7","Person","Contemporary","","Spyri-Heusser","Johann","","","","","","","","","","","",""
"1012","","","","7","Person","Contemporary","","Spryri","Johann Bernhard","","","","","","","","","","","",""
"1013","","","","7","Person","Contemporary","","Spyri","Magdalena","","","","","","","","","","","",""
"1014","","","","7","Person","Contemporary","female","Staudt","","","","","","","","","","Frau Pastorin","","",""
"1015","","","","7","Person","Contemporary","","Steffen","Heinrich","","","","","","","","","","","",""
"1016","","","","7","Person","Contemporary","","Stol(l)berg","Friedrich Leopold","","","","","","","","","","","",""
"1017","","","","7","Person","Contemporary","","Stolz","","","","","","","","","","candidate of theology","","",""
"1018","","","","7","Person","Contemporary","","Strauss","David Friedrich","","","","","","","","","","","",""
"1019","","","","7","Person","Contemporary","","Strauss und Torney","Viktor, von","","","","","","","","","","","",""
"1020","","","","7","Person","Contemporary","","Strickler","Hans Heinrich","","","","","","","","","","","",""
"1021","","","","7","Person","Contemporary","","Strickler","Jakob","","","","","","","","","","","",""
"1022","","","","7","Person","Contemporary","","Sulzer","Johann Konrad","","","","","","","","","Dekan","","",""
"1023","","","","7","Person","Contemporary","","Suter  ","Johannes","","","","","","","","","","","",""
"1024","","","","7","Person","Contemporary","","Suter-Schweizer","Elisabeth","","","","","","","","","","","",""
"1025","","","","7","Person","Contemporary","","Tersteegen","Gerhard","","","","","","","","","","","",""
"1026","","","","7","Person","Contemporary","","Tholuk","Friedrich August Gotttreu","","","","","","","","","","","",""
"1027","","","","7","Person","Contemporary","","Tobler","Salomon","","","","","","","","","","","",""
"1028","","","","7","Person","Contemporary","","Tobler","","","","","","","","","","candidate of theology","","",""
"1029","","","","7","Person","Contemporary","female","Treichler-Hoffman","","","","","","","","","","","","",""
"1030","","","","7","Person","Contemporary","","Tribolet","","","","","","","","","","Dr. med.","","",""
"1031","","","","7","Person","Contemporary","","Ulrich ","Anna Luise","","","","","","","","","","","",""
"1032","","","","7","Person","Contemporary","","Ulrich","Franz Theodor","","","","","","","","","","","",""
"1033","","","","7","Person","Contemporary","","Ulrich","Friedrich Salomon","sen.","","","","","","","","","","",""
"1034","","","","7","Person","Contemporary","","Ulrich","Friedrich Salomon","jun.","","","","","","","","","","",""
"1035","","","","7","Person","Contemporary","","Ulrich","Karl Ferdinand","","","","","","","","","","","",""
"1036","","","","7","Person","Contemporary","","Ulrich","Max Christian","","","","","","","","","","","",""
"1037","","","","7","Person","Contemporary","","Ulrich","Paul Gustav","","","","","","","","","","","",""
"1038","","","","7","Person","Contemporary","","Urqhuart","Jeannie","","","","","","","","","","","",""
"1039","","","","7","Person","Contemporary","","Usteri","Barbara","","","","","","","","","","","",""
"1040","","","","7","Person","Contemporary","","Vergueiro","","","","Brasilien","","","","","","","","",""
"1041","","","","7","Person","Contemporary","","Waser von Altstätten","","","","","","","","","","","","",""
"1042","","","","7","Person","Contemporary","","Wattenwyl","","","","","","","","","","Landamman","","",""
"1043","","","","7","Person","Contemporary","","Weiss","","","","","","","","","","Geheimrat","","",""
"1044","","","","7","Person","Contemporary","female","Wichelhausen ","","","","","","","","","","","","",""
