,,,,,"Free",,,,,"Goffman/ Burke",,,"Dramatica",,,,,,,,
231,136,4,838,"Auch hier gingen Jahre auf Jahre drüber hin, seit Schneebeli zuerst seine Liebe bekannt hatte, bis endlich, nach allem «Lieben und Fliehen>>, Anziehen und Abstoßen, sich Wegwenden und Wiederfinden, im Frühjahr 1865, Rudolf die beiden höchsten Wünsche seines Lebens gewährt sah:",64,"4,1865",,,,,,,,,,,,,,,
231,136,4,839,"Ega hatte ihm ihre Hand gereicht, und sein Vater die Zustimmung zu seinem - seit Jahren gehegten Wunsche, Theologie zu studieren, endlich auch gegeben. ",64,,,,,,,,,,,,,,,,
231,136,4,840,"Es war bei Rudolf keineswegs nur das Verlangen, für Ega eine angemessene Zukunft zu bereiten, - er hatte für sich schon seit früher Jugend als das Höchste, was er sich Wünschen mochte, das eine Ziel angestrebt: Pfarrer zu werden. ",64,,,,,,,,,,,,,,,,
231,136,4,841,"Der erkältende Hauch des Unglaubens‚ der die Welt seiner Kollegen im Schulwesen durchzog, war ihm als ein Hauch des Todes erschienen, seine Seele bedurfte einen lebendigen Gott, der Gebete vernimmt und erhört. ",64,,,,,,,,,,,,,,,,
231,136,4,842,"Im Studium der Theologie hoffte er Antwort auf alle die Fragen zu erhalten, die von jeher sein Inneres bewegten. – ",64,,,,,,,,,,,,,,,,
231,136,4,843,"Ob sie ihm wohl zu Teil geworden wären? – ",64,,,,,,,,,,,,,,,,
231,136,4,844,"Von jeher war der Religionsunterricht der Kleinen sein Lieblingsfach in der Schule gewesen, und mehr als einmal sagte sein väterlicher Freund Wild, daß seine erfolgreich geübte Gabe des Katechisierens ihm fürs künftige Amtsleben einen trefflichen Vorsprung vor andern angehenden Pfarrern geben [115] müsse. – ",64,,,,,,,,,,,,,,,,
231,136,4,845,"Keine dieser schönen Hoffnungen sollte in Erfüllung gehn. ",64,,,,,,,,,,,,,,,,
231,136,4,846,"In Rudolfs Leben lag der Todeskeim einer Familienkrankheit, den weder er noch wir kannten, so oft und entschieden er auch die Ahnung eines frühen Todes aussprach.",64,,,,,,,,,,,,,,,,
231,136,4,847,"Schneebeli hatte seine Stelle niedergelegt und wollte in Schaffhausen seine Vorstudien machen, bis zum Maturitätsexamen und den Universitätsstudien. ",64,,,,,,,,,,,,,,,,
231,136,4,848,"Fleißig und hoffnungsvoll betrat er die neue Bahn. ",64,,,,,,,,,,,,,,,,
231,136,4,849,"Aber welch ein Leichenfeld jetzt gegen damals! ",64,,,,,,,,,,,,,,,,
231,136,4,850,"Der vieljährige Freund, Pfarrer Beiel, der zwei Jahre vorher, nachdem er seine Pfarrstelle in Husen-Ossingen [*122a] niedergelegt, einen Sommer hindurch mit seiner Gattin in Rudolfs Schulhäuschen gewohnt hatte, bot ihm Hülfe bei seinen Studien an, - und der ehrwürdige Pfarrer Burkhard (Knapps und Hofackers [*123] Jugendgenosse) mit seiner Amalie (geb. Peyer) öffnete ihm sein Haus, wo auch die getreue alte Mutter Peyer noch lebte, sie, die im achtzigsten Jahre noch den erkrankten Rudolf mütterlich pflegte. ",64,,,,,,,,,,,,,,,,
231,136,4,851,"Nun sind sie alle alle dahingegangen - auch die zweite Tochter, die treffliche Pauline, Gattin des Pfarrers Mägis - nur der arme Beiel lebt noch ein sterbendes Leben. ",64,,,,,,,,,,,,,,,,
231,136,4,852,"Der erste der Heimeilenden war der jüngste von allen - unser Rudolf. ",64,,,,,,,,,,,,,,,,
231,136,4,853,"Nach mehrern leichten Krankheitsanfällen erkrankte er an einer Lungenentzündung es war im Herbst 1864- - von der er sich, im Gefühle, seinen Bewirtern zur Last zu fallen, wohl zu schnell wieder aufraffte.",64,"10,1864",,,,,,,,,,,,,,,
231,136,4,854,"So brachte er noch ein Jahr, kämpfend mit der im Geheimen fortwuchernden Krankheit, oft unterbrochen in seinen Studien, in Schaffhausen zu. ",64,,,,,,,,,,,,,,,,
231,136,4,855,"Im September 1865 kehrte er wie jedesmal in der Ferienzeit in die Heimat zurück, diesmal und wie dankbar waren wir später dafür, da dieser scheinbar zufällige Umstand es uns möglich machte, ihn in seiner letzten Krankheit zu pflegen - statt zu seinen Eltern zuerst zu uns.",64,"9,1865",,,,,,,,,,,,,,,
231,136,4,856,"Er schien so wohl wie lange nicht, glaubte durch kleine Wanderungen seine Gesundheit zu stärken, ließ uns noch einmal den ganzen Wohlklang seiner ungeschwächten metallreinen Stimme hören und erhob sich zu neuen Hoffnungen für seine Zukunft - bis ihn am 50. September nach einer am Tage vorher gemachten, ermüdenden Wanderung auf die Höhe des [116] Mangli [*124] ein Blutsturz befiel. ",64,,,,,,,,,,,,,,,,
231,136,4,857,"Von nun an zerrannen schnell die neu gefaßten Hoffnungen, die Kräfte schwanden, und schon beim ersten Besuche sagte uns Theodor, daß eine «eilende Lungenauszehrung» eingetreten sei. ",64,,,,,,,,,,,,,,,,
231,136,4,858,"Sieben Wochen noch weilte er unter uns, stille leidend, schwankend zwischen Lebenshoffnungen, die wir nicht mehr teilen durften, und lichten Blicken ins ewige Leben hinüber, inniger als je mit uns verbunden, von Mutter und Braut gepflegt, - denn die letzten drei Wochen seines Lebens war es seine Mutter, die alle Dienste am Bette des Sohnes leistete. ",64,,,,,,,,,,,,,,,,
231,136,4,859,"O es war eine unvergeßliche, wehmütig schöne Zeit, - bis am 16. November, dem Tage, da er eilf Jahre früher in sein Schulhäuschen einzog, in stiller Abendstunde unser Rudolf, unter dem Gebete seines väterlichen Freundes Wild, leise einschlummerte.",64,,,,,,,,,,,,,,,,
231,136,4,860,"Das Wort, das ihn wenige Stunden vorher noch erquickt hatte, als er mit vollem Bewußtsein sich Worte der Schrift und Lieder des Glaubens aneignete, das Wort: ",64,,,,,,,,,,,,,,,,
231,136,4,861,"«Du kannst durch die Todestüren träumend führen» war an ihm vollständig in Erfüllung gegangen. ",64,,,,,,,,,,,,,,,,
231,136,4,862,"Friede, wie die Welt ihn nicht geben kann, ruhte auf dem stillen Antlitz des Entschlafenen.",64,,,,,,,,,,,,,,,,
231,136,4,863,"Rudolf war mir ein lieber, sehr lieber Sohn. ",64,,,,,,,,,,,,,,,,
231,136,4,864,"Mit ihm sanken schöne Hoffnungen ins Grab, - Hoffnungen, die das Erdeleben doch kaum erfüllt hätte.",64,,,,,,,,,,,,,,,,
231,136,4,865,"Unsere Familiengeschichte führt über viele Gräber hin wie alle Menschengeschichte. ",65,,,,,,,,,,,,,,,,
231,136,4,866,"Aber auch manche Lebensrettung aus drohender Gefahr durften wir erfahren. ",65,,,,,,,,,,,,,,,,
231,136,4,867,"Eh’ ich von der letzten, bedeutendsten derselben erzähle, die noch so frisch vor uns allen steht, möcht’ ich noch einen Blick auf die Freuden und Segnungen der Freundschaft werfen, die mir und meiner Schwester, großenteils dabei auch meinen Kindern, im Mittag und Abend meines Lebens zuteil wurden.",65,,,,,,,,,,,,,,,,
231,136,4,868,"Ich kann nicht alle die Namen der freundlichen Gestalten nennen, die uns als gute Engel am Wege erschienen und ein treues Andenken in uns zurückließen; ",65,,,,,,,,,,,,,,,,
231,136,4,869,"aber wie ich in unserer Jugendgeschichte mehrerer gedachte, die besonders nach [117] haltig in unser Leben einwirkten, so sei auch hier aus vielen noch einzelner hervorragender Herzensverbindunen gedacht.",65,,,,,,,,,,,,,,,,
231,136,4,870,"Ich Weiß es wohl: nicht bei allen, denen ich einen Denkstein an meinem Wege setze, teilen die einen oder <andern> [*125] meiner Kinder mein Gefühl, aber soll ich die Haupterinnerungen meines Lebens aufzeichnen, so dürfen die nicht darinnen fehlen, die dieses Leben mit mir teilten und - auch in spätern Jahren noch - auf seine innere Gestaltung einwirkten.",65,,,,,,,,,,,,,,,,
231,136,4,871,"Über dreißig Jahre sind es nun, seit der treue, vielbewährte Freund, Wild [*126], an unserer Seite wandelt. ",66,,,,,,,,,,,,,,,,
231,136,4,872,"Ich muß sehr weit ausholen, um die Wege zu bezeichnen, die ihn mit uns zusammenführten. – ",66,,,,,,,,,,,,,,,,
231,136,4,873,"Nach dem Tode meines Vaters (1824) wurde ein nur wenige Jahre jüngerer Mann als er – Burkhard zu seinem Nachfolger bestimmt. ",66,1824,,,,,,,,,,,,,,,
231,136,4,874,"Er hatte nicht mehr Zeit, sich in der Gemeinde einzuleben, denn schon nach anderthalb Jahren starb er; ",66,,,,,,,,,,,,,,,,
231,136,4,875,"umso inniger aber hatten die Hirzelbewohner alle sich an seinen Sohn angeschlossen, der - ein junger, ernster Theologe - aus dem damals herrschenden Rationalismus sich zu einem evangelischen Herzensglauben hinüberlebte und in seinen warmen Predigten das Bedürfnis des Menschenherzens nach einem «Erlöser» und diesen Erlöser – Christus treu verkündigte. ",66,,,,,,,,,,,,,,,,
231,136,4,876,"Er stand seinem alten Vater helfend zur Seite und bediente nach seinem Tode sein Amt als Vikar. ",66,,,,,,,,,,,,,,,,
231,136,4,877,"Wie gerne hätten wir Hirzler den jungen Mann als unsern Pfarrer begrüßt! ",66,,,,,,,,,,,,,,,,
231,136,4,878,"Die <<Erweckten>> empfanden den warmen Hauch seines tief religiösen Lebens und nahmen freudig, was sie selbst erlebt hatten, in der neuen Form auf, und die bisher ihnen feindlich gegenüber standen, ließen in der neuen schönen Sprache und in der ganzen gewinnenden Weise des jungen Predigers sich gern gefallen, was sie bisher mißverstanden und verworfen hatten. ",66,,,,,,,,,,,,,,,,
231,136,4,879,"In dem Wunsche, den jungen Burkhard als Pfarrer zu haben, vereinigten sich alle. ",66,,,,,,,,,,,,,,,,
231,136,4,880,"Aber damals noch (1826) hatten die Gemeinden das Recht nicht erlangt, sich ihre Pfarrer zu wählen, und so wurde denn von der Regierung, nach dem Recht der Anciennetät, ein anderer gewählt – Tobler [*127], der schon mehrere Jahre im Amt gestanden. ",66,1826,,,,,,,,,,,,,,,
231,136,4,881,"Burkhards Scheiden war für uns ein tiefer Schmerz, obschon [118] unsere Freundschaft dadurch nicht zerrissen wurde sie blieb eine ungetrübte bis ins Greisenalter -, ",66,,,,,,,,,,,,,,,,
231,136,4,882,"aber in der Gemeinde ließ es eine Erbitterung zurück, die dem neuen Pfarrer keine angenehme Stellung bereitete.",66,,,,,,,,,,,,,,,,
231,136,4,883,"Tobler war ein friedlich angelegter Mensch, voll Sinn und Talent für Musik und Poesie (die «Enkel Winkelrieds>> haben seinen Namen weithin bekannt gemacht), worin wir auch alsobald zu freundlichem Verkehr uns fanden, ",66,,,,,,,,,,,,,,,,
231,136,4,884,"aber - wie er selbst es aussprach - entschiedener Rationalist, und dabei viel zu redlich, um einen Glauben zu predigen, der nicht seines Herzens Eigentum war. ",66,,,,,,,,,,,,,,,,
231,136,4,885,"Wenn er dann von den Freuden des Lebens, von den Schönheiten der Natur, von häuslichem Glücke und dergleichen predigte, so entfremdete ihm das seine Zuhörer immer mehr, nicht die «Erweckten» nur, auch die große Mehrzahl der Gemeinde. ",66,,,,,,,,,,,,,,,,
231,136,4,886,"Von den erstern fiel ein großer Teil in jener Zeit dem Baptistenprediger Fröhlich zu, der - ein geborener Aargauer - eben aus England zurückgekehrt, mit großem Eifer Baptistengemeinenm [*128] gründete.",66,,,,,,,,,,,,,,,,
231,136,4,887,"Für uns war und blieb Tobler ein freundlicher Nachbar, und es bleibt mir eine liebe Erinnerung, wie offen und klar wir unsere grundverschiedenen religiösen Überzeugungen besprechen konnten - o er war, und dessen hatte er kein Hehl, nicht glücklich in dem Meere seiner Zweifel – ",66,,,,,,,,,,,,,,,,
231,136,4,888,"und mit welch regem Interesse seine echt weibliche, mir sehr liebe Gattin an diesen gegenteiligen Mitteilungen Anteil nahm, während unsere Kinder, die in täglichem Umgang miteinander aufwuchsen, ein immer neues Band unsers freundlichen Umgangs bildeten.",66,,,,,,,,,,,,,,,,
231,136,4,889,"Da kam das Jahr 1839 und seine Volksbewegung gegen die Berufung von Strauß [*129]. ",66,1839,,,,,,,,,,,,,,,
231,136,4,890,"Es ist oft genug gesagt worden, das Ganze sei ein politisches Machwerk gewesen; ",66,,,,,,,,,,,,,,,,
231,136,4,891,"dagegen muß ich aus innerster Überzeugung, nach meiner eigensten Erfahrung hier ein Wort für meine Kinder und Enkel einschalten.",66,,,,,,,,,,,,,,,,
231,136,4,892,"Noch hatte ich keine Ahnung von irgend einer Einsprache gegen Straußens Berufung, da kam mein Mann in großer Bewegung von Wädenschweil heim, erklärte mir, das Volk könne diesen Übergriff der Regierung in seine heiligsten [119] Güter nicht dulden, Hürlimann in Richtersweil ordne schon den Widerstand des gesamten Volkes in den einzelnen Gemeinen, und hier im Hirzel werde er mit den übrigen Vorstehern ebenfalls energisch eingreifen. ",66,,,,,,,,,,,,,,,,
231,136,4,893,"Ich erschrak heftig;",66,,,,,,,,,,,,,,,,
231,136,4,894,"die seit meiner Kindheit mir einwohnende Angst vor Volksbewegungen ergriff mich, und ich bat und flehte den erregten Mann, sich nicht in die Sache zu mischen. ",66,,,,,,,,,,,,,,,,
231,136,4,895,"Umsonst; er nahm von Anfang bis zu Ende von ganzem Herzen Teil daran, und zwar mit klarem Bewußtsein, was er wollte und nicht wollte.",66,,,,,,,,,,,,,,,,
231,136,4,896,"Mir erschien er wie ein Mensch, der Jahre lang ein Kleinod von unschätzbarem Werte in seiner Wohnung verborgen hält, ohne es je zu benutzen oder zu verwerten, nun aber, da er räuberische Hände im Begriffe sieht es fortzutragen, sich aus allen Kräften, mit Leib und Leben zur Wehre setzt. ",66,,,,,,,,,,,,,,,,
231,136,4,897,"Und so war es gewiß bei vielen, ja bei den meisten der Tausende und Tausende, die ihr Nein gegen Straußens Berufung einlegten.",66,,,,,,,,,,,,,,,,
231,136,4,898,"Daß dann im Fortgang der Sache sich auch politische Elemente einmischten - wie könnte das wundern? ",66,,,,,,,,,,,,,,,,
231,136,4,899,"War es jemals anders bei einem zuerst aus religiösen Gründen ausgebrochenen Bürgerkriege? ",66,,,,,,,,,,,,,,,,
231,136,4,900,"Die Hugenottenkämpfe und der Dreißigjährige Krieg haben es großartig ausgeführt, was bei uns sehr im Kleinen geschah.",66,,,,,,,,,,,,,,,,
231,136,4,901,"Aber die Kämpfe des Jahres 1859 lösten auch das letzte Band zwischen Tobler und seiner Gemeine. ",66,1859,,,,,,,,,,,,,,,
231,136,4,902,"Die tumultuarische, nicht zu rechtfertigende Weise, mit welcher er moralisch genötigt wurde, eine andere Stelle zu suchen - die er auch bald fand - tat uns im höchsten Grade weh und warf einen Flecken auf die Sache, zu der wir uns bekannt hatten - aber eine glückliche Lösung war es doch für den Pfarrer und die Gemeine.",66,,,,,,,,,,,,,,,,
231,136,4,903,"Im Frühjahr 1840 verließ uns die Familie Tobler, und der noch jugendliche Pfarrer Wild hielt mit seiner Gattin und dem neugeborenen ersten Sohne seinen Einzug in mein altes Vaterhaus. ",66,1840,,,,,,,,,,,,,,,
231,136,4,904,"Ihn hatte die Gemeine - die jetzt selbst wählen durfte - so viel wie einstimmig erkoren, allerdings nicht ohne kräftige Einwirkung Heußers, - aber das war es nicht, was den jungen Geistlichen alsbald so nah mit uns verband, es war das innerste Verständnis, das sich in der Folge, in gemeinsamen [120] Erfahrungen des innern und äußern Lebens immer klarer herausbildete‚ uns immer inniger verband. ",66,,,,,,,,,,,,,,,,
231,136,4,905,"Wir haben vieles miteinander durchlebt - auch durchlitten‚ was in keine Familien- noch andere Chronik einzutragen ist, vieles mit gleichen Augen angeschaut, mit gleichen Herzen durchempfunden, und durch all das uns immer tiefer in eine Gemeinschaft eingelebt, die nicht mit den Jahren vorübereilt, nicht mit dieser Welt vergeht. – ",66,,,,,,,,,,,,,,,,
231,136,4,906,"In so nahen Verhältnissen, im Lauf so vieler Jahre, kömmt wohl auch das Menschliche auf allen Seiten vielfach zum Vorschein, man lernt sich gegenseitig, wie im häuslichen Leben, von allen Seiten kennen; ",66,,,,,,,,,,,,,,,,
231,136,4,907,"es kann auch manchmal ein Nichtverstehn oder Mißverstehn augenblicklich eintreten, wie das - namentlich solange die höchst originelle und sehr begabte Frau unsers lieben Pastors an unserer Seite lebte (sie starb 1865) - hin und Wieder der Fall war: ",66,1865,,,,,,,,,,,,,,,
231,136,4,908,"aber gerade durch solche Dinge hindurch gibt es, wie Schubert [*130] sagt, «eine Liebe, die von dauerhaftem und festem Zeuge ist». ",66,,,,,,,,,,,,,,,,
231,136,4,909,"Ja, Wilds Freundestreue ist durch manches Feuer als echtes Gold erprobt, und nach Jahrzehnten des Zusammenlebens preisen wir es - die Schwester und ich - als ein gnädiges Walten Gottes über unsern Lebensabend, daß Er uns diesen Mann zum Nachbar, zum Freunde, und unserm einsamen sinkenden Alter zur geistigen Stütze gab.",66,,,,,,,,,,,,,,,,
231,136,4,910,"War Wilds Freundschaft eine verborgene Lebensquelle, die neben unserm Leben stille daher floß, so war dagegen ein heller rauschender Bach die Gemeinschaft, welche jahrelang mich mit dem Dichter Knappl [*131] verband. ",66,,,,,,,,,,,,,,,,
231,136,4,911,"Auch hier muß ich weit zurückgreifen: ",66,,,,,,,,,,,,,,,,
231,136,4,912,"Als der junge Züricher‚ Hr. Gerold Meyer von Knonau [*132] (später Staatsarchivar und als solcher 1858 gestorben) in den Jahren 1826 und 1827 in Berlin studierte, wurde er im Hause des Grafen von Gröben eingeführt, wo kurz vorher meine Freundin, Anna Schlatter, die dort als Erzieherin gelebt, ausgetreten war, um ihre sterbende Mutter noch zu sehn und zu pflegen. ",66,"1826-1827","Gerold Meyer von Knonau; Graf von Gröben; Anna Schlatter","Zürich; Berlin",,,,,,,,,,,,,
231,136,4,913,"Bei der Gräfin Selma von Gröben sah Meyer einige meiner Lieder, die ich früher meiner Anna mitgeteilt hatte; sie interessierten ihn - wie ja in der Ferne jeder Klang aus der Heimat doppeltes Interesse hat - und nach [121] seiner Heimkehr suchte er nicht nur meine Bekanntschaft, sondern hat auch viele Jahre lang uns allen Wohlwollen und Freundschaft auf mancherlei Weise bewiesen. ",66,,,,,,,,,,,,,,,,
231,136,4,914,"Auf einer Reise durch Württemberg - 1855 - auf welcher eine Strecke weit Knapp sein Reisegefährte war, teilte er ihm, als einer Autorität in Dingen der Poesie, mit, was er von meinen Liedern bei sich trug, und bald darauf überraschte mich ein Brief des mir durch seine Lieder schon bekannten und teuren Sängers, Knapp, worin er jene, ihm durch Meyer bekannt gewordenen, schüchternen Ergüsse meines Herzens als Beiträge für seine Christoterpe - ein Taschenbuch, das er seit 1855 herausgab sich erbat. ",66,1855,,,,,,,,,,,,,,,
231,136,4,915,"Nicht ohne großen innern Kampf entschloß ich mich zur Einwilligung, - aber von nun an blieb Knapp mit mir in Brief- und Gedankenwechsel, in welchem ich ihm öfters noch, bis das Taschenbuch einging, Beiträge zur Christoterpe sandte. ",66,,,,,,,,,,,,,,,,
231,136,4,916,"Gewiß, es war mir lange ein fremder, ja störender Gedanke, das «was ich im stillen Kämmerlein in meines Herzens Not gesungen» (Alb. Zeller [*133]) vor aller Augen gedruckt zu sehn. ",66,,,,,,,,,,,,,,,,
231,136,4,917,"Die «Lieder einer Verborgenen», wie Knapp sie nannte, waren ja wahrhaftig im Verborgenen für die Verborgenheit geboren, und an ein Bekanntwerden hatte ich von Ferne nie gedacht. ",66,,,,,,,,,,,,,,,,
231,136,4,918,"Oft, wenn mir im Lebensgedränge so recht angst und bange war, war es, als ob in meinem Innersten ein Lied erklänge, dessen Echo ich dann - nie mir selbst genugtuend - niederschrieb, und gewiß hätte ich diese Blätter nur für mich, als getrocknete Blumen aus meinem Leben, aufbewahrt, wenn nicht Knapp - zufällig einiger davon habhaft geworden - jene Macht über mich ausgeübt hätte, welche",66,,,,,,,,,,,,,,,,
231,136,4,919,"so manches in unserm Leben entscheidet, ohne daß wir erklären können, wie und warum. ",66,,,,,,,,,,,,,,,,
231,136,4,920,"Er war es dann auch, der nach langem - gewiß nicht affektiertem, sondern ernstlichem Sträuben von meiner Seite, die erste Sammlung meiner Lieder - 1858 - veranstaltete und herausgab. ",66,1858,,,,,,,,,,,,,,,
231,136,4,921,"Unsere lange und herzliche Freundschaft erlebte einen einzigen Tag persönlichen Zusammenlebens; ",66,,,,,,,,,,,,,,,,
231,136,4,922,"im Mai 1855 brachte Knapp mit seiner dritten lieblichen Gattin, Minette Lerche, begleitet von dem ehrwürdigen und persönlich höchst einnehmenden [122] Herrn Antistes Füßli [*134] von Zürich, einen wunderschönen Frühlingstag bei uns zu.",66,"5,1855","Füssli; Minette Lerche;","Zürich;",,,,,,,,,,,,,
231,136,4,923,"Es war, als ob Himmel und Erde zum Empfang ihres Sängers sich eigens geschmückt hätten, und auch innerlich war es einer jener Tage, die an bleibendem Gewicht Jahre aufwiegen.",66,,,,,,,,,,,,,,,,
231,136,4,924,"Diese Knappsche Freundschaft ging mit ihrem ersten Träger – gest. 1864 – nicht zu Grabe, sie pflanzte sich auf meine und seine Kinder fort, von denen ich nur seine Erstgeborene, unsere liebliche Sophie – jetzt Pfarrfrau Zimmern in Graben, Großherzogtum Baden, und Emilie Osiander, Knapps vielbeliebte Halb- und Adoptiv-Tochter, hier nenne.",66,1864,,,,,,,,,,,,,,,
231,136,4,925,"Mehr aus persönlichem Umgang als bei Knapp erblühte mir die Freundschaft mit Lange [*135] – jetzt Professor in Bonn, von 1841 bis 1854 Professor in Zürich – dem Mann der Ahnung, dem Theologen der Zukunft.",67,"1841-1854","Knapp; ","Zürich;",,,,,,,,,,,,,
231,136,4,926,"Auch wir waren uns gegenseitig schon durch unsere Lieder – Melodien aus einem Grundton – bekannt geworden, und da er der Freund des Seminardirektors Zahn in Mörs, das Gatten meiner Anna Schlatter war, so wurde bei seiner Verpflanzung nach Zürich unsere Freundschaft bald beschlossen.",67,,"Zahn; Anna Schlatter;","Zürich; Mörs;",,,,,,,,,,,,,
231,136,4,927,"Viele liebe Stunden verlebte er mit seiner uns allen unvergeßlichen Amalie, seiner ersten, zu früh – nach menschlicher Anschauung – ihm entrissenen Gattin, in dem Hirzelkreise, Pfarr- und Doktorhaus, und ebenso schöne Stunden wurden mir bei Langes in Zürich zuteil.",67,,"Amalie","Zürich;",,,,,,,,,,,,,
231,136,4,928,"Nenne ich hier auch noch den Freund, dessen Sohn durch und durch Original, in dessen Umgang wir (unser vier: Marie Pfenninger, Nanny von Birch, meine Schwester und ich) im Sommer 1837 drei glückliche Wochen im Bade Pfäfers verlebten – den Anfang einer vieljährigen Freundschaft.",67,1837,,"Pfäfers;",,,,,,,,,,,,,
231,136,4,929,"Und hier – es gehört ja recht eigentlich zu Tante Regulas Lebensgeschichte – gedenke ich der vielen, durch lange Jahre sich hinziehende Kuren in Pfäfers, ",67,,,"Pfäfers;",,,,,,,,,,,,,
231,136,4,930,"welchen die so viele leidende Schwester immer wieder neue Stärkung verdankte, und nicht nur das, ",67,,,,,,,,,,,,,,,,
231,136,4,931,"auch manche schöne Bekanntschaft und Freundschaft fürs Leben, unter denen der in jenen Jahren dort waltende Badearzt, der treffliche Dr. Kaiser [*136], nicht vergessen werden dar.",67,,,,,,,,,,,,,,,,
231,136,4,932,"In spätern Jahren war es nicht mehr Pfäfers, auch nicht das für einige Jahre an seine Stelle getretene Baden, was der jeden Winter hart angefochtenen Gesundheit der Schwester zuträglich war, sondern das benachbarte liebliche Seewen bei Schwyz, das uns -denn wir andern, Mutter und Töchter, begleiteten sie gewöhnlich dorthin -aus den Jahren -1863 bis 1869 manche schöne Erinnerung auf bewahrt. ",67,"1863-1869",,"Schwyz; Pfäfers;",,,,,,,,,,,,,
231,136,4,933,"Die schönste unter diesen Seewen-Badeerinnerungen bleibt uns die an den Freiherrn von Meisenbug, früher badischer Minister, der im August und September 1864 drei Wochen dort mit uns verlebte. ",67,1864,,,,,,,,,,,,,,,
231,136,4,934,"Bei einer Kur in Tarasp hatte er unsern Pfarrer Wild getroffen, mit ihm sich sehr nah befreundet, und wurde nun bei seiner Nachkur in Seewen von dem gemeinsamen Freunde mit uns zusammengeführt. ",67,,,,,,,,,,,,,,,,
231,136,4,935,"Das war eine eigentümlich liebliche Zeit. ",67,,,,,,,,,,,,,,,,
231,136,4,936,"Auf den gemeinsamen Ausfügen -Muottatal, Schlagstraße [*137], Seelisberg -wie in den Abendstunden in Tantes Zimmer, wo der treffliche Vorleeser uns freundlich seine Dienste anerbot, war der Freiherr, der Minister nirgend zu sehen noch zu spüren, es war nur der Mensch, der Christ, der Freund, der mit uns umging als unser einer. ",67,,,,,,,,,,,,,,,,
231,136,4,937,"Er war für uns eine überraschend liebliche, schnell verschwindende Erscheinung; denn schon im Januar 1866, nachdem er noch einmal im Sommer 1865, als er seinen Freund Wild besuchte, auch uns freundlich besucht hatte, wurde er plötzlich von der Erde weggerufen. ",67,1866,,,,,,,,,,,,,,,
231,136,4,938,"Sein Kammerdiener - er lebte als Witwer einsam, nur von Dienstboten umgeben -fand ihn am Morgen nach einem Tage, den er bis zu später Stunde noch mit Freunden verlebt hatte, mit gefalteten Händen, ohne die leiseste Spur von Todeskampf in seinem Bette -eine schöne friedenvolle Leiche. ",67,,,,,,,,,,,,,,,,
231,136,4,939,"Ein Freund ist es besonders, der mich durch die zweite Hälfte meines Lebens -trotz der räumlichen Entfernung immer näher verbunden -begleitet hat. ",67,,,,,,,,,,,,,,,,
231,136,4,940,"Es war im Auust 1837, als ein junger, kaum dem Knabenalter entwachsener Reisender auf einem Ferienausflug, den er vom Gymnasium in Stuttgart aus nach seiner Vaterstadt Chur machte, bei eintrat und mir ein paar empfehlende Worte von Pfarrer [124] Burkhart in Schaffhausen (S. 116) überreichte. ",67,1837,,,,,,,,,,,,,,,
231,136,4,941,"Es hätte solcher kaum bedurft, denn das ganze Wesen des jungen Mannes trug ein Gepräge, das mich sofort eine große Zukunft für ihn ahnen ließ, und doch war er, trotz des Siegels aus einer höhern Welt, das er auf der Stirn und in den Augen trug, damals so jugendlich schüchtern, so bescheiden, wie sehr auch aus jedem seiner Worte hervorleuchtete, wie weit er seinen Jahren (er ist 1819 geboren) voran war. ",67,1819,,,,,,,,,,,,,,,
231,136,4,942,"Gewiß, alle tiefere Herzensgemeinschaft, alle den Augenblick überdauernde Sympathie ist in ihrem tiefsten Grunde ein Geheimnis. ",67,,,,,,,,,,,,,,,,
231,136,4,943,"Welch eine Menge älterer und jüngerer Reisenden haben mich auf ihren Wallfahrten durch unser schönes Schweizerland begrüßt; ",67,,,,,,,,,,,,,,,,
231,136,4,944,"wir verlebten dann einige Stunden in -oft bedeuten- dem, oft traulichem -Gespräche, nahmen Abschied, und unsere Wege begegneten sich nie wieder. ",67,,,,,,,,,,,,,,,,
231,136,4,945,"Und wie manche Freundschaft wurde recht von Herzen unter Verhältnissen geknüpft, die ihr wohl bleibende Dauer verhießen -und sie verlief sich wie der Rhein im Sande. ",67,,,,,,,,,,,,,,,,
231,136,4,946,"Anders war es mit dem jungen Bündner: Philipp Schaff [*138]. ",68,,,,,,,,,,,,,,,,
231,136,4,947,"Schon bei jenem ersten Begegnen war es eine wahrhaft mütterliche Liebe, die sich in mir für ihn regte, und daß er ebenso ein Gefühl kindlicher Liebe für mich empfangen, sagte mir nach wenigen Tagen sein erster Brief -der Anfang einer durch Jahrzehnte, bis heute ununterbrochenen Korrespondenz, in welcher er mir offen, wie einer wirklichen Mutter, sein Herz anvertraute. ",68,,,,,,,,,,,,,,,,
231,136,4,948,"Dem ersten Besuche folgte alljährlich einer, wenn Schaff von Tübingen, wo er noch in jenem Herbste als Studierender eintrat, dann von Halle (dort lebte er in Tholuks Haus) und endlich von Berlin aus -wo er als Hauslehrer bei einer Baronin von Kröcher zugleich fortstudierte, bis er am Schlusse seiner Studien mit seinem Zögling und dessen Mutter noch ein Jahr in Italien verlebte -seine Heimat besuchte, oder, wie es dies letzte Mal der Fall war, sie durchreiste. ",68,,,,,,,,,,,,,,,,
