Author,Biblio,Transcript,Sequence,Text,invivo,chronology,people,places,comments,footing (IM),footing (IM),encounter (Goffman),PC,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,Scene No.
645,532,14,2262,"mit einem Vertrauen und einer Freude übertrug, die sie demselben aufs ",,,,,,,,,,,,,,,,,
645,532,14,2263,"Festeste verpflichtet, nicht genügen. Ueberdieß dauert der Aufenthalt der ",,,,,,,,,,,,,,,,,
645,532,14,2264,"Truppen in Zürich noch fort, und ist ihre Zahl auch heute Abend noch ",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2265,vermehrt worden.,,,,,,,,,,,,,,,,,
645,532,14,2266,"Womit das Volk, womit dessen Abgeordnete diese neue Kränkung verdienten, ",volk;,,,,,,,,,,,,,,,,
645,532,14,2267,"wissen wir nicht. Aber wie wir in Kloten einander, wie wir es dem Volke ",volk;,,,,,,,,,,,,,,,,
645,532,14,2268,"feierlich versprochen haben, fest und ruhig der heiligen Sache treu zu ",,,,,,,,,,,,,,,,,
645,532,14,2269,"dienen, so bleiben wir es auch jetzt. Der engere Ausschuß erachtet es ",,,,,,,,,,,,,,,,,
645,532,14,2270,"daher in seiner Pflicht, die sämmtlichen Bezirks- und Gemeinds-Comités ",comité;,,,,,,,,,,,,,,,,
645,532,14,2271,"zur ernsten und sorgfältigsten Wachsamkeit aufzufordern, damit die Güter, ",,,,,,,,,,,,,,,,,
645,532,14,2272,für welche sich unsere Mitbürger heute feierlich und freudig erklärten ,bürger;,,,,,,,,,,,,,,,,
645,532,14,2273,"und deren Wegehrung sie uns auftrugen, demselben gesichert sein.",,,,,,,,,,,,,,,,,
645,532,14,2274,Wir grüßen euch mit Treue und Hochachtung.,,,,,,,,,,,,,,,,,
645,532,14,2275,Zürich den 2. Sept. l839.,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2276,Der engere Ausschuß des Central-Comité: ,comité;,,,,,,,,,,,,,,,,
645,532,14,2277,            Für denselben: ,,,,,,,,,,,,,,,,,
645,532,14,2278,   Der Vizepräsident: Rahn-Escher. ,,,escher;,,,,,,,,,,,,,,
645,532,14,2279,"     Der Aktuar: Spöndli, Prok. ",,,,,,,,,,,,,,,,,
645,532,14,2280,"So eben vernehmen wir, daß die Truppen abgedankt werden sollen.",,,,,,,,,,,,,,,,,
645,532,14,2281," ) Bei dieser Gelegenheit erzählte man, ein gewisses Mitglied des ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,2282,"Regierungsraths habe sich geäußert, es sei sicher, auch in einer neuen ",regierungsrath;,,,,,,,,,,,,,,,,
645,532,14,2283,"Regierung wieder seinen Platz zu finden. Man [illegible, 1 sign] bien zu ",regierung;,,,,,,,,,,,,,,,,
645,532,14,2284,"glauben, diese Äußerung komme von Hegetschweiler. Sein anwesender Sohn, ",glaube;,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,2285,"dieses vermuthlich wahrnehmend, erhob sich und sagte laut: wenn so etwas ",,,,,,,,,,,,,,,,,
645,532,14,2286,"von einem Mitgliede geäußert worden ist, so muß es wenigstens ein sehr ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,2287,"hinkendes gewesen sein. Eben so wurde auch laut bemerkt, ein gewisses ",,,,,,,,,,,,,,,,,
645,532,14,2288,Regierungsmitglied habe gestern bis Mitternacht mit Hürlimann im Casino ,regierung; mitglied;,,,,,,,,,,,,,,,,
645,532,14,2289,zugebracht. Darauf ward aber nichts entgegnet.,,,,,,,,,,,,,,,,,
645,532,14,2290," ) Das wäre mithin der Handstreich, den die Radikalen nach dem in ",radikale;,,,,,,,,,,,,,,,,
645,532,14,2291,Nr. 20 beigefügten Handschreiben von Rahn,,,,,,,,,,,,,,,,,
645,532,14,2292,"Escher beabsichtigten und der, wie es scheine, von dem Landsturmee ",land;,,escher;,,,,,,,,,,,,,,
645,532,14,2293,[sic] von Pfäffikon glücklich abgeschlagen worden war. Vorwände!,,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,2294," ) Ich muß hier auch noch eines Gerüchtes erwähnen, das damals schon ",,,,,,,,,,,,,,,,,
645,532,14,2295,"herumgeboten, geglaubt wurde und jetzt noch geglaubt wird. Die Radikalen ",radikale;,,,,,,,,,,,,,,,,
645,532,14,2296,"haben, sagte man, ein Register derjenigen Köpfe entworfen, die fallen ",,,,,,,,,,,,,,,,,
645,532,14,2297,müssen und zu dem Ende einen Scharfrichter aus Colmar und zwei ,,,,,,,,,,,,,,,,,
645,532,14,2298,"Guillotinen, weil die vorhandene nicht hingereicht hätte, aus Cöln ",,,,,,,,,,,,,,,,,
645,532,14,2299,"verschrieben. Zur Stunde, wo ich dieses schreibe, den 17. Okt., wäre man ",,,,,,,,,,,,,,,,,
645,532,14,2300,"nicht im Stande, das den Leuten einer gewissen Gegend aus den Köpfen zu ",,,,,,,,,,,,,,,,,
645,532,14,2301,bringen. Als Gegenstück zu diesem Gerüchte Folgendes: 3 Abtheilungen von ,,,,,,,,,,,,,,,,,
645,532,14,2302,Studenten kamen am 6. ans den Volksmassen von Oberstraß heraus zu einem ,volk;,,,,,,,,,,,,,,,,
645,532,14,2303,"von ihnen geliebten und geachteten Lehrer, ihn dringend bittend, das Haus ",lehre;,,,,,,,,,,,,,,,,
645,532,14,2304,"zu verlassen, das als eines derjenigen genannt worden sei, auf welche es ",,,,,,,,,,,,,,,,,
645,532,14,2305,"nach Eroberung des, Zeughauses abgesehen wäre. *)",,,,,,,,,,,,,,,,,
645,532,14,2306,*) Was will man sagen! Noch am 5. Nov. waren einige Mitglieder des neuen ,mitglied;,,,,,,,,,,,,,,,,
645,532,14,2307,"großen Rothes christlich genug, die Radikalen oder die Abgetretenen ",radikale;,,,,,,,,,,,,,,,,
645,532,14,2308,"überhaupt zu verdächtigen, als ob sie im Plane gehabt, die Guillotine ",,,,,,,,,,,,,,,,,
645,532,14,2309,arbeiten zu lassen und hauptsächlich auf dieses hin die Nothwendigkeit ,noth;,,,,,,,,,,,,,,,,
645,532,14,2310,ihrer Abschaffung zu demonstriren. Schändliche Verläumdung!,,,,,,,,,,,,,,,,,
645,532,14,2311," ) Schon in der Bürklischen Zeitung ist mir, wie oben bemerkt, zur Last ",zeitung;,,bürkli;,,,,,,,,,,,,,,
645,532,14,2312,"gelegt worden, ich hatte absichtlich und um Schrecken zu erregen, die ",,,,,,,,,,,,,,,,,
645,532,14,2313,"Lüge verbreitet, es seien eidgen. Truppen im Anmarsch. Pfr. Bernh. Hirzel ",eidgenossen;,,hirzel B.;,,,,,,,,,,,,,,
645,532,14,2314,"gab in seinem „Antheil am 6ten September” die Sache zweideutiger, indem ",,,,,,,,,,,,,,,,,
645,532,14,2315,"er im Text sagt, ich hätte zu jenem Zwecke absichtlich diese Unwahrheit ",,,,,,,,,,,,,,,,,
645,532,14,2316,"verbreitet, in der Note aber beifügt, es sei leider diese Einberufung nur ",,,,,,,,,,,,,,,,,
645,532,14,2317,"zu wahr gewesen. Auf beides habe ich im Republ., der Bürklizeitung und ",zeitung;,,bürkli;,,,,,,,,,,,,,,
645,532,14,2318,"dem Landboten geantwortet und das eine, wie das andere, als erlogen ",wort; land;,,,,,,,,,,,,,,,,
645,532,14,2319,erklärt.,,,,,,,,,,,,,,,,,
645,532,14,2320," ) Ich begnüge mich, diese Ansicht hier ausgesprochen zu haben und will ",,,,,,,,,,,,,,,,,
645,532,14,2321,"die Frage, was die übrigen Stände, welche alle, Uri im Laufe der ",,,,,,,,,,,,,,,,,
645,532,14,2322,dießjährigen Tagsatzung! die Verfassung des Kantons Zürich garantirt ,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2323,"haben, zu thun gehabt hätten, anderweitiger Erörterung anheimstellen und ",,,,,,,,,,,,,,,,,
645,532,14,2324,"derselben bloß eine zweite beifügen: was würden sie gethan haben, wenn ",,,,,,,,,,,,,,,,,
645,532,14,2325,"ein Kanton Schaffhausen oder Glarus [illegible, 3 sings] in die Lage ",,,,,,,,,,,,,,,,,
645,532,14,2326,unseres Kantons gekommen wäre?,,,,,,,,,,,,,,,,,
645,532,14,2327,4 [page number in original],,,,,,,,,,,,,,,,,
645,532,14,2328, ) So weit und nicht weiter ist die Frage um Intervention vor dem Reg. ,,,,,,,,,,,,,,,,,
645,532,14,2329,Rathe erörtert worden. Hingegen bin ich der Wahrheit und den betreffenden ,,,,,,,,,,,,,,,,,
645,532,14,2330,"Mitgliedern der ehemaligen Regierung schuldig, zu bemerken, daß unser 7 ",regierung; mitglied;,,,,,,,,,,,,,,,,
645,532,14,2331,"darüber einverstanden waren, im Nothfalle uns um eidgenössische oder ",noth; eidgenossen;,,,,,,,,,,,,,,,,
645,532,14,2332,"Concordatshilfe umzusehen. Allein bis zu dem Augenblicke, zu dem unsre ",,,,,,,,,,,,,,,,,
645,532,14,2333,"Erzählung gelangt ist, hatten sich bereits drei derselben förmlich von ",,,,,,,,,,,,,,,,,
645,532,14,2334,dieser Ansicht zurückgezogen und es wäre demnach höchst zweifelhaft ,,,,,,,,,,,,,,,,,
645,532,14,2335,"gewesen, ob eine Minorität von auch nur 4 Mitgliedern sich am Ende für ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,2336,eine solche Maßregel würde ergeben haben. Man wird mir sagen: wer sie für ,,,,,,,,,,,,,,,,,
645,532,14,2337,"pflichtgemäß hielt, hätte sich durch die Aussicht, in der Minorität zu ",,,,,,,,,,,,,,,,,
645,532,14,2338,"bleiben, nicht abschrecken lassen sollen. In einer Beziehung gebe ich ",,,,,,,,,,,,,,,,,
645,532,14,2339,dieses zu: diese Minorität hätte dadurch wenigstens den ehrenvollsten Weg ,ehre;,,,,,,,,,,,,,,,,
645,532,14,2340,"finden können, abzutreten und das wäre vielleicht das Beste für sie ",,,,,,,,,,,,,,,,,
645,532,14,2341,"selbst gewesen. Andere Rücksichten, die ohne .Zweifel genommen worden ",,,,,,,,,,,,,,,,,
645,532,14,2342,"sind, wollen wir einer spätern, ruhigern ,Zeit, wo man wieder nicht bloß ",,,,,,,,,,,,,,,,,
645,532,14,2343,"Facta erzählen, sondern auch darüber urtheilen darf, zu würdigen ",,,,,,,,,,,,,,,,,
645,532,14,2344,überlassen.,,,,,,,,,,,,,,,,,
645,532,14,2345,Hürlimann-Landis hat an die an diesem Abend stattgehabte Sitzung des Reg. ,land;,,,,,,,,,,,,,,,,
645,532,14,2346,"Rathes einen Aufruf zum Sturme im Bezirk Andelfingen geknüpft, der durch ",,,,,,,,,,,,,,,,,
645,532,14,2347,Amtsrichter Merz dort verbreitet worden ist. Derselbe lautet:,,,,,,,,,,,,,,,,,
645,532,14,2348,"„An das Gemeinds-Comité N., Bezirk ",comité;,,,,,,,,,,,,,,,,
645,532,14,2349,             Andelfingen.[missing quote char],,,,,,,,,,,,,,,,,
645,532,14,2350,"„Gestern, den 5. Herbstm. hatte der hohe Regierungsrath nach ",regierungsrath;,,,,,,,,,,,,,,,,
645,532,14,2351,"glaubwürdiger Nachricht Sitzung, um darüber zu debattiren, ob nicht das ",,,,,,,,,,,,,,,,,
645,532,14,2352,Siebner Concordat gegen das eigene Volk in Anwendung zu bringen sei. Es ,volk;,,,,,,,,,,,,,,,,
645,532,14,2353,"wurde bis Nachts 9 Uhr gestritten, und zuletzt ergab sich nur eine ",,,,,,,,,,,,,,,,,
645,532,14,2354,"Minorität für diese Maßregel, aber nach dem 7ner Concordat kann auch eine ",,,,,,,,,,,,,,,,,
645,532,14,2355,Minderheit den Schutz desselben ansprechen.”,,,,,,,,,,,,,,,,,
645,532,14,2356,"„Hierauf aufmerksam gemacht, und in der Meinung, daß die Häupter der ",,,,,,,,,,,,,,,,,
645,532,14,2357,"Radikalen einen verzweifelten Streich beabsichtigen, — erhob sich der ",radikale;,,,,,,,,,,,,,,,,
645,532,14,2358,"ganze Bezirk Pfäffikon, ließ Sturm läuten und befindet sich mit 2500 Mann ",,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,2359,vor den Thoren Zürichs.”,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2360,„Inzwischen besitzt die volksthümliche und für das Volksinteresse warm ,volk;,,,,,,,,,,,,,,,,
645,532,14,2361,schlagende Stadt alle Posten zur Aufrechthaltung guter Ordnung des ,ordnung;,,,,,,,,,,,,,,,,
645,532,14,2362,"Eigenthums. (!) Die Bezirke Horgen, Meilen und Zürich fangen jetzt an ",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2363,"Sturm zu läuten und heranzukommen, Das Centralcomité wird sich berathen, ",comité;,,,,,,,,,,,,,,,,
645,532,14,2364,was zu thun sei.”,,,,,,,,,,,,,,,,,
645,532,14,2365,"„Eine provisorische Regierung wird gebildet werden müssen, da die alte ",regierung;,,,,,,,,,,,,,,,,
645,532,14,2366,das Zutrauen nicht mehr besitzt.”,,,,,,,,,,,,,,,,,
645,532,14,2367,"„Die Grundsätze der Verfassung, unbedingte Rechtsgleichheit, werden ",,,,,,,,,,,,,,,,,
645,532,14,2368,"festgestellt, so wie die Volksrechte im Allgemeinen als das heiligste Gut ",volk;,,,,,,,,,,,,,,,,
645,532,14,2369,betrachtet.”,,,,,,,,,,,,,,,,,
645,532,14,2370,„Morgen wird eine ungeheure Volksversammlung die nähern Beschlüsse ,volk;,,,,,,,,,,,,,,,,
645,532,14,2371,fassen.”,,,,,,,,,,,,,,,,,
645,532,14,2372,„Laßt Sturm läuten Brüder! vereinigt Euch zum Schutze der ,,,,,,,,,,,,,,,,,
645,532,14,2373,"verletzten Religion, der verletzten Verfassung, der Grundlage einer ",,,,,,,,,,,,,,,,,
645,532,14,2374,bessern Zukunft! — Gott mit Euch und uns!”,gott;,,,,,,,,,,,,,,,,
645,532,14,2375,„Zürich den 6. Sept. 1839.,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2376,Der Präsident des Central-Comité: ,comité;,,,,,,,,,,,,,,,,
645,532,14,2377,     I. Hürlimann-Landis. ,land;,,,,,,,,,,,,,,,,
645,532,14,2378,   Dem Original gleichlautend: ,,,,,,,,,,,,,,,,,
645,532,14,2379,"   Joh. Merz, Bezirksrichter.” ",,,,,,,,,,,,,,,,,
645,532,14,2380,"Man sieht, Hr. Hürlimann hat die Napoleonschen Armeebülletins gelesen, ",,,,,,,,,,,,,,,,,
645,532,14,2381,"allein wenn ihn seine Schüler Rahn und Spöndli nicht secundiren, ",,,,,,,,,,,,,,,,,
645,532,14,2382,"happert's mit der Redaktion. — Von dem Vielen, was sich sagen ließe nur ",,,,,,,,,,,,,,,,,
645,532,14,2383,folgendes Wenige:,,,,,,,,,,,,,,,,,
645,532,14,2384,Im ersten Satze ist jedes Wort eine Lüge. Auf diese Unwahrheiten und auf ,wort;,,,,,,,,,,,,,,,,
645,532,14,2385,"eine Meinung, die Meinung hin, die Häupter der Radikalen beabsichtigen ",radikale;,,,,,,,,,,,,,,,,
645,532,14,2386,"einen verzweifelten Streich, konnte dieser Mann der Religion, dieser Mann ",,,,,,,,,,,,,,,,,
645,532,14,2387,der Verfassung und Gesetze einen ganzen Bezirk zum Sturmläuten ,,,,,,,,,,,,,,,,,
645,532,14,2388,"auffordern: — Und wie reimt sich die Angabe, bis Nachts 9 Uhr wurde ",,,,,,,,,,,,,,,,,
645,532,14,2389,"gestritten, mit der Thatsache, daß die Sitzung schon vor 7 Uhr vorbei war ",,,,,,,,,,,,,,,,,
645,532,14,2390,"und in Pfäffikon, 4 Stunden entfernt — schon um 7 Uhr gestürmt wurde! Wie ",,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,2391,konnte H. spätestens um 9 Uhr Vormittags am 6. — (denn um 11 Uhr war der ,,,,,,,,,,,,,,,,,
645,532,14,2392,Aufruf schon in Einbrach!) schon sagen: eine provisorische Regierung ,regierung;,,,,,,,,,,,,,,,,
645,532,14,2393,"werde gebildet werden müssen! Das sind Fäden, spürte man ihnen nach, sie ",,,,,,,,,,,,,,,,,
645,532,14,2394,würden durch's Labyrinth zur Wahrheit führen!,,,,,,,,,,,,,,,,,
645,532,14,2395,"Es ist hier der Ort, auch Rahn-Eschers Brief vom 5. Morgens 10 Uhr ",,,escher;,,,,,,,,,,,,,,
645,532,14,2396,"aufzunehmen, den er an alle Präsidenten der Bezirks-Comité versandte:",comité;,,,,,,,,,,,,,,,,
645,532,14,2397,„Freunde und Brüder!”,freund;,,,,,,,,,,,,,,,,
645,532,14,2398,"«Die Feinde drohen das Vaterland mit fremden Truppen zu überziehen, ",feind; land; fremde;,,,,,,,,,,,,,,,,
645,532,14,2399,"Neuhaus bietet Bern auf und Baselland rüstet sich. Ich ersuche Euch, Euch ",land;,,,,,,,,,,,,,,,,
645,532,14,2400,"in Bereitschaft zu halten, damit, wenn die Glocken gehen, Alles zum ",,,,,,,,,,,,,,,,,
645,532,14,2401,Sturme bereit sei. Ein guter Theil kommt dann nach Zürich und ein anderer ,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2402,Theil bleibt bei Hause zur Bewachung des eigenen Herdes.,,,,,,,,,,,,,,,,,
645,532,14,2403,Rahn-Escher.,,,escher;,,,,,,,,,,,,,,
645,532,14,2404," a) Dieser Eine ist Hr. Cant. Rath Studer in Wipkingen, der Mann, der ",,,,,,,,,,,,,,,,,
645,532,14,2405,"über den 6. wohl den meisten Much bewiesen hat, der Morgens früh durch ",,,,,,,,,,,,,,,,,
645,532,14,2406,"den Gewaltshaufen in Oberstraß ritt, auf dem Posthause 100 gute Dragoner ",,,,,,,,,,,,,,,,,
645,532,14,2407,"verlangte, Freiwillige im Limatthale auf die Beine brachte und erst gegen ",,,,,,,,,,,,,,,,,
645,532,14,2408,Abend durchs Gedränge in der Stadt sich Luft machte und sich nach Hause ,,,,,,,,,,,,,,,,,
645,532,14,2409,begab.,,,,,,,,,,,,,,,,,
645,532,14,2410, a) Diesem Manne übergab ein Bote von Rahn,,,,,,,,,,,,,,,,,
645,532,14,2411,Escher zur Weiterbeförderung in der Gegend von Dübendorf folgenden Brief: ,,,escher;,,,,,,,,,,,,,,
645,532,14,2412,„An die Männer des Bezirkes Pfäffikon.„ Zürich den 5. Sept. 39. [?] ,zürich;,,,zürich; pfäffikon;,,,,,,,,,,,,,
645,532,14,2413,"Mitternacht”. „Theure Freunde! Ich eile Euch zu bitten, ruhig zu bleiben. ",freund;,,,,,,,,,,,,,,,,
645,532,14,2414,"In der Stadt ist Alles ruhig aber bereit gegen die Radikalen, die, wie es ",radikale;,,,,,,,,,,,,,,,,
645,532,14,2415,"sich heraus stellt, einen Handstreich im Sinne hatten, der aber durch ",,,,,,,,,,,,,,,,,
645,532,14,2416,Euch glücklich abgewendet scheint. Ich bitte Euch daher entweder ruhig zu ,,,,,,,,,,,,,,,,,
645,532,14,2417,"bleiben und nach Hause zu gehen, oder, wenn Ihr nach der Stadt kommt, ",,,,,,,,,,,,,,,,,
645,532,14,2418,"nichts anderes als zu sagen, Ihr kommt, um zu wissen, ob Spöndli und ich ",,,,,,,,,,,,,,,,,
645,532,14,2419,wohl seien.,,,,,,,,,,,,,,,,,
645,532,14,2420,Mit Treue und Freundschaft Euer ,freund;,,,,,,,,,,,,,,,,
645,532,14,2421,Escher.” ,,,escher;,,,,,,,,,,,,,,
645,532,14,2422,21b) Den speciellen Auftrag hiezu «hielt er Nachts 12 Uhr von Herrn ,,,,,,,,,,,,,,,,,
645,532,14,2423,Bürgermeister Heß.,bürger;,,,,,,,,,,,,,,,,
645,532,14,2424," a) Gar christlich und menschenfreundlich wurde in einem Pfarrhause, ",freund;,,,,,,,,,,,,,,,,
645,532,14,2425,"nach dem ich im Oktbr. zwei Kinder durch den Tod verloren hatte, gesagt: ",,,,,,,,,,,,,,,,,
645,532,14,2426,"„Das ist der Lohn für seine Absicht, die Studenten zu bewaffnen und ",,,,,,,,,,,,,,,,,
645,532,14,2427,manchem Vaterherzen den Schmerz über den Verlust eines geliebten Sohnes ,,,,,,,,,,,,,,,,,
645,532,14,2428,"zu bereiten,” In den „Betrachtungen über die Revolution im Kant.",revolution;,,,,,,,,,,,,,,,,
645,532,14,2429,Zürich in Briefen eines Zürchers an einen Basler” heißt es mir Recht: „Da ,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,2430,"ist kein Nahme, keine Verdächtigung gemein genug, mit Freuden wird sie ",,,,,,,,,,,,,,,,,
645,532,14,2431,"angenommen. Das ist ein schlimmes Leichen; das beweist nur, daß viel ",,,,,,,,,,,,,,,,,
645,532,14,2432,"Gefühl aus dem Volke gewichen ist, denn sonst fühlte es, daß es damit ",volk;,,,,,,,,,,,,,,,,
645,532,14,2433,sich selbst besudelt. Ueberhaupt nur kein Wort der Ruhe und Vernunft ,ruhe; wort;,,,,,,,,,,,,,,,,
645,532,14,2434,durfte nach dem 6. Sept. gesprochen werden. Es lag eine furchtbare ,,,,,,,,,,,,,,,,,
645,532,14,2435,"Inquisition auf dem Lande, und daß so wenig Unheil geschah, kommt daher, ",land;,,,,,,,,,,,,,,,,
645,532,14,2436,daß die Gegenparthei kaum wagte zu athmen. Der Name „Strauß” war dem ,,,strauss;,,,,,,,,,,,,,,
645,532,14,2437,"Volke jetzt mehr als Dieb, Hurer und Mörder; und mit diesem Namen ",volk;,,,,,,,,,,,,,,,,
645,532,14,2438,"brandmarkte man bald jeden Ruhigen,” Zur Bestätigung dessen füge ich noch ",,,,,,,,,,,,,,,,,
645,532,14,2439,"bei, daß man in vielen Dörfern die sogenannten „Straußen” nicht bloß mit ",,,strauss;,,,,,,,,,,,,,,
645,532,14,2440,"einer Verachtung ansieht und behandelt wie gewöhnliche Verbrecher', in ",,,,,,,,,,,,,,,,,
645,532,14,2441,solche Verachtung mischt sich doch immer ein Gefühl von Mitleid und ,,,,,,,,,,,,,,,,,
645,532,14,2442,"Barmherzigkeit und die Voraussicht, solche Unglückliche seien doch nur ",,,,,,,,,,,,,,,,,
645,532,14,2443,"zeitlich, nicht ewig verloren. Mit Abscheu, mit Graus hingegen wendet man ",,,,,,,,,,,,,,,,,
645,532,14,2444,"sich von einem „Strauß”, der ja mit seinem Unglauben die Seligkeit ",glaube;,,strauss;,,,,,,,,,,,,,,
645,532,14,2445,"verwirkt hat. Jeden Augenblick sollte sich, nach solcher Meinung, der ",,,,,,,,,,,,,,,,,
645,532,14,2446,Boden aufthun und einen Strauß verschlingen und wer einen „Strauß” ,,,strauss;,,,,,,,,,,,,,,
645,532,14,2447,"beschimpft, mißhandelt, schädigt — begeht ein Gott gefälliges Werk. — ",gott;,,,,,,,,,,,,,,,,
645,532,14,2448,"Mein »jähriger Knabe ging jüngst durch seinen Heimathsort: „Bist du da, ",,,,,,,,,,,,,,,,,
645,532,14,2449,"du Antichrist”, rief man ihm nach ! —",,,,,,,,,,,,,,,,,
645,532,14,2450,"22b) Auch der Staatsanwaltschaft ist der Vorwurf gemacht worden, sie habe ",,,,,,,,,,,,,,,,,
645,532,14,2451,die Studenten aufgefordert sich zu bewaffnen. Ich habe mich genau hienach ,,,,,,,,,,,,,,,,,
645,532,14,2452,"erkundigt und von Hr. Benz Auskunft erhalten über Folgendes, wovon ich ",,,,,,,,,,,,,,,,,
645,532,14,2453,zum Theil Augenzeuge war: Um 10 Uhr Abends verlangte Jemand vom Kaffee ,,,,,,,,,,,,,,,,,
645,532,14,2454,"Widder auf der Hauptwache, daß man bei den dort versammelten Studenten, ",,,,,,,,,,,,,,,,,
645,532,14,2455,"die ungebührlich lärmten, Ruhe schaffe. Die beiden Polizeisoldaten kamen ",ruhe;,,,,,,,,,,,,,,,,
645,532,14,2456,"mit der Nachricht zurück, dieselben seien allerdings sehr laut und ",,,,,,,,,,,,,,,,,
645,532,14,2457,verlangen Waffen zum Schutz der Regierung. Bald kam ein zweiter ähnlicher ,regierung;,,,,,,,,,,,,,,,,
645,532,14,2458,"Bericht, dann ein dritter, nach welchem Hr, Benz sich hin begab. Es ",,,,,,,,,,,,,,,,,
645,532,14,2459,"gelang ihm sie durch das Versprechen, von ihrem Anerbieten gehörigen ",,,,,,,,,,,,,,,,,
645,532,14,2460,"Ortes Anzeige zu machen und sie zu berichten, sobald die Regierung ihrer ",regierung;,,,,,,,,,,,,,,,,
645,532,14,2461,"Dienste begehre, wenigstens in so weit zu beruhigen, daß sie die ",begehren;,,,,,,,,,,,,,,,,
645,532,14,2462,"anwesenden Musikanten fortschikten und der Senior ihm versprach, daß sie ",,,,,,,,,,,,,,,,,
645,532,14,2463,sich stille halten wollten. Hr. Benz benachrichtigte Hr. Oberst Hirzel ,,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,2464,"von dem Begehren der Studenten, ihm überlassend, davon Gebrauch zu machen ",begehren;,,,,,,,,,,,,,,,,
645,532,14,2465,oder nicht. — Sie hatten unterdessen einiges Aufsehen erregt; man fing ,,,,,,,,,,,,,,,,,
645,532,14,2466,"an, sich mißbilligend über sie zu äußern, namentlich soll Hr. Hptm. Fehr ",,,,,,,,,,,,,,,,,
645,532,14,2467,sich wiederholt in diesem Sinne gegen Hr. Benz ausgesprochen ,,,,,,,,,,,,,,,,,
645,532,14,2468,"und u. A. gesagt haben, wenn sie kamen und Waffen wollten, würden sie auf ",,,,,,,,,,,,,,,,,
645,532,14,2469,"eine Weise empfangen, daß sie das Begehren nicht erneuerten. Um 2 Uhr ",begehren;,,,,,,,,,,,,,,,,
645,532,14,2470,Morgens traf Hr. Benz die Studenten nicht mehr beim Widder an. Dann sah ,,,,,,,,,,,,,,,,,
645,532,14,2471,"er Hr. Oberst Hirzel, der ihn bemerkte, er durfte sich ihrer nicht ",,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,2472,"bedienen und um halb 3 Uhr fand er sie ganz ruhig beim Feldhof stehen, wo ",,,,,,,,,,,,,,,,,
645,532,14,2473,"er sie ersucht,, sich nach Hause zu begeben, worauf auch einige sich ",,,,,,,,,,,,,,,,,
645,532,14,2474,"entfernten, andere stehen blieben und berathschlagten, was zu thun sei. ",liebe;,,,,,,,,,,,,,,,,
645,532,14,2475,Hr. Benz entfernte sich ebenfalls. Von Hr. Hegetschweiler bemerkte Hr. ,,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,2476,"Benz nichts, als daß er von den Studenten als von jungen Leuten redete, ",,,,,,,,,,,,,,,,,
645,532,14,2477,die von selbst wieder ruhig würden.,,,,,,,,,,,,,,,,,
645,532,14,2478, ) Um so mehr mußte das Votum des Hrn. Zehnder im großen Rath vom 9ten ,,,,,,,,,,,,,,,,,
645,532,14,2479,"mein Erstaunen erregen, nach welchem allgemein geglaubt werden mußte und ",,,,,,,,,,,,,,,,,
645,532,14,2480,"auch zum Theil wirklich geglaubt wurde, die Regierung habe an den ",regierung;,,,,,,,,,,,,,,,,
645,532,14,2481,"militärischen Vorkehrungen gar keinen Antheil, und wodurch entweder ich ",,,,,,,,,,,,,,,,,
645,532,14,2482,oder Hr. Oberst Hirzel oder beide aufs Höchste kompromittirt werden ,,,oberst hirzel;,,,,,,,,,,,,,,
645,532,14,2483,"mußten, während Herr Z. sich und die übrigen zu beschönigen suchte.",,,,,,,,,,,,,,,,,
645,532,14,2484, ) Warum ist dieser von den Abgeordneten im Schöße der Regierung ,regierung;,,,,,,,,,,,,,,,,
645,532,14,2485,gemachten Anzeige bisher nirgends Erwähnung geschehen? Hängt das ,,,,,,,,,,,,,,,,,
645,532,14,2486,"Stillschweigen hierüber etwa mit dem Empfange zusammen, zu welchem Rahn",,,,,,,,,,,,,,,,,
645,532,14,2487,Escher und Spöndli dem Pfr. Hirzel entgegen gingen? Die Leute waren ,,,escher; hirzel B;,,,,,,,,,,,,,,
645,532,14,2488,"einmal da, vielleicht gegen den Willen jener beiden; allein mußte man sie ",,,,,,,,,,,,,,,,,
