Author,Biblio,Transcript,Sequence,Text
532,278,11,379,"Die Beiträge flossen so reichlich, daß ich nicht nur das Kostgeld in der Anstalt zahlen, sondern dem jungen Lehrer nach dem Austritte aus derselben noch eine nicht zu verschmähende Beisteuer leisten konnte. Pater Girard, der Franziskaner, wollte sich, auf mein Ansuchen, ebenfalls um die Ausbildung von Schullehrern annehmen, und ich hätte wahrscheinlich die Mittel auch für Andere gefunden. "
532,278,11,380,"Nachdem aber Joseph Maria Walker ungefähr anderthalb Jahre in der Fellenbergischen Anstalt gewesen war, kam von meinem ehemaligen Mitschüler Joseph Maria Epp, Pfarrer in Attinghausen, "
532,278,11,381,"eine Klageschrift an die Centralschulcommission, deren Schreiber ich war: man bilde Schullehrer [30] in protestantischen Anstalten, um so das Gift des Irrglaubens in den Kanton Uri einzuführen. "
532,278,11,382,"Die Behörde machte Miene, diesem Unheil dadurch vorzubeugen, daß den Gemeinden die Wahl solcher Lehrer untersagt würde, worauf ich sogleich erklärte, daß ich den jungen Walker von Hofwyl zurückrufen werde, was auch unverzüglich geschah. "
532,278,11,383,"Seither wirkt Walker segensreich als Lehrer in der Gemeinde Silenen, besorgt die Angelegenheiten der Gemeinde mit vielem Geschicke und ist sogar zur Würde eines Regierungsrathes befördert, die er mit der Stelle eines Schullehrers verbindet. "
532,278,11,384,"Ich war auch Secretär der Armenpflege von Altdorf. Nachdem der Plan zur Umgestaltung des aproischen Fideicommisses so schmählich behandelt worden war, hatte ich keine Freude mehr, in Bezug auf das Armenwesen thätig zu sein. "
532,278,11,385,"Ich gab die Hoffnung auf öffentliches Wirken im Kanton Uri auf, zog mich auf mich selbst zurück und strebte vielmehr, einen größern Wirkungskreis zu suchen, zu welchem Streben ich vorzüglich von meinen Seelenfreunde aufgemuntert wurde."
532,278,11,386,"  Am 27. Mai 1828 verehelichte ich mich mit Fräulein Josephine Müller von Altdorf, Tochter des Herrn Alt-Landammann Karl Martin Müller und der Frau Waldburga Beßler von Wattingen. "
532,278,11,387,Sie war geboren den 23. Christmonat 1803. 
532,278,11,388,"Die Eheeinsegnung erfolgte auf dem mir unvergeßlichen Seelisberg durch meinen Seelenfreund Melchior Tschümperlin, Professor in Schwyz. "
532,278,11,389,Der Segen der Kirche wurde von Gott bestätiget. 
532,278,11,390,"Denn wir leben nun schon fünfunddreißig Jahre eine glückliche und zufriedene Ehe, obwohl unser äußeres Leben von fast beständigen Stürmen umtoset wurde. Alle Stürme prallten an unserer gegenseitigen Liebe und Treue — dieser reinen Quelle der innern Zufriedenheit — ab. "
532,278,11,391,Josephine hielt alle Wechselschicksale mit mir treu und standhaft aus. 
532,278,11,392,"Sie hat einen ernsten, ich einen heitern Charakter, so daß wir in dieser Beziehung einander gleichsam ergänzen. "
532,278,11,393,"Der Umgang mit ihr trug nicht wenig bei, mich in religiöser Beziehung wieder auf die alte, richtige Bahn zurückzuführen. "
532,278,11,394,"Ihre Gespräche über das Jenseits und über das Wiedersehen im Himmel ließen mich das Gehaltlose und Trostlose des Zerfließens in das All, welches Wagner an die Stelle der persönlichen Unsterblichkeit gesetzt hatte, zuerst fühlen und bald auch einsehen. "
532,278,11,395,"Auf diesem Grunde wurde von ihr mit zarter Schonung meiner Traumgebilde fortgebaut. Der Besuch der Gottesdienste, an welchen ich zuerst, mehr aus Rücksicht auf die Menschen, mit Widerwillen, dann mit Gleichgültigkeit und später mit einiger Neigung Theil nahm, übte auch seinen wohlthätigen Einfluß auf mein Inneres aus. "
532,278,11,396,"Ich begann, meine Seelenzustände mit denjenigen von früheren Jahren zu vergleichen und fand einen Zwiespalt in mir, welchen ich nicht zu heilen vermochte. "
532,278,11,397,"Mein Seelenfreund, welchem ich diesen Zwiespalt aufdeckte, rieth mir an, die Religionslehre von [30] Schwarz und das neue Testament zu lesen. Die erstere, in philosophischer Form geschrieben, sagte mir sehr zu, sie zerstreute nach und nach die Nebelgebilde meines philosophischen Unglaubens. "
532,278,11,398,"Das neue Testament, für welches auch Wagner den Geschmack nicht genommen hatte, war mir von jeher eine angenehme Lesung. "
532,278,11,399,Briefwechsel und Unterredungen mit Tschümperlin wirkten mächtig auf mein Gemüth. 
532,278,11,400,"Es dauerte nicht sehr lange, daß ich mich ernstlich entschloß, zum wahren Glauben nicht nur grundsätzlich, sondern auch tatsächlich zurückzukehren. "
532,278,11,401,"Meinen Entschluß machte ich sofort zur That. Bei einer hiezu veranstalteten Zusammenkunft ging ich mit meinem Seelenfreunde mit ängstlicher Aufrichtigkeit alle Verirrungen vorzüglich meines Universitätslebens durch, legte ein in alles Einzelne gehendes Bekenntniß davon ab. "
532,278,11,402,Der Seelenfreund wurde mir zum Seelsorger. 
532,278,11,403,"Weil ich noch über den einzigen Punkt des Glaubens an die wirkliche Gegenwart Jesu Christi im heiligsten Altarssakramente nicht vom Zweifel befreit war, rieth er mir an, weiter darüber nachzudenken und nachzulesen. "
532,278,11,404,Wagner hatte das Abendmahl als eine Vermählungsfeier des Göttlichen  mit dem Menschlichen dargestellt. 
532,278,11,405,Diese unbestimmte und unklare Ansicht haftete in mir. 
532,278,11,406,"Am Feste des heiligen Florian, Kirchenpatron von Altdorf, in der Vesper las ich mit tiefem Ernste die Abschiedsrede des Heilandes an seine Jünger vor seinem Hingange zum Kreuzestode. "
532,278,11,407,Da fuhr wie ein Blitz der Gedanke in mir auf: „Nur Gott kann so reden !“ 
532,278,11,408,"und ich glaubte an Jesus, den lebendigen Sohn Gottes, wirklich und wesentlich gegenwärtig im allerheiligsten Sakramente des Altars. "
532,278,11,409,"Eine wahre Seligkeit durchströmte dabei mein ganzes Gemüth. Nun war kein Hinderniß mehr, daß der Seelenfreund mir, nach einem nochmaligen aufrichtigen und einläßlichen Bekenntnisse aller meiner Verirrungen, als katholischer Seelsorger meine Gewissenslast abnehmen und mich aufs Reue in den Schooß der katholischen Kirche aufnehmen konnte. Eine unbeschreibliche Ruhe kehrte augenblicklich in meine Seele ein, ich weinte Thränen frendiger Rührung. —"
532,278,11,410,  Von da an wich der katholische Glaube nicht mehr von mir. 
532,278,11,411,"Nur war der Stolz, das Hirngespinnst des ewigen Fortschrittes, der Traum meines Berufes zur Weltumgestaltung, die Sucht, auch die Kirche diesem Plane, dessen Ausführung sie, nach meiner Ansicht hemmte oder gar vereitelte, zu unterwerfen — kurz der auf Stolz gegründete politische Radikalismus war mir geblieben — "
532,278,11,412,er streifte bei verschiedenen Anlässen an den Unglauben an. 
532,278,11,413,"Daß es mir möglich geworden, mich den Fesseln des Unglaubens und später auch des Radikalismus zu entwinden, glaube ich nebst der Gnade Gottes und den eben berührten Einwirkungen, nebst der von mir stets genährten Achtung für Sittlichkeit, welche Wagners Vorträge gesteigert hatten, auch vorzüglich dem Umstande verdanken zu dürfen, daß ich nie Mitglied [32] einer geheimen Gesellschaft  geworden bin. "
532,278,11,414,"Es hat mir noch ein anderer Mann [???], der auch mein Freund und ebenfalls ein eingebildeter Weltverbesserer war und später als ich zum katholischen Glauben und Leben zurückkehrte, das gleiche Bekenntniß abgelegt. "
532,278,11,415,"Wer einmal in das Netz einer geheimen Gesellschaft verstrickt ist, kann sich höchst schwer und nur mit einer Gefahr, welche nicht Jeder zu bestehen den Muth hat, aus demselben loswinden. "
532,278,11,416,"Mit Recht verdammt die Kirche die geheimen Gesellschaften, denn sie lieben die Finsternisse, weil ihre Werke böse sind. Sie sind meistens die Werkstätten des Unglaubens und der Unordnung, hie und da sogar des Sittenverderbnisses. "
532,278,11,417,"Obwohl ich nie Mitglied irgend eines Geheimbundes war , kann ich doch sagen: „an den Früchten erkennt man den Baum!“ sie sind die Zufluchtsstätten Derjenigen, welche mit dem Glauben und den Sitten in Zerfall gerathen sind und die lebendigen Quellen verlassen haben, um Cisternen zu graben. "
532,278,11,418,"Jünglinge können nicht genug gewarnt werden vor diesen geheimen Bünden, welche zumal an Erziehungsanstalten überallhin ihre Fangarme ausstrecken."
532,278,11,419,  Uri ward mir bald zu enge. 
532,278,11,420,"Ich legte an der Landsgemeinde, den 6. Mai 1832, die Stelle eines Landsfürsprechs nieder. "
532,278,11,421,"Der Beruf eines Advokaten ging mir nicht, obwohl ich eine für den Umfang des Landes ziemlich bedeutende Praxis hatte. Die Zungendrescherei, in welcher meine Amtsbrüder ziemlich geläufig waren, verleidete mir, auch mein Rechtssinn wurde hie und da verletzt. In ein paar Fällen nahm ich zu meinem Seelenfreunde Zuflucht um Rath. Es wurde nämlich bei jedem Frohnfastenlandrathe jeder im Rathe Sitzende bei Eiden angefragt, ob ihm Etwas im Wissen sei, was sich zu einem Vergehen oder Verbrechen eigne. "
532,278,11,422,Mir war nun als Advokaten ein Verbrechen zur Kenntniß gebracht worden unter dem Siegel der Verschwiegenheit; zu dieser Verschwiegenheit war ich auch als Advokat durch den Eid verpflichtet. Welchem Eide sollte ich nun stattthun? 
532,278,11,423,"Jetzt würde ich nicht mehr in Verlegenheit sein, weil natürlich der Eid des speziellen Berufes dem allgemeinen Eide vorgeht. "
532,278,11,424,"Damals aber wurde ich durch diesen Fall beunruhigt. Mir erregte auch Grauen, daß ich in keinem einzigen Rechtshandel, wo ich den Eid dem Gegner auflegen mußte, um eine Thatsache zu erhärten, oder wie es in Uri hieß, wo ich die Gegenpartei zum Richter setzen mußte, obsiegte. "
532,278,11,425,"Alle solche Streithändel gingen verloren. Hie und da schien mir auch ein Urtheil nicht recht, doch muß ich bekennen, daß nach den Erfahrungen, welche ich seither gemacht habe, den Urnerschen Gerichten damaliger Zeit das Lob eines gesunden Rechtssinnes nicht abgesprochen werden kann. "
532,278,11,426,Von dem Unheil der Bestechung war keine Spur zu finden. 
532,278,11,427,"Ein anderer Umstand, in den ich mich gar nicht fügen konnte, war der, daß man gezwungen werden konnte, Rechtsstreitigkeiten zu [33] verfechten, von deren Ungerechtigkeit man ganz überzeugt war. "
532,278,11,428,"Weigerte man sich, eine Partei zu übernehmen, und bestand diese darauf, so ging sie zum Richter des Lands, wie man den Landammann hieß, und wirkte einen landesrichterlichen Befehl aus, daß man die Rechtssache der betreffenden Partei übernehmen mußte. "
532,278,11,429,Mein Rechtssinn empörte sich gegen dieses Verfahren. 
532,278,11,430,"Nachdem ich von der Landfürsprechsstelle frei geworden, trachtete ich, von Uri wegzukommen. "
532,278,11,431,"Ich wendete mich an Dr. Casimir Pfyffer in Luzern, welcher damals Präsident des Großen Rathes war und sonst den größten Einfluß in öffentlichen Angelegenheiten ausübte. "
532,278,11,432,"Ich widmete ihm eine Art politischen Katechismus über die neue Verfassung des Kantons Luzern von 1831, in welchem ich alle meine politischen Grundsätze, größtentheils radikaler Färbung, niederlegte. "
532,278,11,433,"Dr. Casimir Pfyffer erklärte mir, daß ich mich zuerst um das Bürgerrecht des Kantons, und zwar vor Allem durch Einbürgerung in einer Gemeinde bewerben müsse. "
532,278,11,434,"Er nannte mir zum letztern Zwecke die Gemeinde Oberkirch und wies mich hiefür an Regierungsrath Laurenz Baumann, ebenfalls Bürger von Oberkirch. "
532,278,11,435,"Da kann ich einen unvergeßlichen Zug eines treuen Freundes zu erzählen nicht unterlassen. Es war nothwendig und billig, daß ich zur Erlangung des Gemeindebürgerrechtes in Oberkirch mich persönlich zu den Vorstehern begab. "
532,278,11,436,"Also verreiste ich eines Abends mit Johann Breitschmid von Ruswyl, welcher in Altdorf niedergelassen war. "
532,278,11,437,"Es fiel Sturm ein, wir landeten in Brunnen und gingen über Land zu Fuß bei einem anhaltenden fürchterlichen Regen bis Luzern. Ich kehrte bei meinem Freunde Dr. Caspar Haas am Hofthor ein. "
532,278,11,438,"Nun traf es sich, daß inzwischen ein Brief von Dr. Casimir Pfyffer an mich nach Altdorf gelangte. "
532,278,11,439,"Weil meine Frau vermuthete, ich würde bei meiner Ankunft in Luzern allererst zu diesem gegangen sein, so konnte sie sich diesen Brief gar nicht erklären. Nach ihrer kummervollen Weise dachte sie sich gerade das Aergste, nämlich ich könnte in der stürmevollen Nacht im See untergegangen fein. "
532,278,11,440,"In ihrer Angst bat sie unfern Herrn Vetter Joseph Beßler von Wattingen, ein Schiff zu nehmen und nach Luzern zu fahren, um sich über mein Schicksal zu erkundigen. Herr Beßler war sogleich entschlossen, fuhr mit einem Schiffe in einer sehr stürmischen kalten Nacht des Christmonats über den ganzen Vierwaldstättersee mit Gefahr nicht nur feiner Gesundheit, sondern auch seines Lebens nach Luzern, wo er nach Mitternacht ankam und mich gesund im Bette antraf. Er eilte wieder in der gleichen Nacht nach Altdorf zurück, meiner angsterfüllten Frau die frohe Botschaft zu bringen. Diese Freundesthat verpflichtet mich dem Herrn Beßler zu stetem Danke."
532,278,11,441,  Die Gemeinde Oberkirch ertheilte mir unterm 9. Christmonat das Gemeindebürgerrecht gegen eine Gebühr von fünfhundert Schweizerfranken.
532,278,11,442,"[34] Von meinem Unterrichte über die Verfassung des Kantons Luzern, welchen ich auf Ludwig Kellers, meines Freundes, Rath verfaßt hatte, schenkte ich hundert Exemplare den Mitgliedern des Großen Rathes und erhielt hiefür mittelst folgender Schlußnahme das Kantonsbürgerrecht geschenkt:"
532,278,11,443,"  „Wir Präsident und Großer Rath des Kantons Luzern,"
532,278,11,444,"  In Folge Botschaft des Kleinen Raths vom 19. Christmonat, womit derselbe das unterm 11. gleichen Monats von Herrn Joseph Constantin Siegwart von Altdorf, Kantons Uri, eingelangte Ansuchen um Aufnahme in das Bürgerrecht des Kantons Luzern, Uns vorlegt, wozu derselbe unterm 9. Christmonat laufenden Jahres vorläufig in das Bürgerrecht der Gemeinde Oberkirch im Gerichtsbezirke und Amte Sursee, sich eingekauft hat, haben"
532,278,11,445,"  Mit Rücksicht auf den 5. Abschnitt des Gesetzes vom 13. Brachmonat 1832, die Bedingungen zur Erwerbung des Bürgerrechtes des Kantons Luzern von Nichtkantonsangehörigen vorschreibend;"
532,278,11,446,"  In Betrachtung: daß der Bittsteller allen durch den §. 29 des angeführten Gesetzes aufgestellten Erfordernissen ein vollständiges Genügen geleistet hat, und"
532,278,11,447,"  In Anerkennung des Verdienstes, das der Herr Siegwart durch Herausgabe einer dem Großen Rathe des Kantons Luzern gewidmeten, werthvollen Druckschrift, betitelt: „Unterricht über die Verfassung des Kantons Luzern, in Gesprächen“, sich erworben hat;"
532,278,11,448,  Beschlossen und beschließen demnach: 
532,278,11,449,"  1. Dem Herrn Joseph Constantin Siegwart sey das Bürgerrecht des Kantons Luzern, unter Bestätigung des von ihm getroffenen Einkaufes in das Bürgerrecht der Gemeinde Oberkirch anmit förmlich ertheilt."
532,278,11,450,"  2. Derselbe hat sich demnach allen jenen Pflichten und Beschwerden, welche Gesetze und Verordnungen den Kantonsbürgern wirklich auferlegen oder künftig auferlegen werden, mit Treue zu unterwerfen, so wie er auch die daherigen Rechte und Vortheile in gleichem Maaße zu genießen haben soll."
532,278,11,451,  3. Derselbe hat für diese Bürgeraufnahme keinen weitern Canon zu entrichten.
532,278,11,452,"  4. Gegenwärtiger Beschluß soll, mit dem Siegel des Großen Raths versehen, sowohl dem Bittsteller als dem Kleinen Rathe und dem Gemeinderath von Oberkirch zur Kenntniß in Urschrift zugestellt werden."
532,278,11,453,"  [35] Also beschlossen in Unserer Großen Raths-Sitzung, Luzern, den 20. Christmonat 1832."
532,278,11,454,  Der Präsident:
532,278,11,455,    J. Kopp.
532,278,11,456,"    Namens des Großen Raths, die Seeretärs:"
532,278,11,457,"    B. Wicki. N. Rietschi."""
532,278,11,458,"  Nun verließ ich, nachdem ich in Luzern von Bernard Wicki ein bescheidenes Haus sammt Gärtchen am Krienbache, gegenüber von Segessers Fideicommishause, gekauft hatte, das Heimwesen auf dem Plätzli in Altdorf, auf dessen Verschönerung ich viele Kosten und Schweißtropfen verwendet hatte, fuhr am 18. März 1833. am Vorabend des St. Josephsfestes, mit meiner Familie nach Brunnen, und am 19. zu Land nach Luzern, wo wir unter heftigem Regenschauer Abends ankamen. "
532,278,11,459,Auf einmal veränderte sich jetzt mein Gesichtskreis. 
532,278,11,460,"In Uri bestand damals ein Gesetz, wodurch jedem neuen Bürger der Zutritt zu Rathsstellen verweigert wurde. "
532,278,11,461,In Luzern war kein solches Verbot. Da that sich meinem Ehrgeize eine lichtvolle Zukunft auf. 
532,278,11,462,"Dr. Karl Franz Lusser schrieb damals in den Waldstätterboten, ich eile einem- Sterne nach, und rief dabei aus: „Möge es nur nicht ein Nebelstern sein!“ Es war ein prophetischer Ausspruch! Denn alles Unangenehme, was ich in Uri verlassen wollte, sollte ich in Luzern in größern! Maße finden. "
532,278,11,463,"Eine große Wirksamkeit war mir wohl für kurze Zeit beschieden, aber umdornt mit unsäglichen Mühen und beendigt mit der gewaltsamen Verdrängung aus dem Vaterlande. "
532,278,11,464,"In Luzern mußte ich übrigens mit Demjenigen anfangen, womit ich in Uri geendigt hatte, mit dem Berufe eines Advokaten, zu welchem ich weder Lust noch besonderes Geschick hatte. "
532,278,11,465,Das Treiben der Advokaten war mir zuwider. 
532,278,11,466,Gegen Ende des Jahres unternahm ich die Redaktion und Herausgabe einer „Volkszeitung“. 
532,278,11,467,"Darin suchte ich in einfacher, ruhiger und volksthümlicher Sprache den sogenannten freisinnigen Meinungen bei dem Volke Eingang zu verschaffen. "
532,278,11,468,"Aber das Volk wollte die dargereichte Nahrung nicht kosten. Die Freisinnigen, welche mich zu dem Unternehmen aufgefordert hatten, ließen mich mit ihrer Börse und ihrer Feder im Stiche, mir die wegen den Verfassungsstreitigkeiten in Basel und Schwyz eingesetzte Standescommission leistete mir einen Beitrag von 600 Schweizerfranken. "
532,278,11,469,"Ich war froh, Ende des Jahres 1834 die Volkszeitung eingehen zu lassen."
532,278,11,470,  Das Jahr 1831 war ein Wendepunkt in der Politik auch für die Schweiz. 
532,278,11,471,Es stürzten da alle sogenannten aristokratischen Verfassungen in den Kantonen wie Kartenhäuser zusammen. Nur in den Kantonen Basel und Schwyz war ein heftiger Widerstand der bestehenden Behörden gegen [36] die Bestrebungen um Rechtsgleichheit eingetreten. 
532,278,11,472,"Es versteht sich von selbst, daß ich an diesen Verfassungsfehden einigen Antheil nahm, obwohl ich außer den Behörden stand und somit keinen unmittelbaren Einfluß haben konnte. "
532,278,11,473,"Die Streitigkeiten im Kanton Basel waren schon an der Tagesordnung, als ich mich noch in Uri aufhielt. "
532,278,11,474,Sie wurden im Rathe stets im Sinne von Baselstadt behandelt. Wenn nicht 
532,278,11,475,"Herr Landammann und Landshauptmann Dominik Epp, welcher eher etwas auf die Seite von Baselland zu neigen schien oder wenigstens unparteiisch prüfen wollte, es ausdrücklich begehrte, so wurden die Kreisschreiben von Baselland niemals verlesen. "
532,278,11,476,"Es war jedoch Gewohnheit, daß die von außen einlaufenden Schreiben unter den vorsitzenden Herren, d. h. unter den ersten Würdenträgern in Umlauf gesetzt wurden. Für die einfachen Rathsherren fand man die Verlesung im Rathssaale nicht nöthig. "
532,278,11,477,Die Tagsatzung hatte sich im Christmonat 1830 für Nichtintervention in die Verfassungsangelegenheiten der Kantone einmüthig ausgesprochen. 
532,278,11,478,"Allein sie mischte sich in die Verfassungsstreitigkeiten des Kantons Basel sehr thätig, und zwar zu Gunsten Basellands ein. "
532,278,11,479,"Nachdem eine neue Verfassung im Kanton Basel mit Mehrheit angenommen und sogar von der eidgenössischen Tagsatzung gewährleistet worden war, zog die gleiche Tagsatzung ihre Gewährleistung, nach der blutigen Empörung, wieder zurück und beschloß und besiegelte die Trennung des Kantons Basel in Baselstadttheil und Basellandschaft. "
532,278,11,480,"Jakob Robert Steiger, welcher Repräsentant der Tagsatzung im Kanton Basel gewesen, sagte mir damals: "
532,278,11,481,"„es kam Alles darauf an, festzustellen, daß Baselstadt der Urheber des Bürgerkrieges und somit im Unrechte gewesen sei; es war eine schwere Sache, aber ich habe es herausgebracht ,“ "
532,278,11,482,setzte er mit verschmitztem Lächeln hinzu. 
532,278,11,483,"Dieser Trennung des Kantons Basel war ich entschieden abgeneigt und mißbilligte sie offen. Eine Reconstituirung auf den Grundlagen der Volkssouveränität und Rechtsgleichheit war, was ich damals für Basel und für die Eidgenossenschaft als das Beste erachtete. "
532,278,11,484,Uebrigens lag mir die Verfassungsfehde von Basel etwas ferne und ich mischte mich nicht viel darein. 
532,278,11,485,Viel näher ging mir der Streit um die Rechtsgleichheit im Kanton Schwyz zu Herzen. In diesen mischte ich mich ein und begann damit gleichsam mein öffentliches Wirken.
532,278,11,486," er zweifelt nicht, dass die vervollkommnung des Menschen nicht erreichbar ist, sondern nur an der Authorität des Staates dazu!"
