Author,Biblio,Transcript,Sequence,text,invivo,chronology,people,places,comment,footing (IM),encounter (Goffman),PC,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,scene_no
234,540,7,317,"Während ich namentlich auch darüber, ob es besser sei, die Magd sogleich fortzuschicken, wo denn freilich diese Schwätzereien an fremdem Orte noch schlimmer werden dürften oder sie einstweilen noch im Hause zu behalten, was zu mancherlei Verdacht Anlass geben mochte, zu keinem Entschlusse gelangen konnte, ",,,Magd;,,,,,,,,,,,,,35
234,540,7,318,"wurde von meinem Bruder zu Hause ein Gebräu gekocht, das wirklich der Teufelsküche würdig war. Er überredete meine Mutter, es sei das Beste, jener Person einen Mann zu kaufen und trat sogleich mit Schurken, welche sich dazu hergeben wollten, in Verbindung. ",,,Johannes Hirzel; Margaretha Bürkli;,,,,,,,,,,,,,35
234,540,7,319,"Die arme Mutter liess sich betören; Briefe über Briefe, Boten über Boten kamen, um meinen ganz entschiedenen Abschlag zurück zunehmen, indem ich bei meiner eiligen Unschuld von solcherlei nichts wissen wollte und zugleich den Plan meines Bruders durchschaute. ",,,Johannes Hirzel; Margaretha Bürkli;,,,,,,,,,,,,,35
234,540,7,320,Die Person war indessen in ihre Heimat zurückgekehrt. ,,,,,"""die Person""",blaring;,,,,,,,,,,35
234,540,7,321,"Endlich kam ein gewisser Läubli, ein Nachbar unsers Hauses, und überbrachte mir einen sichtbar Von den Tränen der Mutter durchnässten Brief, worin sie mich aufs dringendste beschwor, in ihren Vorschlag einzugehen, „da mein Vater, der eben jetzt wieder heftig am Schwindel leide, unfehlbar einen Schlag erhalten würde, sobald ihm etwas von einer solchen Geschichte, sei ich unschuldig oder schuldig, zu Ohren käme, ",,,Margaretha Bürkli; Johannes Hirzel (1776); Nachbar Läubli;,,,,,,,,,,,,,35
234,540,7,322,sie lege mir das Leben des Vaters gegenüber dem Verluste von etwa 100 Louisdor aufs Gewissen.“ – ,,,Johannes Hirzel (1776);,,Erpressung;,,,,,,,,,,,35
234,540,7,323,"Dieses überwand, und ich sagte wider mein bestes Wissen und Gewissen zu. ",,,,,,,,,,,,,,,,35
234,540,7,324,"Ach, wie [24] schwer wurde ich für diese Dummheit und Schlechtigkeit gestraft! Die Schurken, an welche mein Bruder sich gewandt hatte, trieben öffentlich ihren Spott und Unfug mit der Sache; ",,,Johannes Hirzel,,Selbstmitleid,,,,,,,,,,,35
234,540,7,325,"der Stillstand jenes Weibes durchschaute natürlich sogleich das Spiel, und wann und wie konnte ich beweisen, dass ich dennoch unschuldig sei, wenn gleich das Geld von mir herkam? ",Geld;,,,,,,,,,,,,,,,35
234,540,7,326,"Ich war oftmals nahe daran, wahnsinnig zu werden. ",,,,,,,,,,,,,,,,35
234,540,7,327,"Mein einziger Trost war, ich wisse es ja längst, dass ich zum Untergang geboren sei.",Untergang;,,,,,,,,,,,,,,,35
234,540,7,328,"Mein Bruder, geistes sonst so unendlich schwächer als ich, triumphierte; ich geriet teilweise in seine Gewalt. ",,,Johannes Hirzel,,,,,,,,,,,,,35
234,540,7,329,"Von den 4000 fl, welche bei H. Hptm Morf an der Marktgasse aufgenommen wurden, kamen nicht nur die versprochenen 1000 sondern im Laufe mehrerer Jahre beinah noch einmal so viel in die Hände jener Schurken und der Anverwandten jener schlechten Person. ",,,Morf;,,,,,,,,,,,,,35
234,540,7,330,Was wollte ich machen in meiner unglückseligen Stellung? ,Verhältnisse;,,,,responsibility;,ingratiation;,,,,,,,,,,35
234,540,7,331,"Auch mein Bruder bezog etwas über 1000 fl [262] z. B. 400 fl zu Handen eines gewissen Agenten Frei, der ein Gut in der Nähe von Winterthur hat, ",,,Johannes Hirzel; Agent Frei;,Winterthur;,,,,,,,,,,,,35
234,540,7,332,"100 fl für Schulden in Zofingen, 100 fl für solche in Rapperswil, dazu noch die Rechnungen für seine Ausgaben ausserhalb des Kantons, so oft er dem Wortzeichen entgehen musste. ",,,,,,,,,,,,,,,,35
234,540,7,333,"Was mir übrig blieb, war kaum hinreichend, meine dringendsten Bedürfnisse zu bestreiten.",,,,,,,,,,,,,,,,35
234,540,7,334,"Hier muss ich bemerken, dass sämtliche Papiere, welche obiges Verbältnis betreffen, z. B. die konstatierten Aussagen der Magd etc., von meiner Frau oder deren Mutter, genau weiss ich es nicht, jedenfalls aber in Anwesenheit von Rud. Näfl und Pfr. Breitinger!! als ich einst abwesend war, aus meinem Sekretär mir entwendet wurden und jetzt in den Händen meiner Frau liegen. – ",,,Margaretha Bürkli; Magd; Rudolf Näf; Pfr. Breitinger;,,,,,,,,,,,,,35
234,540,7,335,"Auch die Beweise für obige, meinem Bruder bezahlten Schulden kann ich nicht mehrvorlegen, da mir meine Brieftasche, worin leider auch jener herrliche Brief Friedrichs lag, den du zum Glück abgeschrieben hast, mir im vorigen Jahre irgendwie entwendet wurde. Ob von meinem Bruder? –",,,Johannes Hirzel,,,,,,,,,,,,,35
234,540,7,336,"Jetzt war meine Stellung als Geistlicher jedenfalls unhaltbar geworden teils mit Beziehung auf die stromweise aufschwellenden Gerüchte, teils auf meinen eigenen Zustand, in welchem ich, beachte das wohl!, mit der ganzen Welt gebrochen hatte, entschlossen bis zu meinem Untergange, komme er wann er wolle, meinen eigenen Weg zu gehen, ohne alle Rücksicht auf das Phantom der öffentlichen Meinung. ",Untergang; Bruch mit der Welt; öffentliche Meinung;,,,,"""alles oder nichts"" ",,,,,,,,,,,35
234,540,7,337,"Es war ein Entschluss der Verzweiflung, immerhin aber ein bewusster und für gut erkannter Entschluss. ",,,,,,justification;,,,,,,,,,,35
234,540,7,338,"Dass ich damals meine Gemeinde nicht verliess, war eine noch grössere Sünde, als dass ich dereinst antrat. ",,,,,"sorry for doing wrong, but I could't otherwise?",apoligize?;,,,,,,,,,,35
234,540,7,339,"Den Grund darum kann ich selber nicht sagen. Gewiss war es nicht Menschenfurcht, dagegen wahrscheinlich nichts als ein verzweiflungsvolles Gehenlassen.[25] ",,,,,,,,,,,,,,,,35
234,540,7,340,"Ein Jahr ging vorüber; und ich sollte nun wirklich tun, wofür ich im vorigen unschuldig hatte leiden müssen. ",,1843,,,,disclaimer;,,,,,,,,,,36
234,540,7,341,"Es kam ein körperlich, an Wuchs und Zügen, ausgezeichnet schönes Mädchen, voll von natürlichem Witz ins Haus, das erste und einzige, das mir gefiel, von allen vielleicht hundert, die wir gehabt hatten. ",Schönheit;,,schöne Madg;,,Schönheit als Ausrede;,disclaimer;,,,,,,,,,,36
234,540,7,342,"Weil ich mich bald auf mancherlei Gedanken und Wünschen ertappte, was um so begreiflicher war, als die Epilepsie meiner Frau nunmehr entschieden sich entwickelt hatte, und daher von ehelichem Umgang keine Rede mehr war; so nahm ich anfangs, um mich vor mir selber zu schützen, ein strenges, barsches Wesen gegen sie an. ",,,schöne Madg;,,strategic;,,,,,,,,,,,36
234,540,7,343,"Allein da ich sah, wie schwer sie sonst schon litt unter der launischen und tyrannischen Behandlung meiner Frau, konnte ich doch den Ausdruck des Mitleidens nicht immer zurück halten. ",,,schöne Madg;,,,,,,,,,,,,,36
234,540,7,344,Sie bemerkte dieses offenbar und dankte mir ohne Worte durch verdoppelte Aufmerksamkeit auf alle meine Wünsche. ,Dank erhalten;,,schöne Madg;,,,,,,,,,,,,,36
234,540,7,345,"Kurz nach wenigen Monaten verstanden wir uns, ohne es gesagt zu haben, und oftmals entfernte sie sich mit Tränen im Auge, wenn sie ansehen musste, wie herzlos mein Weib das Innerste mir zerriss. ",,,schöne Madg;,,,,,,,,,,,,,36
234,540,7,346,"Nun verreiste meine Frau für ein halbes Jahr ins Tirol, und ich blieb mit diesem wirklich liebenswürdigen Wesen allein im Hause.",,,Elise Tobler (1811);,,,,,,,,,,,,,36
234,540,7,347,"Woher das Geld nehmen, für eine Haushälterin? und Anverwandte, die daftür passten, hatte ich keine. ",Geld;,,,,,,,,,,,,,,,36
234,540,7,348,Die Folge dieses Zusammenlebens kannst du dir denken.,,,,,"""ich kontte nicht anders""",sandbagging;,,,,,,,,,,36
234,540,7,349,Ich liebte wahrhaft und wurde geliebt. ,,,,,love as experience;,justification;,,,,,,,,,,36
234,540,7,350,"Mag alle Welt schimpfen, ich kann diese Liebe nicht tadeln; sie war Naturnotwendigkeit. ",,,,,love as justification;,justification;,,,,,,,,,,36
234,540,7,351,"So stark als ich mich verachte [263] über jene augenblickliche Sinnenlust bei M. H., so stark freue ich mich noch in meiner letzten Stunde über die Seelen- und Körperharmonie, die bei ihr wieder dem Leben mich zuführte. ",,,M. H.; schöne Magd;,,,,,,,,,,,,,36
234,540,7,352,Die Welt hatte mich ja schon längst verdammt und zwar grösstenteils unschuldig; was kümmerte ich mich um sie. ,,,,,,,,,,,,,,,,36
234,540,7,353,"Meinen eigenen Weg wollte ich gehen, erzwingen, was das Schicksal mir versagen wollte. ",,,,,,,,,,,,,,,,36
234,540,7,354,Von Gemeinem ist gewiss hier keine Spur. ,,,,,,,,,,,,,,,,36
234,540,7,355,"Die Sünde, wenn solche da ist - doch sie ist da - lag bloss in der Missachtung der Verhältnisse. ",Verhältnisse;,,,,lowering the failure,hedging;,,,,,,,,,,36
234,540,7,356,"Noch ehe meine Frau zurückkehrte, brach das Unwetter der öffentlichen Meinung los und zwar zuerst in falschen Andeutungen. ",öffentliche Meinung;,,Elise Tobler (1811);,,,,,,,,,,,,,36
234,540,7,357,"Meine Geliebte wurde für schwanger gehalten, als sie es noch nicht war, und ich log nicht, als ich dereinst dir solches bestritt; wenigstens wusste ich es noch nicht. ",,,M. H.; schöne Magd;,,,,,,,,,,,,,36
234,540,7,358,Mein Verhältnis gestand ich dir offen. – ,,,,,appeal to his testimony;,supplication;,,,,,,,,,,36
234,540,7,359,"Wie es schon bei Alltagsmenschen, umso mehr bei mir, geschehen musste, zur Wahrheit kam noch ein Schwall von Unwahrheiten der schändlichsten Art, die ich mit Abscheu zurückweise als jeder Widerlegung unwürdig – ",Wahrheit;,,,,a public person is more exposed,,,,,,,,,,,36
234,540,7,360,ich musste von Pfäffikon mich trennen.,,,,Pfäffikon;,,,,,,,,,,,,36
234,540,7,361,"Vorher aber noch sorgte ich für meine Geliebte, wie es Pflicht und Herz forderten.",,,schöne Magd;,,,,,,,,,,,,,36
234,540,7,362,"Ich begleitete sie persönlich an einen bestimmten Wohnort im Badischen, besorgte das Nötige mit dem Wirt, dem Arzte, dem Gemeinderat, ja selbst mit dem Pfarrer.",,,schöne Magd; Wirt; Arzt; Gemeinderat;,Baden;,responsibility;,,,,,,,,,,,36
234,540,7,363,Sie selbst hat sich für ihren Stand [26] ungemein schön benommen. ,Schönheit;,,schöne Magd;,,,other-enhancement;,,,,,,,,,,36
234,540,7,364,"Mit vollem Bewusstsein, nicht etwa überlistet, hatte sie die Zeit der Klage verstreichen lassen und ihrem Vater erklärt, dass sie vor keinem Gerichte meinen Namen nenne, dies auch vor dem Bezirksgericht Pfäffikon gehalten, in fester Zuversicht auf meine Liebe und Treue. ",,,schöne Magd;,Pfäffikon;,er ist Ihr nicht dankbar?,other-enhancement;,,,,,,,,,,36
234,540,7,365,Geld hat sie im ganzen gewiss nicht 3 Louisdor von mir empfangen und gewiss nicht mehr als soviel für Geschenke. ,Geld;,,schöne Magd;,,,other-enhancement;,,,,,,,,,,36
234,540,7,366,Der Aufenthalt in Büsingen samt Geburtskosten und Taufe kommt nicht auf 100 fl. ,,,schöne Magd;,Büsingen;,,,,,,,,,,,,36
234,540,7,367,"Dagegen machte ich ihr und zwar erst nach der Geburt meines leider wieder verstorbenen Albert eine Verschreibung, nach Welcher sie, so lange sie unverheiratet bleibe, jährlich 80 fl zuerkenne. ",,,,Albert;,,,,,,,,,,,,36
234,540,7,368,Den Knaben hätte ich selber später aufgenommen. ,,,,,Speculation;,,,,,,,,,,,36
234,540,7,369,"Im Laufe dieses Jahres hat sie sich, nachdem sie mich zuerst um Rat gefragt, verheiratet mit einem braven Manne, der ihr früheres Verhältnis zu mir kennt. ",,,braver Mann; schöne Magd;,,responsibility;,excuse;,,,,,,,,,,36
234,540,7,370,Jene Verpflichtung ist also aufgehoben. ,,,,,,,,,,,,,,,,36
234,540,7,371,Ich habe ihre Ehe heilig gehalten. ,,,,,,,,,,,,,,,,36
234,540,7,372,"Ebenso entlehnte ich noch durch Vermittlung meines Bruders 1500 fl von einem Bauer im Gfenn, zahlbar auf Martini 1846.",,,Johannes Hirzel; Wegmann in Gfenn;,Gfenn;,,,,,,,,,,,,36
234,540,7,373,"Solches und allfällig Wichtigeres zu beschreiben nahm ich an der Pestalozzischen Privatbank 450 fl auf einen Brief, den ich nach persönlicher Übereinkunft auf einen Freund in Pfäffikon ansetzte. ",,,Pestalozzi; Freund in Pfäffikon;,Pfäffikon;,,,,,,,,,,,,36
234,540,7,374,"Der Wert von 600 fl war derjenige des Ankaufs meines Torflandes. Auch will ich hier, wo von Pekuniärem die Rede ist, beifügen, dass von 1843 an in verschiedenen Posten circa 4000 fl auf der Bank und noch 1000 fl bei Herrn Hptm Morf aufgenommen wurden, ",,,Morf;,,,,,,,,,,,,,36
234,540,7,375,"aller und jeder Geldaufbruch stets mit Zessionsschein meiner Mutter und aus ihrem Vermögen, kein einziger Brief aus dem Vermögen des Vaters ",Geld; Vermögen;,,Margaretha Bürkli; Johannes Hirzel (1776);,,,,,,,,,,,,,36
234,540,7,376,"und zur Dankbarkeit gegen sie, die nicht annehmen wollte, gab ich eine ihrer Schwestern auf ihren Wunsch hin in Zürich zu einer Schneiderin in die Lehre. ",Dankbarkeit;,,,Zürich; Schwester der schönen Magd;,,,,,,,,,,,,36
234,540,7,377,Ich habe diese recht hübsche Tochter niemals ungebührlich berührt. ,,,,,,,,,,,,,,,,36
234,540,7,378,Die Kosten für dieselbe werden sich auf etwa 100 fl belaufen. Der Verbrauch dieser Summen wird sich aus Nachstehendem ergeben. [264] ,,,,,,,,,,,,,,,,36
234,540,7,379,Nun zum letzten Akte meines Lebens seit meiner Rückkehr nach Zürich. ,,,,Zürich;,,,,,,,,,,,,37
234,540,7,380,"Um mein Leben hier zu verstehen, ich sage nicht zu rechtfertigen, ist es unumgänglich nötig, meinen Seelenzustand bei der Trennung von Pfäffikon zu kennen. ",,,,Pfäffikon;,,,,,,,,,,,,37
234,540,7,381,"Verlassen und verachtet grösserenteils mit Unrecht von aller Welt, mit Ausnahme von dir, Hottinger und vielleicht noch einigen einzelnen Freunden, ",,,Hottinger; einzelne Freunde;,,,,,,,,,,,,,37
234,540,7,382,"und in der immer stärker anwachsenden Überzeugung, ich sei für meine Bestimmung zum Untergange reif, ",Untergang; Schicksal;,,,,,,,,,,,,,,,37
234,540,7,383,"zumal auch jene Schritte gegen Bunsen etc. fruchtlos blieben, ",,,Bunsen;,,erfolglosses Handeln; strategic;,,,,,,,,,,,37
234,540,7,384,"hatte ich mir fest vorgenommen, vorerst noch ein Zeugnis meiner wissenschaftlichen Fähigkeit abzulegen und dann zu sterben.",,,,,meaning;,,,,,,,,,,,37
234,540,7,385,"Was sollte ich noch an dem erbärmlichen, von Jugend auf verachteten Gelde hängen für diese kurze Zeit, zumal meine Familie immer noch reich, nicht bloss wohlhabend blieb, ",Erbärmlichkeit; Geld;,,,,,justification;,,,,,,,,,,37
234,540,7,386,wenn ich auch eine grössere Summe noch für mich verwendete? ,,,,,,justification;,,,,,,,,,,37
234,540,7,387,"Ich entschloss mich also, neben der angestrengtesten Arbeit über meinem Prabodhaschandrodaja etc. das Leben zu geniessen und zwar, da nichts (die Vorwürfe wegen Bacchusdienstes sind Verleumdung) mich anzog als die Liebe, in dieser. [27]",,,,,,,,,,,,,,,,37
234,540,7,388,"Ich glaubte umso mehr dazu berechtigt zu sein, als meine Frau, von mir eingeladen, wieder zu mir zu kommen, wenn ich eine sichere Stellung erworben, ",,,Elise Tobler (1811);,,rejection from wife,,,,,,,,,,,37
234,540,7,389,hämisch zur Antwort gab: „Such dir nur andere Frauen!“ – ,,,Elise Tobler (1811);,,rejection from wife,,,,,,,,,,,37
234,540,7,390,"So verkostgeldete ich in Zürich eines der schönsten Mädchen, die ich je gesehen habe, das bekannte Rösli, fand aber bald dass ich mich in der Auswahl meiner Lust gewaltig getäuscht hatte. ",Geld; Schönheit;,,Rösli;,Zürich;,,,,,,,,,,,,37
234,540,7,391,"Wenn ich schon von Natur sehr sinnlich war, so war mir doch die grobe Sinnenlust ohne gegenseitige Zuneigung und eine gewisse geistige Veredelung von jeher zum Ekel und Abscheu. Ich hätte das schon von M. H. her wissen sollen; bei Rösli erfuhr ich es doppelt. ","Höheres; Niederers; Sinneslust, Geist;",,Rösli; M. H.;,,,,,,,,,,,,,37
234,540,7,392,"Und da ich zugleich bemerkte, wie es - und zwar ganz nach Gebühr -mich zum Narren hielt, brach ich mit ihm nach etwa 3 Monaten. Sie verreiste nach Bern. ",,,,Bern;,,,,,,,,,,,,37
234,540,7,393,"An bar hat sie bloss 30 fl bekommen und circa 20 fl an Geschenken. Das Logiskostete monatlich 4 fl, die Möbel 15 fl. Die Kost dagegen, die ich abends gewöhnlich mit ihr teilte, nebst allem übrigem wird etwa auf 100 fl gekommen sein. ",,,,,,,,,,,,,,,,37
234,540,7,394,"Vielberechnet, habe ich also für dieses Mädchen ausgegeben circa 200 fl. ",,,,,,,,,,,,,,,,37
234,540,7,395,"Dieser Bekanntschaft schäme ich von allem, was ich getan, am meisten; ",,,,,"feel ashamed, remorse but no repentence?",apologize;,,,,,,,,,,37
234,540,7,396,"ich war dabei, aber auch einzig bei dieser, zugleich ein Narr, ein Wollüstling und ein Verschwender.",Sinneslust; Niederes;,,,,bad image!,,,,,,,,,,,37
234,540,7,397,Jetzt ging ich zu einem Extrem über. ,,,,,"""allse oder nichts""",,,,,,,,,,,38
234,540,7,398,"Von Huren wollte ich nichts mehr wissen und wählte die noch nicht l7jährige Schwester jener Geliebten, die mir ein Kind geboren hatte, für mich aus, ein Mädchen mit rundem Madonna-Gesichtchen, noch ganz unschuldig und mir von Herzen zugetan. ",,,schöne Magd; Ana 17 j. Schwester von ihr;,,,,,,,,,,,,,38
234,540,7,399,"Da mein Arnold leider nun sehr gefährlicher Konstitution ist und schwerlich die Entwicklungsperiode überleben wird, ",,,Arnold Hirzel;,,,,,,,,,,,,,38
234,540,7,400,so wollte ich unter allen Umständen vor meinem Ende noch Nachkommenschaft erhalten; ,,,,,meaning; Nachkommenschaft vor Ende; lack of responsibility for kids;,justification;,,,,,,,,,,38
234,540,7,401,"und bei diesem Gedanken meinen Todesentschluss vergessend, ",Lebenslust; ,,,,,,,,,,,,,,,38
234,540,7,402,"gab ich in der Absicht, so bald als möglich mich scheiden zu lassen, was beider Epilepsie meiner Frau nicht fehlen konnte, ",Scheidung;,,Elise Tobler;,,,,,,,,,,,,,38
234,540,7,403,"dem Vater des Mädchens zwei Verschreibungen, die eine, dass ich so bald als möglich dasselbe heiraten werde, die andere, dass im Falle solches unmöglich sei und Anna, so ist ihr Name, in die Hoffnung käme, ihr nach dem Tode meines Vaters, für sie und das Kind zugleich 6000 fl zugut werden sollten. ",,,Ana H.,,responsibility;,justification;,,,,,,,,,,38
234,540,7,404,"Hiezu wurde ich nicht etwa überredet, sondern es war [265] mein eigener Wille und mein heiliger Ernst. ",,,,,,justification;,,,,,,,,,,38
234,540,7,405,"Denn entweder [28] blieb mein Arnold am Leben und dann war eine solche Aussteuer seines allfälligen Bruders immerhin ein nichts gegenüber seinem regelmässigen Erbe, - ",,,Johannes Hirzel; Arnold Hirzel; ,,,,,,,,,,,,,38
234,540,7,406,"er hatte doch kein Recht von mir zu fordern, dass er der einzige Sohn bleibe – ",,,,,,,,,,,,,,,,38
234,540,7,407,"oder aber er stirbt, und dann ginge mein ganzer Vermögensanteil auf den Sohn meines Bruders über, der doch gewiss noch weniger Von mir verlangen kann, dass ich kinderlos zu seinen Gunsten absterbe. – ",Vermögen;,,Johannes Hirzel; Ana H.,,,justification;,,,,,,,,,,38
234,540,7,408,"Ich gab Anna zu derselben Schneiderin, bei Welcher schon ihre Schwester sich befand, in die Lehre. ",,,Ana,,,justification;,,,,,,,,,,38
234,540,7,409,"Sie blieb daselbst 6 Wochen, wofür ich 6 Talerbezahlte. ",,,,,,,,,,,,,,,,38
234,540,7,410,"Da sie aber von der Bleichsucht angegriffen wurde, kam sie auf Anraten des Arztes ins Nidelbad, woselbst sie bis vor einigen Tagen verblieb. ",,,Anna;,Nidelbad;,,,,,,,,,,,,38
234,540,7,411,Das dortige Konto samt Kleider und meinen eigenen Auslagen während meiner dortigen Krankheit (s. u.) beläuft sich auf 90 fl. ,,,,,,,,,,,,,,,,38
234,540,7,412,Jetzt ist sie in Zürich und wird nächster Tage nach Hause zurückkehren. – ,,,,Zürich;,,,,,,,,,,,,38
234,540,7,413,übrigens war mein Gefühl für Anna stets mehr dasjenige einer herzlichen Zuneigung als einer leidenschaftlichen Liebe. ,,,,,,,,,,,,,,,,38
234,540,7,414,Ich glaubte mich über letztere hinweg. Doch ich irrte mich sehr. ,,,,,,,,,,,,,,,,38
234,540,7,415,"Vernimm jetzt, mein Freund, meinen schwersten Kampf, ",,,Bluntschli;,,,,,,,,,,,,,39
234,540,7,416,"vielleicht meine grösste Schuld, ",,,,,,,,,,,,,,,,39
234,540,7,417,jedenfalls die wichtigste Ursache meines gegenwärtigen Todentschlusses. ,,,,,,,,,,,,,,,,39
234,540,7,418,"Erinnerst du dich noch, als ich einst dich fragte, woher es doch komme, dass Friedrich eine solche Macht über dich, den bedächtlichen ausübe,",,,Friedrich?,,,justification; ,,,,,,,,,,39
234,540,7,419,"deiner Entgegnung: „Der Blitz schlägt eben plötzlich ein und zündet, wo er soll!“ ",,,,,,justification; ,,,,,,,,,,39
234,540,7,420,"Sieh, ein ähnlicher Blitz traf eben auch mich und sollte eben zünden. – ",,,,,,justification; ,,,,,,,,,,39
234,540,7,421,Kaum einige Wochen nach meinen Verschreibungen an Anna sah ich ein Mädchen – ,,,Ana; Marie Welti;,,,,,,,,,,,,,39
234,540,7,422,"ich erlasse dir die Schilderung und sage, magst du lächeln oder grollen, nur das, dass ich schon, ohne mit ihr gesprochen zu haben, bei ihrem blossen Anblick mehr Poesie in mir aufleben fühlte als jemals in meiner Jünglingszeit. ",Schönheit;,,,,,,,,,,,,,,,39
234,540,7,423,Eine unaussprechliche Sehnsucht liess mir keine Rube weder bei Tag noch bei Nacht. ,Sehnsucht;,,,,,,,,,,,,,,,39
234,540,7,424,Alle früheren Liebschaften erschienen mir als blosser Traum und Schaum. ,,,,,,,,,,,,,,,,39
234,540,7,425,"Ich wusste, dass ich endlich die Ergänzung meines Lebens gefunden. ",,,,,,,,,,,,,,,,39
234,540,7,426,Dieses Mädchen musste mein werden und galt es Leben und Ehre und Seligkeit! -Wer hat es mir vor Augen gestellt? Wer den Blitz gesendet? und wozu?[29] ,Ehre; Leben;,,,,love as property; meaning;,,,,,,,,,,,39
234,540,7,427,Es war offenbar wieder mein Schicksal; es musste so sein! – ,Schicksal; ,,,,,excuse;,,,,,,,,,,39
234,540,7,428,"Ich traf mit ihr zusammen; und ihr geistig regsames, heiteres, kindliches Wesen verbunden mit einer unbedingten Hingebung, der offensten Aufrichtigkeit und einer mächtigen Opferkraft, ",Opfer;,,Marie Welti;,,,,,,,,,,,,,39
234,540,7,429,"mit einem Worte, mein weibliches Ideal, wiewohl noch nicht poliert, fesselten mich unwiderstehlich auf Tod und Leben. – ",Ideal; Tod; Leben;,,Marie Welti;,,"meaning; ""alles oder nichts""",,,,,,,,,,,39
234,540,7,430,"Auch sie fühlte sich von mir, wie sie sich ausdrückte, von meinem Auge gebannt, ",,,Marie Welti;,,,,,,,,,,,,,39
234,540,7,431,"und wir wurden eines und eines werden wir bleiben, so lang wir leben! ",,,Marie Welti;,,"love as property; ""alles oder nichts""",,,,,,,,,,,39
234,540,7,432,Und wer ist eigentlich diese Marie? ,,,Marie Welti;,,,,,,,,,,,,,40
234,540,7,433,"Sie ist eine vor wenig Jahren in die Gemeinde Zollikon aufgenommene Heimatlose, deren Voreltern, fortwährend im Kanton geduldet, laut sicherer Tradition früher in Wädenswil eingebürgert waren, aber zur Zeit der Reformation, getreu dem katholischen Glauben, das Bürgerrecht verloren hatten. ",,,Marie's Eltern; Jenische;,Wädenswil; Zollikon;,,,,,,,,,,,,40
234,540,7,434,Auch sie ist Katholikin. [266],Katholikin;,,,,,,,,,,,,,,,40
234,540,7,435,"Du siehst, mein Lieber, dass ich mein Versprechen, einen Roman zu schreiben löse, indem ich ganz einfach und mit der strengsten Wahrheit mein Leben schildere. ",Wahrheit; Versprechen; Leben; Roman;,,,,,,,,,,,,,,,40
234,540,7,436,"Wahrlich wenn es jetzt die Zeit dafür wäre, ",,,,,,,,,,,,,,,,40
234,540,7,437,"könnte ich dir manches Pikantes über das Leben der Heimatlosen und namentlich manches philosophisch sehr Interessante über deren Sprache, das sogenannte Jenische, mitteilen. ",,,Jenische;,,social interest;,,,,,,,,,,,40
234,540,7,438,"Doch ich bleibe bei der Hauptsache und bemerke bloss, dass es ein gewaltiger Unterschied ist, einen Trauerroman zu schreiben oder zu erleben.",Roman;,,,,pragmatic;,,,,,,,,,,,41
234,540,7,439,Ungefähr 3 Wochen lang – ,,,,,,,,,,,,,,,,41
234,540,7,440,"oh, könnte ich doch dieselben aus meinem Dasein wegstreichen! - lebte ich mit Anna und mit Marien gemeinsam. ",,,,,,,,,,,,,,,,41
234,540,7,441,"Aber keine Feder wäre imstande, meine damalige furchtbare Zerrissenheit und Selbstverachtung auszudrücken. ",,,,,,,,,,,,,,,,41
234,540,7,442,Das war nun wirklich durch und durch unmoralisch und auf keine Weise auch nur von fern zu entschuldigen. ,,,,,remorse;,,,,,,,,,,,41
234,540,7,443,"Hier und dort Betrug, ja Betrug von liebenden, sich zutrauungsvoll hingebenden Herzen! ",,,,,remorse;,,,,,,,,,,,41
234,540,7,444,"Mochte ich lange mit Marie überein gekommen sein; dass von Heirat bei uns nie die Rede sein werde, ",,,Mari Welti;,,,,,,,,,,,,,41
234,540,7,445,"so hatte sie doch mein Wort, dass ich sie einzig liebe und ewig nie verlassen werde. ",,,,,,,,,,,,,,,,41
234,540,7,446,"Endlich wurde Anna vom Arzt ins Nidelbad geschickt, und jetzt fasste ich wirklich den Mut, meiner einzig geliebten Marie [30] mein Herz zu eröffnen, wahrhaft und ganz. ",,,Anna; Marie Welti;,Nidelbad;,,,,,,,,,,,,41
234,540,7,447,"Gott, welch ein Augenblick! ",,,,,,,,,,,,,,,,41
234,540,7,448,"Wahrlich, wenn Busse die Sünde heben kann, so ist diese verschwunden. ",,,,,penetence; wenn alle Sünde gebüsst macht das Leben keinen Sinn mehr?,justification,,,,,,,,,,41
234,540,7,449,"Der tiefe Seufzer, die unterdrückten Tränen, der Blick meiner Marie, als sie mir sagte: „Ich verzeihe dir und trete vor den früheren Rechten freiwillig zurück“, ",,,Mari Welti; ,,love as acceptance by other,,,,,,,,,,,41
234,540,7,450,"alles dieses überwältigte mich mit solcher Macht, dass ich seit vielen Jahren zum ersten mal wieder weinte, weinte wie ein Kind. ",,,Ana;,,,,,,,,,,,,,41
234,540,7,451,"„Nein,Marie“, rief ich aus dem Innersten meiner Seele, „lass mich nicht uns alle betrügen; du bist mein Leben, du meine Gabe, du mein alles! Hast du mein Herz, was hätte Anna von meiner Hand? Anna berühre ich nicht mehr, aber ich sorge für sie, soviel ich kann. ",Leben; ,,Mari Welti; Anna;,,meaning; responsibility;,,,,,,,,,,,41
234,540,7,452,"Du bist mein, ich dein! eher sterben als dich lassen!“",,,,,"""alles oder nichts"" Marie Welti; love as property;",,,,,,,,,,,41
