"Transcript","Author","Bibliography","Sequence_no","Text","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet",
14,645,532,2151,"feierlich und ernst.: ,'",,,,,,,
14,645,532,2152,"Nie ist von den Comités, nie von dem Central-Comité Drohung oder ","comité;",,,,,,
14,645,532,2153,"Einschüchterung angewandt worden. Auch diesen Vorwurf weisen wir als ",,,,,,,
14,645,532,2154,"grundlos und unverdient zurück. Aber die Vereinigung von 40,000 Bürgern ","bürger;",,,,,,
14,645,532,2155,"für gesetzliche und heilige Zwecke ist eine Macht, die jeder Regierung, ","regierung;",,,,,,
14,645,532,2156,"jeder Behörde einen Eindruck machen muß, der nur dann willkommen und ",,,,,,,
14,645,532,2157,"angenehm sein kann, wenn die Ansichten beider Theile übereinstimmen, und ",,,,,,,
14,645,532,2158,"nur dann kann das Land glücklich sein und die Folgen für dasselbe ","land;",,,,,,
14,645,532,2159,"segnend, wenn die Regenten die schöne Beruhigung im Busen tragen, ",,,,,,,
14,645,532,2160,"billigen Wünschen des Volkes freudig entsprochen zu haben. .","volk;",,,,,,
14,645,532,2161,"Allein mehr noch sah sich das Volk in seinem Herzen gekränkt, als die ","volk;",,,,,,
14,645,532,2162,"Staatsanwaltschaft wider die Glieder des engern Ausschusses über die ",,,,,,,
14,645,532,2163,"Worte einer Mittheilung desselben: „Seid mannhaft und stark!” die, der ","wort;",,,,,,
14,645,532,2164,"heiligen Schrift entnommen, uns in ihrem wahren, erhabenen und hier ohne ",,,,,,,
14,645,532,2165,"böswillige Verdrehung einzig statthaften Sinne bekannt sind, für die wir ",,,,,,,
14,645,532,2166,"Alle laut und freudig zeugen. Und dieselbe Behörde hat sich in den ",,,,,,,
14,645,532,2167,"jüngsten Tagen geradezu einer Verletzung des §. 5 der Verfassung, welcher ",,,,,,,
14,645,532,2168,"die Preßfreiheit gewährleistet, schuldig gemacht, ohne daß hierüber der ",,,,,,,
14,645,532,2169,"Regierungsrath irgendwie eingeschritten wäre.","regierungsrath;",,,,,,
14,645,532,2170,"Diese Vorfälle, Tit,! haben im ganzen Volke die ernste Frage erregt: Wo ","volk;",,,,,,
14,645,532,2171,"will das hinaus? Warum solche Maßnahmen, die nur Unruhe und Unfrieden ","ruhe; friede;",,,,,,
14,645,532,2172,"verbreiten müssen? Warum bleiben solche Vergehen ungeahndet, ja ungerügt?",,,,,,,
14,645,532,2173,"Dieser Zustand eines Landes aber, wo das. Volk an seiner Regierung ","regierung; volk; land;",,,,,,
14,645,532,2174,"zweifelt, ist zu ernst, zu bedauerlich, als daß es nicht Pflicht der ",,,,,,,
14,645,532,2175,"Bürger wäre, die geeigneten Mittel zu dessen Beseitigung aufzusuchen und ","bürger;",,,,,,
14,645,532,2176,"auszusprechen, auch auf die Gefahr hin, mißkannt oder mißbilligt zu ",,,,,,,
14,645,532,2177,"werden, um dem Lande den Frieden zu retten. Denn das Volk ist fest ","volk; friede; land;",,,,,,
14,645,532,2178,"entschlossen, seine bürgerlichen und seine kirchlichen Rechte unverletzt ","bürger;",,,,,,
14,645,532,2179,"und unangetastet zu erhalten und zu schirmen. Es ehrt Verfassung und ",,,,,,,
14,645,532,2180,"Gesetz und bleibt ihnen treu, aber es weiß, daß sie ihm gehören.",,,,,,,
14,645,532,2181,"Wir legen Ihnen, Tit.! die folgenden drei Bitten ehrerbietig vor. Ihre ",,,,,,,
14,645,532,2182,"Erfüllung wird unendliche Wohlthat für das Land sein: denn sie wird den ","land;",,,,,,
14,645,532,2183,"Bürgern Gewährung geben, daß die h. Regierung Eintracht mit dem Volke und ","regierung; volk; bürger;",,,,,,
14,645,532,2184,"Frieden im Lande wünscht, und am meisten wird sie dieß, wenn die frohe ","friede; land;",,,,,,
14,645,532,2185,"Kunde einer schnellen Erledigung noch heute von den nach Hause ",,,,,,,
14,645,532,2186,"zurückkehrenden Bürgern allenthalben hin verbreitet werden könnte. Die ","bürger;",,,,,,
14,645,532,2187,"Folgen ihrer Versagung zu ermessen, überlassen wir der h. Regierung ","regierung;",,,,,,
14,645,532,2188,"selbst.",,,,,,,
14,645,532,2189,"Unsere Bitten sind:",,,,,,,
14,645,532,2190,"1) Es wolle die h. Regierung die dem Central- und den Comités im ","regierung;",,,,,,
14,645,532,2191,"Allgemeinen im Erlaß vom 23. August gemachten Beschuldigungen der ",,,,,,,
14,645,532,2192,"Aufwiegelung und des Mißbrauches des Staatsorganismus zu ungesetzlichen ",,,,,,,
14,645,532,2193,"Zwecken als gänzlich grundlos erklären.",,,,,,,
14,645,532,2194,"2) Es wolle die h. Regierung die von der Staatsanwaltschaft gegen den ","regierung;",,,,,,
14,645,532,2195,"engern Ausschuß des Central-Comités eingeleitete Klage auf Versuch zum ","comité;",,,,,,
14,645,532,2196,"Aufruhr als unstatthaft unterdrücken, und",,,,,,,
14,645,532,2197,"3) Es wolle die h. Regierung die Staatsanwaltschaft wegen Verletzung des ","regierung;",,,,,,
14,645,532,2198,"§. 5 der Verfassung zur Rechenschaft ziehen und Vorsorge treffen, daß ",,,,,,,
14,645,532,2199,"jener Paragraph, die Preßfreiheit enthaltend, nicht nur zum Vortheil der ",,,,,,,
14,645,532,2200,"Gegner des Volks gehandhabt, sondern allen Theilen gleiches Recht ","volk;",,,,,,
14,645,532,2201,"gehalten werde.",,,,,,,
14,645,532,2202,"Und diesen Bitten schließen wir im Namen der vielen Tausend Mitbürger, ","bürger;",,,,,,
14,645,532,2203,"die jetzt um uns versammelt sind, die Bitte an, es wolle die h. Regierung ","regierung;",,,,,,
14,645,532,2204,"die Bürger ihr Petitionsrecht frei und ungehindert üben lassen, die ","bürger;",,,,,,
14,645,532,2205,"hemmenden Befehle der Statthalterämter entkräften und die Herren ",,,,,,,
14,645,532,2206,"Statthalter zur Rechenschaft ziehen.",,,,,,,
14,645,532,2207,"Ihrer ernsten Erwägung die Lage des Vaterlandes und die Stellung der ","land;",,,,,,
14,645,532,2208,"Bürger dringend empfehlend und Sie im Namen derselben um schnelle und ","bürger;",,,,,,
14,645,532,2209,"befriedigende Antwort bittend, versichern wir Sie, Tit.! unserer ","friede; wort;",,,,,,
14,645,532,2210,"schuldigen Hochachtung und Treue.",,,,,,,
14,645,532,2211,"Die Bezirks-Comités der vereinigt petitionirenden ","comité;",,,,,,
14,645,532,2212,"                  Gemeinden. ",,,,,,,
14,645,532,2213,"    Der Präsident, Hürlimann-Landis. ","land;",,,,,,
14,645,532,2214,"  Der Vice-Präsident, Dr. Rahn-Escher. ",,,"escher;",,,,
14,645,532,2215,"      Der Aktuar, Spöndlin, Prok. ",,,,,,,
14,645,532,2216,"13b) Der Bescheid des Regierungsraths lautet wörtlich: ","regierungsrath;",,,,,,
14,645,532,2217,"Der Regierungsrath ","regierungsrath;",,,,,,
14,645,532,2218,"nach Anhörung einer aus Kloten vom heutigen Tag datirten Petition, ",,,,,,,
14,645,532,2219,"unterzeichnet die Bezirks-Comités der vereinigt petitionirenden Gemeinden ","comité;",,,,,,
14,645,532,2220,"[illegible, 3 signs]",,,,,,,
14,645,532,2221,"hat",,,,,,,
14,645,532,2222,"mit Rücksicht auf die Bitte baldiger Erledigung ",,,,,,,
14,645,532,2223,"                     beschlossen: ",,,,,,,
14,645,532,2224,"        folgenden Bescheid zu ertheilen: ",,,,,,,
14,645,532,2225,"Der Beschluß des Regierungsraths vom 23. V. M., welcher vielfach auf ","regierungsrath;",,,,,,
14,645,532,2226,"irrige Weise ausgelegt worden, hat durch die Kundmachung vom 31. in Bezug ",,,,,,,
14,645,532,2227,"auf das Ganze seines Inhaltes ein vollständige Erläuterung erhalten, ",,,,,,,
14,645,532,2228,"welche hinreichende Zusicherungen gibt, daß den verfassungsmäßigen ",,,,,,,
14,645,532,2229,"Rechten der Bürger, hinsichtlich ihres Petitionsrechtes und der ","bürger;",,,,,,
14,645,532,2230,"Preßfreiheit, keinerlei Eintrag geschehen solle; — es findet sich der ",,,,,,,
14,645,532,2231,"Regierungsrath daher nicht im Falle, darüber weiters sich auszusprechen , ","regierungsrath;",,,,,,
14,645,532,2232,"wird hingegen dem großen Rathe, als seiner vorgesetzten Behörde, bei ",,,,,,,
14,645,532,2233,"deren nahem Zusammentritte sowohl über Veranlassung als Inhalt jenes ",,,,,,,
14,645,532,2234,"Beschlusses Bericht erstatten.",,,,,,,
14,645,532,2235,"Was die von der Staatsanwaltschaft nach ihrer Stellung von sich aus ",,,,,,,
14,645,532,2236,"eingeleitete Klage betrifft, welche ohne Auftrag des Regierungsrathes ","regierungsrath;",,,,,,
14,645,532,2237,"angehoben worden und bereits in den Händen des betreffenden Gerichtes ",,,,,,,
14,645,532,2238,"liegt, so steht dem Regierungsrathe verfassungsgemäß keine Einwirkung auf ","regierungsrath;",,,,,,
14,645,532,2239,"die Verhandlungen des Tribunals zu.",,,,,,,
14,645,532,2240,"In Betreff der Verfügung der Staatsanwaltschaft, gegen welche unter ",,,,,,,
14,645,532,2241,"Berufung auf Art. 5 der Verfassung Klage geführt wird, hat der ",,,,,,,
14,645,532,2242,"Regierungsrath in Folge einer eingekommenen Beschwerde dieselbe schon ","regierungsrath;",,,,,,
14,645,532,2243,"früher zur Berichterstattung aufgefordert.",,,,,,,
14,645,532,2244,"Endlich findet der Regierungsrath, es haben die Beamteten, hinsichtlich ","regierungsrath;",,,,,,
14,645,532,2245,"der Vollziehung dieses Beschlusses vom 23. V. M. durch die Kundmachung ",,,,,,,
14,645,532,2246,"vom 31. bereits die nöthigen Belehrungen erhalten.","lehre;",,,,,,
14,645,532,2247,"13c) Der engere Ausschuß des Central-Comité an die ","comité;",,,,,,
14,645,532,2248,"Bezirks-Committenten. ",,,,,,,
14,645,532,2249,"Theure Freunde und Brüder!","freund;",,,,,,
14,645,532,2250,"Wir haben so eben die nachstehende Antwort von der h. Regierung auf die ","regierung; volk; wort;",,,,,,
14,645,532,2251,"von den vereinigten Bezirks-Comités an sie erlassene Adresse erhalten: ","comité;",,,,,,
14,645,532,2252,"(folgt obiger Bescheid.)",,,,,,,
14,645,532,2253,"Daß dieselbe keineswegs befriedigend, noch den Wünschen der Versammlung ","friede;",,,,,,
14,645,532,2254,"entsprechend ist, liegt außer Zweifel. Nicht allein sind die ungerechten ",,,,,,,
14,645,532,2255,"Beschuldigungen gegen uns nicht zurückgenommen, nicht allein die Klage ",,,,,,,
14,645,532,2256,"nicht zurückgezogen, und ist die durch die Staatsanwaltschaft begangene ",,,,,,,
14,645,532,2257,"Verfassungs-Verletzung bloß zu einer Aufforderung zur Berichterstattung ",,,,,,,
14,645,532,2258,"gekommen, sondern die verfassungswidrigen Erlasse vieler Statthalterämter ",,,,,,,
14,645,532,2259,"(?) werden als durch die Proklamation vom 31. Aug. hinreichend beseitigt ",,,,,,,
14,645,532,2260,"betrachtet. Dieß kann aber den Männern, welchen das Volk heute aufs Neue ","volk;",,,,,,
14,645,532,2261,"die Leitung und Führung der heiligen Sache auf der gesetzlichen Bahn (!) ",,,,,,,
14,645,532,2262,"mit einem Vertrauen und einer Freude übertrug, die sie demselben aufs ",,,,,,,
14,645,532,2263,"Festeste verpflichtet, nicht genügen. Ueberdieß dauert der Aufenthalt der ",,,,,,,
14,645,532,2264,"Truppen in Zürich noch fort, und ist ihre Zahl auch heute Abend noch ","zürich;",,,"zürich;",,,
14,645,532,2265,"vermehrt worden.",,,,,,,
14,645,532,2266,"Womit das Volk, womit dessen Abgeordnete diese neue Kränkung verdienten, ","volk;",,,,,,
14,645,532,2267,"wissen wir nicht. Aber wie wir in Kloten einander, wie wir es dem Volke ","volk;",,,,,,
14,645,532,2268,"feierlich versprochen haben, fest und ruhig der heiligen Sache treu zu ",,,,,,,
14,645,532,2269,"dienen, so bleiben wir es auch jetzt. Der engere Ausschuß erachtet es ",,,,,,,
14,645,532,2270,"daher in seiner Pflicht, die sämmtlichen Bezirks- und Gemeinds-Comités ","comité;",,,,,,
14,645,532,2271,"zur ernsten und sorgfältigsten Wachsamkeit aufzufordern, damit die Güter, ",,,,,,,
14,645,532,2272,"für welche sich unsere Mitbürger heute feierlich und freudig erklärten ","bürger;",,,,,,
14,645,532,2273,"und deren Wegehrung sie uns auftrugen, demselben gesichert sein.",,,,,,,
14,645,532,2274,"Wir grüßen euch mit Treue und Hochachtung.",,,,,,,
14,645,532,2275,"Zürich den 2. Sept. l839.","zürich;",,,"zürich;",,,
14,645,532,2276,"Der engere Ausschuß des Central-Comité: ","comité;",,,,,,
14,645,532,2277,"            Für denselben: ",,,,,,,
14,645,532,2278,"   Der Vizepräsident: Rahn-Escher. ",,,"escher;",,,,
14,645,532,2279,"     Der Aktuar: Spöndli, Prok. ",,,,,,,
14,645,532,2280,"So eben vernehmen wir, daß die Truppen abgedankt werden sollen.",,,,,,,
14,645,532,2281," ) Bei dieser Gelegenheit erzählte man, ein gewisses Mitglied des ","mitglied;",,,,,,
14,645,532,2282,"Regierungsraths habe sich geäußert, es sei sicher, auch in einer neuen ","regierungsrath;",,,,,,
14,645,532,2283,"Regierung wieder seinen Platz zu finden. Man [illegible, 1 sign] bien zu ","regierung;",,,,,,
14,645,532,2284,"glauben, diese Äußerung komme von Hegetschweiler. Sein anwesender Sohn, ","glaube;",,"hegetschweiger;",,,,
14,645,532,2285,"dieses vermuthlich wahrnehmend, erhob sich und sagte laut: wenn so etwas ",,,,,,,
14,645,532,2286,"von einem Mitgliede geäußert worden ist, so muß es wenigstens ein sehr ","mitglied;",,,,,,
14,645,532,2287,"hinkendes gewesen sein. Eben so wurde auch laut bemerkt, ein gewisses ",,,,,,,
14,645,532,2288,"Regierungsmitglied habe gestern bis Mitternacht mit Hürlimann im Casino ","regierung; mitglied;",,,,,,
14,645,532,2289,"zugebracht. Darauf ward aber nichts entgegnet.",,,,,,,
14,645,532,2290," ) Das wäre mithin der Handstreich, den die Radikalen nach dem in ","radikale;",,,,,,
14,645,532,2291,"Nr. 20 beigefügten Handschreiben von Rahn",,,,,,,
14,645,532,2292,"Escher beabsichtigten und der, wie es scheine, von dem Landsturmee ","land;",,"escher;",,,,
14,645,532,2293,"[sic] von Pfäffikon glücklich abgeschlagen worden war. Vorwände!",,,,"pfäffikon;",,,
14,645,532,2294," ) Ich muß hier auch noch eines Gerüchtes erwähnen, das damals schon ",,,,,,,
14,645,532,2295,"herumgeboten, geglaubt wurde und jetzt noch geglaubt wird. Die Radikalen ","radikale;",,,,,,
14,645,532,2296,"haben, sagte man, ein Register derjenigen Köpfe entworfen, die fallen ",,,,,,,
14,645,532,2297,"müssen und zu dem Ende einen Scharfrichter aus Colmar und zwei ",,,,,,,
14,645,532,2298,"Guillotinen, weil die vorhandene nicht hingereicht hätte, aus Cöln ",,,,,,,
14,645,532,2299,"verschrieben. Zur Stunde, wo ich dieses schreibe, den 17. Okt., wäre man ",,,,,,,
14,645,532,2300,"nicht im Stande, das den Leuten einer gewissen Gegend aus den Köpfen zu ",,,,,,,
14,645,532,2301,"bringen. Als Gegenstück zu diesem Gerüchte Folgendes: 3 Abtheilungen von ",,,,,,,
14,645,532,2302,"Studenten kamen am 6. ans den Volksmassen von Oberstraß heraus zu einem ","volk;",,,,,,
14,645,532,2303,"von ihnen geliebten und geachteten Lehrer, ihn dringend bittend, das Haus ","lehre;",,,,,,
14,645,532,2304,"zu verlassen, das als eines derjenigen genannt worden sei, auf welche es ",,,,,,,
14,645,532,2305,"nach Eroberung des, Zeughauses abgesehen wäre. *)",,,,,,,
14,645,532,2306,"*) Was will man sagen! Noch am 5. Nov. waren einige Mitglieder des neuen ","mitglied;",,,,,,
14,645,532,2307,"großen Rothes christlich genug, die Radikalen oder die Abgetretenen ","radikale;",,,,,,
14,645,532,2308,"überhaupt zu verdächtigen, als ob sie im Plane gehabt, die Guillotine ",,,,,,,
14,645,532,2309,"arbeiten zu lassen und hauptsächlich auf dieses hin die Nothwendigkeit ","noth;",,,,,,
14,645,532,2310,"ihrer Abschaffung zu demonstriren. Schändliche Verläumdung!",,,,,,,
14,645,532,2311," ) Schon in der Bürklischen Zeitung ist mir, wie oben bemerkt, zur Last ","zeitung;",,"bürkli;",,,,
14,645,532,2312,"gelegt worden, ich hatte absichtlich und um Schrecken zu erregen, die ",,,,,,,
14,645,532,2313,"Lüge verbreitet, es seien eidgen. Truppen im Anmarsch. Pfr. Bernh. Hirzel ","eidgenossen;",,"hirzel B.;",,,,
14,645,532,2314,"gab in seinem „Antheil am 6ten September” die Sache zweideutiger, indem ",,,,,,,
14,645,532,2315,"er im Text sagt, ich hätte zu jenem Zwecke absichtlich diese Unwahrheit ",,,,,,,
14,645,532,2316,"verbreitet, in der Note aber beifügt, es sei leider diese Einberufung nur ",,,,,,,
14,645,532,2317,"zu wahr gewesen. Auf beides habe ich im Republ., der Bürklizeitung und ","zeitung;",,"bürkli;",,,,
14,645,532,2318,"dem Landboten geantwortet und das eine, wie das andere, als erlogen ","wort; land;",,,,,,
14,645,532,2319,"erklärt.",,,,,,,
14,645,532,2320," ) Ich begnüge mich, diese Ansicht hier ausgesprochen zu haben und will ",,,,,,,
14,645,532,2321,"die Frage, was die übrigen Stände, welche alle, Uri im Laufe der ",,,,,,,
14,645,532,2322,"dießjährigen Tagsatzung! die Verfassung des Kantons Zürich garantirt ","zürich;",,,"zürich;",,,
14,645,532,2323,"haben, zu thun gehabt hätten, anderweitiger Erörterung anheimstellen und ",,,,,,,
14,645,532,2324,"derselben bloß eine zweite beifügen: was würden sie gethan haben, wenn ",,,,,,,
14,645,532,2325,"ein Kanton Schaffhausen oder Glarus [illegible, 3 sings] in die Lage ",,,,,,,
14,645,532,2326,"unseres Kantons gekommen wäre?",,,,,,,
14,645,532,2327,"4 [page number in original]",,,,,,,
14,645,532,2328," ) So weit und nicht weiter ist die Frage um Intervention vor dem Reg. ",,,,,,,
14,645,532,2329,"Rathe erörtert worden. Hingegen bin ich der Wahrheit und den betreffenden ",,,,,,,
14,645,532,2330,"Mitgliedern der ehemaligen Regierung schuldig, zu bemerken, daß unser 7 ","regierung; mitglied;",,,,,,
14,645,532,2331,"darüber einverstanden waren, im Nothfalle uns um eidgenössische oder ","noth; eidgenossen;",,,,,,
14,645,532,2332,"Concordatshilfe umzusehen. Allein bis zu dem Augenblicke, zu dem unsre ",,,,,,,
14,645,532,2333,"Erzählung gelangt ist, hatten sich bereits drei derselben förmlich von ",,,,,,,
14,645,532,2334,"dieser Ansicht zurückgezogen und es wäre demnach höchst zweifelhaft ",,,,,,,
14,645,532,2335,"gewesen, ob eine Minorität von auch nur 4 Mitgliedern sich am Ende für ","mitglied;",,,,,,
14,645,532,2336,"eine solche Maßregel würde ergeben haben. Man wird mir sagen: wer sie für ",,,,,,,
14,645,532,2337,"pflichtgemäß hielt, hätte sich durch die Aussicht, in der Minorität zu ",,,,,,,
14,645,532,2338,"bleiben, nicht abschrecken lassen sollen. In einer Beziehung gebe ich ",,,,,,,
14,645,532,2339,"dieses zu: diese Minorität hätte dadurch wenigstens den ehrenvollsten Weg ","ehre;",,,,,,
14,645,532,2340,"finden können, abzutreten und das wäre vielleicht das Beste für sie ",,,,,,,
14,645,532,2341,"selbst gewesen. Andere Rücksichten, die ohne .Zweifel genommen worden ",,,,,,,
14,645,532,2342,"sind, wollen wir einer spätern, ruhigern ,Zeit, wo man wieder nicht bloß ",,,,,,,
14,645,532,2343,"Facta erzählen, sondern auch darüber urtheilen darf, zu würdigen ",,,,,,,
14,645,532,2344,"überlassen.",,,,,,,
14,645,532,2345,"Hürlimann-Landis hat an die an diesem Abend stattgehabte Sitzung des Reg. ","land;",,,,,,
14,645,532,2346,"Rathes einen Aufruf zum Sturme im Bezirk Andelfingen geknüpft, der durch ",,,,,,,
14,645,532,2347,"Amtsrichter Merz dort verbreitet worden ist. Derselbe lautet:",,,,,,,
14,645,532,2348,"„An das Gemeinds-Comité N., Bezirk ","comité;",,,,,,
14,645,532,2349,"             Andelfingen.[missing quote char]",,,,,,,
14,645,532,2350,"„Gestern, den 5. Herbstm. hatte der hohe Regierungsrath nach ","regierungsrath;",,,,,,
14,645,532,2351,"glaubwürdiger Nachricht Sitzung, um darüber zu debattiren, ob nicht das ",,,,,,,
14,645,532,2352,"Siebner Concordat gegen das eigene Volk in Anwendung zu bringen sei. Es ","volk;",,,,,,
14,645,532,2353,"wurde bis Nachts 9 Uhr gestritten, und zuletzt ergab sich nur eine ",,,,,,,
14,645,532,2354,"Minorität für diese Maßregel, aber nach dem 7ner Concordat kann auch eine ",,,,,,,
14,645,532,2355,"Minderheit den Schutz desselben ansprechen.”",,,,,,,
14,645,532,2356,"„Hierauf aufmerksam gemacht, und in der Meinung, daß die Häupter der ",,,,,,,
14,645,532,2357,"Radikalen einen verzweifelten Streich beabsichtigen, — erhob sich der ","radikale;",,,,,,
14,645,532,2358,"ganze Bezirk Pfäffikon, ließ Sturm läuten und befindet sich mit 2500 Mann ",,,,"pfäffikon;",,,
14,645,532,2359,"vor den Thoren Zürichs.”","zürich;",,,"zürich;",,,
14,645,532,2360,"„Inzwischen besitzt die volksthümliche und für das Volksinteresse warm ","volk;",,,,,,
14,645,532,2361,"schlagende Stadt alle Posten zur Aufrechthaltung guter Ordnung des ","ordnung;",,,,,,
14,645,532,2362,"Eigenthums. (!) Die Bezirke Horgen, Meilen und Zürich fangen jetzt an ","zürich;",,,"zürich;",,,
14,645,532,2363,"Sturm zu läuten und heranzukommen, Das Centralcomité wird sich berathen, ","comité;",,,,,,
14,645,532,2364,"was zu thun sei.”",,,,,,,
14,645,532,2365,"„Eine provisorische Regierung wird gebildet werden müssen, da die alte ","regierung;",,,,,,
14,645,532,2366,"das Zutrauen nicht mehr besitzt.”",,,,,,,
14,645,532,2367,"„Die Grundsätze der Verfassung, unbedingte Rechtsgleichheit, werden ",,,,,,,
14,645,532,2368,"festgestellt, so wie die Volksrechte im Allgemeinen als das heiligste Gut ","volk;",,,,,,
14,645,532,2369,"betrachtet.”",,,,,,,
14,645,532,2370,"„Morgen wird eine ungeheure Volksversammlung die nähern Beschlüsse ","volk;",,,,,,
14,645,532,2371,"fassen.”",,,,,,,
14,645,532,2372,"„Laßt Sturm läuten Brüder! vereinigt Euch zum Schutze der ",,,,,,,
14,645,532,2373,"verletzten Religion, der verletzten Verfassung, der Grundlage einer ",,,,,,,
14,645,532,2374,"bessern Zukunft! — Gott mit Euch und uns!”","gott;",,,,,,
14,645,532,2375,"„Zürich den 6. Sept. 1839.","zürich;",,,"zürich;",,,
14,645,532,2376,"Der Präsident des Central-Comité: ","comité;",,,,,,
14,645,532,2377,"     I. Hürlimann-Landis. ","land;",,,,,,
14,645,532,2378,"   Dem Original gleichlautend: ",,,,,,,
14,645,532,2379,"   Joh. Merz, Bezirksrichter.” ",,,,,,,
14,645,532,2380,"Man sieht, Hr. Hürlimann hat die Napoleonschen Armeebülletins gelesen, ",,,,,,,
14,645,532,2381,"allein wenn ihn seine Schüler Rahn und Spöndli nicht secundiren, ",,,,,,,
14,645,532,2382,"happert's mit der Redaktion. — Von dem Vielen, was sich sagen ließe nur ",,,,,,,
14,645,532,2383,"folgendes Wenige:",,,,,,,
14,645,532,2384,"Im ersten Satze ist jedes Wort eine Lüge. Auf diese Unwahrheiten und auf ","wort;",,,,,,
14,645,532,2385,"eine Meinung, die Meinung hin, die Häupter der Radikalen beabsichtigen ","radikale;",,,,,,
14,645,532,2386,"einen verzweifelten Streich, konnte dieser Mann der Religion, dieser Mann ",,,,,,,
14,645,532,2387,"der Verfassung und Gesetze einen ganzen Bezirk zum Sturmläuten ",,,,,,,
14,645,532,2388,"auffordern: — Und wie reimt sich die Angabe, bis Nachts 9 Uhr wurde ",,,,,,,
14,645,532,2389,"gestritten, mit der Thatsache, daß die Sitzung schon vor 7 Uhr vorbei war ",,,,,,,
14,645,532,2390,"und in Pfäffikon, 4 Stunden entfernt — schon um 7 Uhr gestürmt wurde! Wie ",,,,"pfäffikon;",,,
14,645,532,2391,"konnte H. spätestens um 9 Uhr Vormittags am 6. — (denn um 11 Uhr war der ",,,,,,,
14,645,532,2392,"Aufruf schon in Einbrach!) schon sagen: eine provisorische Regierung ","regierung;",,,,,,
14,645,532,2393,"werde gebildet werden müssen! Das sind Fäden, spürte man ihnen nach, sie ",,,,,,,
14,645,532,2394,"würden durch's Labyrinth zur Wahrheit führen!",,,,,,,
14,645,532,2395,"Es ist hier der Ort, auch Rahn-Eschers Brief vom 5. Morgens 10 Uhr ",,,"escher;",,,,
14,645,532,2396,"aufzunehmen, den er an alle Präsidenten der Bezirks-Comité versandte:","comité;",,,,,,
14,645,532,2397,"„Freunde und Brüder!”","freund;",,,,,,
14,645,532,2398,"«Die Feinde drohen das Vaterland mit fremden Truppen zu überziehen, ","feind; land; fremde;",,,,,,
14,645,532,2399,"Neuhaus bietet Bern auf und Baselland rüstet sich. Ich ersuche Euch, Euch ","land;",,,,,,
14,645,532,2400,"in Bereitschaft zu halten, damit, wenn die Glocken gehen, Alles zum ",,,,,,,
14,645,532,2401,"Sturme bereit sei. Ein guter Theil kommt dann nach Zürich und ein anderer ","zürich;",,,"zürich;",,,
14,645,532,2402,"Theil bleibt bei Hause zur Bewachung des eigenen Herdes.",,,,,,,
14,645,532,2403,"Rahn-Escher.",,,"escher;",,,,
14,645,532,2404," a) Dieser Eine ist Hr. Cant. Rath Studer in Wipkingen, der Mann, der ",,,,,,,
14,645,532,2405,"über den 6. wohl den meisten Much bewiesen hat, der Morgens früh durch ",,,,,,,
14,645,532,2406,"den Gewaltshaufen in Oberstraß ritt, auf dem Posthause 100 gute Dragoner ",,,,,,,
14,645,532,2407,"verlangte, Freiwillige im Limatthale auf die Beine brachte und erst gegen ",,,,,,,
14,645,532,2408,"Abend durchs Gedränge in der Stadt sich Luft machte und sich nach Hause ",,,,,,,
14,645,532,2409,"begab.",,,,,,,
14,645,532,2410," a) Diesem Manne übergab ein Bote von Rahn",,,,,,,
14,645,532,2411,"Escher zur Weiterbeförderung in der Gegend von Dübendorf folgenden Brief: ",,,"escher;",,,,
14,645,532,2412,"„An die Männer des Bezirkes Pfäffikon.„ Zürich den 5. Sept. 39. [?] ","zürich;",,,"zürich; pfäffikon;",,,
14,645,532,2413,"Mitternacht”. „Theure Freunde! Ich eile Euch zu bitten, ruhig zu bleiben. ","freund;",,,,,,
14,645,532,2414,"In der Stadt ist Alles ruhig aber bereit gegen die Radikalen, die, wie es ","radikale;",,,,,,
14,645,532,2415,"sich heraus stellt, einen Handstreich im Sinne hatten, der aber durch ",,,,,,,
14,645,532,2416,"Euch glücklich abgewendet scheint. Ich bitte Euch daher entweder ruhig zu ",,,,,,,
14,645,532,2417,"bleiben und nach Hause zu gehen, oder, wenn Ihr nach der Stadt kommt, ",,,,,,,
14,645,532,2418,"nichts anderes als zu sagen, Ihr kommt, um zu wissen, ob Spöndli und ich ",,,,,,,
14,645,532,2419,"wohl seien.",,,,,,,
14,645,532,2420,"Mit Treue und Freundschaft Euer ","freund;",,,,,,
14,645,532,2421,"Escher.” ",,,"escher;",,,,
14,645,532,2422,"21b) Den speciellen Auftrag hiezu «hielt er Nachts 12 Uhr von Herrn ",,,,,,,
14,645,532,2423,"Bürgermeister Heß.","bürger;",,,,,,
14,645,532,2424," a) Gar christlich und menschenfreundlich wurde in einem Pfarrhause, ","freund;",,,,,,
14,645,532,2425,"nach dem ich im Oktbr. zwei Kinder durch den Tod verloren hatte, gesagt: ",,,,,,,
14,645,532,2426,"„Das ist der Lohn für seine Absicht, die Studenten zu bewaffnen und ",,,,,,,
14,645,532,2427,"manchem Vaterherzen den Schmerz über den Verlust eines geliebten Sohnes ",,,,,,,
14,645,532,2428,"zu bereiten,” In den „Betrachtungen über die Revolution im Kant.","revolution;",,,,,,
14,645,532,2429,"Zürich in Briefen eines Zürchers an einen Basler” heißt es mir Recht: „Da ","zürich;",,,"zürich;",,,
