"Transcript","Author","Bibliography","no","text","scene","invivo","chronology","people","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet"
12,532,279,4926,""""" Sie hatte ferner die Einberufung des Großen Rathes auf den 20.",,,,,,,,,,
12,532,279,4927,"Mai angekündigt, wo Gesetzeivorschläge zur Zurückführnng der Ruhe einen Zündstoff darbieten werden.",,,,,,,,,,
12,532,279,4928,"Kaum mar diese Zuschrift am Vororte eingetroffen, fo folgte eine zweite vom 6.",,,,,,,,,,
12,532,279,4929,"Mai, worin die Ursache, welche im Schreiben vom 4.",,,,,,,,,,
12,532,279,4930,"Mni nli unvermeidliche Veranlassung zum Ausbruche eines vertilgenden Bürgerkriege« angegeben war, als wirklich eingetreten gemeldet wurde, nämlich die Ergreifung der Waffen von Seite der Regierung.",,,,,,,,,,
12,532,279,4931,"Gleichzeitig wurde die Einberufung einer außerordentlichen Sitzung des Großen Rathes angezeigt.",,,,,,,,,,
12,532,279,4932,"Schon diefe beiden Maßregeln hatten also die Besorgnisse für Erhaltung der Ruhe und Ordnung erhoht und die Zustände des Kantons Wallis verfchlimmeit, wenn auch nicht im Eingange des Schreibens vom 6.",,,,,,,,,,
12,532,279,4933,"Mai ausdrücklich gesagt worden wäre: Seit dem Abgange der gestrigen Depesche sind die Ereignisse im Wallis dringlicher und verwickelter geworden.",,,,,,,,,,
12,532,279,4934,""""" Die Regierung von Wallis, welche ihre Depesche vom 4.",,,,,,,,,,
12,532,279,4935,"in Doppel auf zwei ner, schiedenen Wegen an den Vorort hatte gelangen lassen, konnte nicht zweifeln, der eidgenössische Vorort werde die verlangten Maßregeln unverzüglich angeordnet haben.",,,,,,,,,,
12,532,279,4936,"Sie wußte, daß der Vorort ein wachsames Auge nuf die Ruhe und Ordnung im Kanton Wallis geworfen, daß er seine erste Pflicht, die der Handhabung der Ruhe und verfassungsmäßigen Ordnung im Innen der Schweiz treu zu erfüllen entschlossen war.",,,,,,,,,,
12,532,279,4937,"An dem Rechte des Vororte» zu den von ihr begehrten Maßnahmen war in der Brust dieser redlichen Regierung kein Zweifel aufgestiegen.",,,,,,,,,,
12,532,279,4938,"Dennoch schrieb sie um 6.",,,,,,,,,,
12,532,279,4939,"Mai ilfe zu gewähren, sobald sie verlangt wurde, ohne eine ausdrückliche Vollmacht des Großeu Raths abzuwarten.",,,,,,,,,,
12,532,279,4940,"Allerdings enthalten viele Verfassungen die Vorschrift, daß im Falle militärische Hilfe gefordert oder geleistet werden müsse, dannzumal die betreffenden Großen Räthe in Kenntuiß zu setzen seien;",,,,,,,,,,
12,532,279,4941,"alleiu mittlerweile gehen alle Anordnungen von der Regierung aus.",,,,,,,,,,
12,532,279,4942,"Der Vundesvertrag, welcher Ruhe und Ordnung als den Hauptzweck des Bundesvereins aufstellte, Mußte uothwendig die unverzügliche Mahnung >,nd Hilfe im Auge haben, weil sonst in vielen Fällen die Mahnung unnöthig, die Hilfe zu spät sein würde.",,,,,,,,,,
12,532,279,4943,"Die Gesandtschaft von Luzern will an die Ereignisse im Wallis im Jahr1839 und 1840 erinnern, Ereignisse, welche man vielleicht im Jahre 1844 wiederholen zu können hofft.",,,,,,,,,,
12,532,279,4944,"Wie wäre es, bei dem Aufruhr eines ganzen Landestheils, des Unterwallis, möglich, den Großen Rath in reglemenlarischer Anzahl einzuberufen, um eine Mahnung zur Hilfe an den Vorort zu beschließen? Oder wenn man setzt, Tessin oder St.",,,,,,,,,,
12,532,279,4945,"Gallen wäre im Falle, eidgenössischen Zuzug zu begehren, und wollte sich diesfalls an den Nachbarstand Graubünden wenden: was würde Tessin oder St.",,,,,,,,,,
12,532,279,4946,"Gallen in Nothfällen eine solche Mahnung nützen, wenn Graubünden vor jedem Zuzuge den Großen Rath befragen müßte, da bekannt ist, daß eine Besammlung desselben vor 5 bis 8 Tagen unmöglich ist? Auf solche Weise wollte doch wahrlich der Bundesvertrag die Ruhe der Kantone, den Landfrieden nicht aufs Spiel setzen.",,,,,,,,,,
12,532,279,4947,"Der Vorort würde gerechtem Tadel unterliegen, wenn er der Regierung von Wallis unierm 8.",,,,,,,,,,
12,532,279,4948,"und 9.",,,,,,,,,,
12,532,279,4949,"Mai vor Allem erwiedert hätte: bevor der Große Rath in Sitten um eidgenössische Intervention nachsuche, werde er sich jeder vorsorglichen Anordnung enthalten.",,,,,,,,,,
12,532,279,4950,"4) Mau hat sogar im ofsiziellen Verkehr ein Befremden durchblicken lassen über die Zusammensetzung des Truppeneorps, welches im Falle der Nuth vom Vororte für Handhabung von Ruhe und Ordnung im Kanton Wallis verwendet werden wollte.",,,,,,,,,,
12,532,279,4951,"Die Gesandtschaft des hohen Standes Tessin hat sich empsindlich darüber gezeigt, daß der Vorort bei der Truppenzusammensetzung ihren Stand übergangen habe.",,,,,,,,,,
12,532,279,4952,"Es liegt nicht im Auftrage der Gesandtschaft von Luzern, die daherigen Gründe des Vororts zu untersuchen;",,,,,,,,,,
12,532,279,4953,"sie dürften vielleicht darin zu suchen sein, daß dem Vorort ein Kauton, in welchem in den jüngsten Jahren so vielfache Unruhen stattgefunden, nicht ganz geeignet schien, einem andern Kanton Ruhe zu schaffeu;",,,,,,,,,,
12,532,279,4954,"vielleicht mag den Vorort auch die Rücksicht auf den Zustand des Materiellen und der Ausrüstung im Kanton Tessin abgehalten haben, diesen Kanton zu mahnen.",,,,,,,,,,
12,532,279,4955,"Indessen hat der Vorort mit Frende die Bereitwilligkeit desselben zur Erfüllung von Bundespflichten.",,,,,,,,,,
12,532,279,4956,"vernommen,  Auch die Wahl der Commissarien ist hie und da zum Gegenstand des Tadels gemacht worden.",,,,,,,,,,
12,532,279,4957,"Die Gesandtschaft von Luzeru findet ihrerseits, daß die Verechunug des Vororts, im Nothfalle, Truppen sowohl in das Unter- und Oberwallis einrücken zu lassen, durchaus richtig geweseu sei.",,,,,,,,,,
12,532,279,4958,"Die Stände, welche er aufgerufen, haben mit Bereitwilligkeit entsprocheu, mit Ausnahme derjenigen, welche als die uächsten und mächtigsten Nachbarn die erste Pflicht hatten, dem Nachbarstande zu Hilfe zu eile"".",,,,,,,,,,
12,532,279,4959,"Nur in diesem Punkle war die Berechnung des Vororts unrichlig, aber sie beurkundet doch, daß er von keinem eidgenössischen Stande eiue Außerachtsetzung der Vundüspflichten voraussetzte, sondern mit einer arglosen eidgenössischen Gesinnung zu alleu Standen das gleiche Zutrauen hegte.",,,,,,,,,,
12,532,279,4960,"Für die Zukunft möchte sich der Vorort Luzern, in ähnlichen Fällen, wohl etwas zurückhaltender oder ausschließender benehmen, weil er eine Erfahrung gemacht hat, deren Wiederholung er der Eidgenossenschaft schon im Hinblick auf das Ausland ersparen möchte;",,,,,,,,,,
12,532,279,4961,"allein die Vergangenheit ist keine Anklägerin, sondern vielmehr eine Vertheidigerin seiner unparteiischen Anordnungen.",,,,,,,,,,
12,532,279,4962,"Die Gesandtschaft von Luzern fühlt sich zu dem lebhaftesten Danke gegen diejenigen Kautone verpflichtet, welche mit eidgenössischer Bereitwilligkeit den Anordnungen des Vororts ihre Unterstützung haben angedeihen lassen.",,,,,,,,,,
12,532,279,4963,"Was die Wahl der Herren Repräsentanten betrifft, so spricht die Gesandtschaft mit Ueberzeugung die Ansicht ans: es habe der Vorort sich an Männer gehalten, welche von der Erkeuntniß und dem Gefühle der ersten und unerläßlichsten Pflicht eidgenössischer Repräsentanten durchdrungen waren, nämlich derjenigen, der Verfassungsmäßigen Regierung zu Haudhabung von Ruhe und Ordnung kräftig beizustehen.",,,,,,,,,,
12,532,279,4964,"So lange dem Herrn Staatsschreiber Meyer, welchen der Vorort gewählt, (nachdem die Herren Bürgermeister Bnrkhardt, Landammann Blösch und ein Mitglied des vorörtlichen Regierungsrathes die auf sie gefallene Wahl nacheinander abgelehnt hatten) welchen der Vorort theils wegen seiner Kenntniß aller Verhältnisse im Kanton Wallis, wegen seiner mehrjährigen Wahl zum Tagsatzungsgesandten, theils aber auch deswegen wählte, weil er in seinem Verhältnisse die Ernennung nicht ablehnen konnte, so lauge diesem Herrn Staatsschreiber Meyer nichts anders vorgeworfen werden kann, als daß er zu Wiederherstellung von Ruhe und Ordnung im Kanton Wallis thätig beigetragen, mag man dann diese Wirksamkeit mit gehässigsten Parteinamen darstellen, so kann die Gesandtschaft von Luzern auch die Wahl des Herrn Meyer nur eine gute und glückliche nennen.",,,,,,,,,,
12,532,279,4965,"Sie kann mit der Ansicht derjenigen des hohen Standes Tessin unmöglich übereinstimmen, daß bei der Wahl von Repräsentanten auf die politischen Parteien eines Landes hauptsächlich Rücksicht genommen werden müsse.",,,,,,,,,,
12,532,279,4966,"Nach dem Bundesverlrage haben die Interventionen des Bundes.",,,,,,,,,,
12,532,279,4967,"keinen andern Zweck, als die Herstellung der Ruhe und Ordnung.",,,,,,,,,,
12,532,279,4968,"Es liegt nicht im Sinne der Artikel !.",,,,,,,,,,
12,532,279,4969,", IV.",,,,,,,,,,
12,532,279,4970,"und VIII.",,,,,,,,,,
12,532,279,4971,"des Bundesvertrages, noch in der Aufgabe des Vorortes, beim Ausbruche von Unruhen in einem Kantone solche Repräsentanten abzuordnen, welche sich mit Aufrührern in Unterhandlungeu einlafseu;",,,,,,,,,,
12,532,279,4972,"das hieße die Regierung, welche Schutz verlangt und auf ihn rechnet, im Namen der Eidgenossenschaft preisgeben.",,,,,,,,,,
12,532,279,4973,"Nachdem der Verfassung und den Gesetzen die Herrschaft wieder errungen ist, dann mögen die Repräsentanten den Mißbrauch des Sieges durch ihre Einwirkung abmahuen.",,,,,,,,,,
12,532,279,4974,"Solche Männer hat der Vorort in den Herren Bürgermeister Burkhardt und Landammann Vlösch gesucht, solche hat er in den Herren Landammann Schmid und Staatsschreiber Meyer wirklich gefundeu.",,,,,,,,,,
12,532,279,4975,"5) Am meisten hot man in jüngsten Tagen die Doppelstellung des Herrn Staatsschreiber Meyer als Berichterstatter und als eidgenössischer Commissarms dem Tadel unterworfen.",,,,,,,,,,
12,532,279,4976,"So wenig hatte sich der Vorort hierauf versehen, daß er bei Erlaß des Kreisschreibens vom 5.",,,,,,,,,,
12,532,279,4977,"Brachmonat nicht einmal daran gedacht, hierüber ein einziges Wort der Rechtfertigung fallen lassen zu sollen.",,,,,,,,,,
12,532,279,4978,"Das Kreisschreiben des Vororts vom 22.",,,,,,,,,,
12,532,279,4979,"enthält nunmehr aber die beste Rechtfertigung in der einfachen Aufzählung der Thatsacheu.",,,,,,,,,,
12,532,279,4980,"Die Gesandtschaft von Luzern will auf dieselben einfach verweisen.",,,,,,,,,,
12,532,279,4981,"Der nächste Zweck der Sendung des Herrn Meyer über die Gemmi nach Sitteu war das Bedürfniß des Vorortes nach bestimmten zuverlässigen Berichten über die Lage des Kantons Wallis, über welche er von der Regierung dafelbst seil dem Schreiben vom 6.",,,,,,,,,,
12,532,279,4982,"dies keine Kunde mehr erhalten hatte.",,,,,,,,,,
12,532,279,4983,"Die Ablehnung der Herren Burkhardt und Blösch, und die Erklärung des Herrn Schmid, daß er nicht allein als Commissär im Wallis handeln wolle, machten die Wahl eines zweiten Commissärs im Wallis nöthig.",,,,,,,,,,
12,532,279,4984,"Zuerst wurde ein Mitglied des vorörtlicheu Regierungsrathes ernannt;",,,,,,,,,,
12,532,279,4985,"als auch von da ein Abschlag erfolgte, übertrug mau Herrn Meyer das Commissariat, auf den Fall, daß die Regierung von Wallis das Auftreten eines eidgenössischen Commissariats als nothwendig erachten würde.",,,,,,,,,,
12,532,279,4986,"Was liegt hierin Beleidigendes für die Eidgenossenschaft? Kann man nicht eine Menge von Beispielen aufzählen, daß einer und derselben Person auf voraussichtlich mögliche Fälle hin verschiedene Aufträge ertheilt worden sind? Wo läßt sich eine solche Verschiedenheit von Aufträgen und Vollmachten am ehesten rechtfertigen, als da, wo man wohl im Allgemeinen die, Kunde von der nahen Gefahr von Unruhen erhalten hat, seit der ersten Anzeige aber ohne nähere Angaben geblieben ist;",,,,,,,,,,
12,532,279,4987,"als da, wo man verpflichtet ist, Roth und Hilfe zu leisten, aber die Dringlichkeit und den Umfang derselben nicht klar erkennt, weil der Hilfebegehrende sich nicht näher darüber erklärt;",,,,,,,,,,
12,532,279,4988,"als da, wo man sogar in der Unwissenheit gelassen wird, ob der Rath oder die Hilfe, welche man in Bereitschaft hält, angenehm ist oder als Zndringlichkeit erscheint;",,,,,,,,,,
12,532,279,4989,"als da, wo die nächsten Nachbarn erklärten, der entfernte Vorort habe lauter falsche Berichte erhalten, der Zustand des Wallis sei ganz beruhigend? Daß der Vorort das Recht habe, einen Berichterstatter in einen Kanton zu senden, wird wohl schwerlich bestritten werden können;",,,,,,,,,,
12,532,279,4990,"daß er das Recht habe, einen Commissarius vorsorgsweise zu bestellen, wird vermuthlich auch NJemand [774-778] bestreiten wollen;",,,,,,,,,,
12,532,279,4991,"ebensowenig, daß ihm die Wahl eines Eommissarius freistehe.",,,,,,,,,,
12,532,279,4992,"Somit kann der Vorort wegen der Verbindung der Eigenschaft eines vorläusigen Berichterstatters und eines nachherigen allfälligen Commissärs in einer und derselben Person der Eidgenossenschaft nicht verantwortlich sein, wohl aber für die Instruetionen, welche er einem Commissarius gibt.",,,,,,,,,,
12,532,279,4993,"Nicht die sogenannte Doppelstellung also, sondern mir die Instruetion des Herrn Meyer als eidgenossischer Commissär kann Gege,istand näherer Untersuchung durch die Tagsatzung sein: außer es wollte es die Tagsatzung mit ihrer Würde verträglich finden, mit Persönlichkeiten sich abzugeben und die Hauptsache ans dem Auge zu lassen.",,,,,,,,,,
12,532,279,4994,"Diese Instruetion hat keine Angriffe erfahren, weil sie bundesgemäß dahin ging, der Verfassungsmäßigen Regierung in Handhabung von Ruhe und Ordnung behilflich zu sein, Blutvergießen zu verhindern, Gerechtigkeit zu empfehlen :e.",,,,,,,,,,
12,532,279,4995,"Die Gesandtschaft von Luzern müßte es lief bedauern, wenn selbst diese Instruetion noch einer Vertheidigung bedürfen sollte.",,,,,,,,,,
12,532,279,4996,"6) Einen besondern Vorwurf machte man dem Vororte auch hie und da wegen nicht sofortiger Einberufung einer außerordentlichen Tagsatzung.",,,,,,,,,,
12,532,279,4997,"Eine außerordentliche Tagsatzung ist eben was so Außerordentliches, daß ein Vorort sie nicht leichthin einberufen wird.",,,,,,,,,,
12,532,279,4998,"Gleichwohl hat er schon in seinem ersten Kreiöschreiben betreffend die Augelegeuheiten des Kantons Wallis sämmtlichen Ständen seinen Entschluß kund gegeben, bei fortdauernder Gefahr, nach Maßgabe des Artikels IV.",,,,,,,,,,
12,532,279,4999,"des Bundesvertrags, eine emßerordeutliche Tagsatzung einberufen zu wollen.",,,,,,,,,,
12,532,279,5000,"Die Stände wurden von ihm in diesem ersten Kreisschreiben vom 8.",,,,,,,,,,
12,532,279,5001,"Mai schon eingeladen, Vorkehrungen zu treffen, um ihre Gesandtschaften mit geeigneten Instruetionen versehen zu können.",,,,,,,,,,
12,532,279,5002,"Nachdem aber von solchen Kantonen, welche zunächst an Wallis gränzen, behauptet worden, der Vorort hege durchaus unbegründete Besorgnisse wegen Wallis;",,,,,,,,,,
12,532,279,5003,"nachdem man sogar die Absenkung von eidgenössischen Couunissarien als überflüssig erklärte;",,,,,,,,,,
12,532,279,5004,"nachdem man sich geradezu widersetzte, Truppen auch nur auf das Piket zu stellen;",,,,,,,,,,
12,532,279,5005,"nachdem selbst die Regierung von Wallis ihr erstes Iuterventionsgesuch modisieiren zu wollen schien;",,,,,,,,,,
12,532,279,5006,"nachdem an einen Einmarsch eidgenössischer Truppen in den Kanton Wallis kaum mehr zu denken war: da konnte der eidgenössische Vorort sich nicht bewogen finden, eine außerordentliche Tagsatzung wirklich eiuzuberufen.",,,,,,,,,,
12,532,279,5007,"Anders gestalteten sich freilich die Dinge feit dem 20.",,,,,,,,,,
12,532,279,5008,"Mai.",,,,,,,,,,
12,532,279,5009,"Der gleiche Kanton Naadt, welcher am 1I.",,,,,,,,,,
12,532,279,5010,"sich geradezu weigerte, dem Befehle des Vorortes, nur ein einziges Bataillon zusammenzuzieheu, zu gehorchen, machte nun auf einmal sogar Miene, von sich aus, ohue Befehl des Vorortes, bewaffnet in den Kanton Wallis eiuzumarschireu;",,,,,,,,,,
12,532,279,5011,"er ließ es geschehen, daß eine militärisch organisirle Rotte Freischaaren aus mehreren Hundert Mann bestehend wirklich in das Gebiet des souveränen Mitstandes Wallis eindrang, um den Aufrührern gegen die Nachbarregierung Hilfe zu leisten.",,,,,,,,,,
12,532,279,5012,"Der gleiche Kanton Bern, welcher sich am 11.",,,,,,,,,,
12,532,279,5013,"geweigert hatte, eine Batterie Artillerie zur Erfüllung von Bundespflichten auf den Befehl des eidgenössischen Vororts aufs Piket zu stellen, welcher sogar zu der Drohung sich verlor, eidgenössischen Truppen den Durchmarsch verwehren zu wollen, nahm nun auf einmal ein kriegerisches Ansehen an und stellte aus eigenem Antriebe vier Bataillone aufs Piket.",,,,,,,,,,
12,532,279,5014,"Diese ganz neue Wendung der Dinge hätte den Vorort wohl bestimmen können und wohl auch ganz gewiß bestimmt, die außerordentliche Tagsatzung unverzüglich einzuberufen, wenn er nicht beinahe gleichzeitig den Anfang und das Ende des Bürgerkriegs im Kanton Wallis, die Zerstreunng der Aufrührer, die Unterwerfung aller Gemeinden unter das Gesetz vernommen hätte.",,,,,,,,,,
12,532,279,5015,"Allein sobald der Grund aller der außerordentlichen Waffenrüstungen in den Kantonen Waadt und Bern  die Unruhen im Wallis  weggefallen war, und vorzüglich nachdem die Regierung von Waadt sich allseitig bemühte, dem Großrathsbeschlusse vom 20.",,,,,,,,,,
12,532,279,5016,"Mai eine andere Auslegung zu geben, als er im Schooße des Großen Rathes selbst durch Mitglieder des Staatsrathes gefunden hatte;",,,,,,,,,,
12,532,279,5017,"nachdem diejenige von Bern die beruhigendsten Berichte über Wiederherstellung der Ruhe im Wallis an den Vorort sandte, da konnten die Demonstrationen von Bern und Waadt nichts Beunruhigendes mehr für den Vorort haben und sonach konnte er sich unmöglich zur Einberufung einer außerordentlichen Tagsatzung, welcher kein einziger dringlicher Berathungsgegeustand hätte unterlegt werden können, bewogen finden.",,,,,,,,,,
12,532,279,5018,"Er hätte für eine solche Maßgabe keinen einzigen stichhaltigen Rechtfertigungsgrund mehr anzugeben gewußt.",,,,,,,,,,
12,532,279,5019,"Die Regierung von Wallis protestirte ausdrücklich gegen eine Tagsatzungsintervention, und doch konnte nach Artikel IV.",,,,,,,,,,
12,532,279,5020,"des Bundesvertrags die Tagsotzung mir auf das Begehren der Regierung von Wallis weitere Maßregeln in Bezug auf diesen Kanton treffen.",,,,,,,,,,
12,532,279,5021,"Der Kanton Wallis bot selbst nach der Versicherung der Regierung von Bern, welche kaum ebeu vier Bataillone anfs Piket gestellt hatte, keinerlei Beunruhigung mehr für die Ruhe und Sicherheit der Schweiz dar.",,,,,,,,,,
12,532,279,5022,"Die während der vorörllichen Intervention erhobenen bundesrechtlichen Streitfragen hatten ihre praktische Wichtigkeit bereits verloren und konnten leicht bei der ordentlichen Tagsatzung erörtert werden.",,,,,,,,,,
12,532,279,5023,"Das Beispiel Zürichs vom Jahr1840, wo eine wegen der Angelegenheiten von Wallis vertagte und schon wieder einberufene Tagsatzung ohne Einspruch wieder abgesagt wurde, sobald der Kampf mit dem Umsturze sogar der rechtmäßigen Regierung geendet hatte, war dem Vorort noch lebhaft vor Augen und mußte für ihn um so eher maßgebend sein, weil diesmal das Recht über die Gewalt, das Gesetz über den Aufruhr, die rechtmäßige Regierung über eine Empörungs rotte den Sieg errungen hatte.",,,,,,,,,,
12,532,279,5024,"Von sich ans konnte er keinen Grund mehr zur Einberufung einer außerordentlichen Tagsatzuug finden.",,,,,,,,,,
12,532,279,5025,"Als aber fünf Stande gleichwohl dieselbe verlangten, säumte er nicht ihrem Begehren zu entsprechen.",,,,,,,,,,
12,532,279,5026,"Das Ergebniß hat bewiesen, daß der Vorort recht vorausgeseheu hatte: die Tagsatzung fand keiuen Stoff weiterer Einmischung in die Angelegenheiten des Kautous Wallis vorhanden, sie hatte drei Wochen früher eben so wenig einen Einmischungsgrund finden können.",,,,,,,,,,
12,532,279,5027,"Die Gesandlschaft von Luzern spricht es mit Frenden aus: der Vorort hat auch in diesem Punkte recht gehandelt.",,,,,,,,,,
12,532,279,5028,"7) Noch eiueu Gegenstand will die Gesandtschaft von Luzern näher berühren, auf welchen sie vielleicht zuerst hätte kommen sollen, denn in ihm liegt wohl die Quelle der Verirrungen und Verwirrungen, welche seit dem 8.",,,,,,,,,,
12,532,279,5029,"Mai bis auf den heutigen Tag in dieser obschwebenden Angelegenheit von gewisser Seite stattgefunden.",,,,,,,,,,
12,532,279,5030,"Man hat selbst in ofsiziellen Verhandlungen dem Vororte deu Vorwurf gemacht, er handle in der Interventionsangelegenheit nach Sonderzwecken und Sonderinteressen oder, wie das angeno!n>uene Schlagwort heißt, nach politischen Sympathien.",,,,,,,,,,
12,532,279,5031,"Mit einer emsigen Geschäftigkeit wurde dieser Wahn durch die gesammte Eidgeuosseuschaft verbreitet, ja sogar dem Auslande mitgetheilt.",,,,,,,,,,
12,532,279,5032,"Die Gesandtschaft von Luzern könnte sich versucht fühlen, zu hehanpten, daß gerade diejenigen, welche diesen Vorwurf dem Vororte nachzuwerfen sich bemühten, nur ihr eigenes Innerstes verriethen;",,,,,,,,,,
12,532,279,5033,"sie könnte mehr als hundert Beweise führen, daß nicht blos RedActoren von Tagesblätiern, welche im Solde von einer Partei stehen und sich die Miene geben, die Organe der öffentlichen Meinung zu sein, während sie dieselbe auch nicht im eutferutesteu kennen, sondern daß Männer, welche auf politische Bildung Anspruch machen und hoch im Range stehen, von welchen man daher eine unparteiische Handlungsweise am ehesten zu erwarten berechtigt sein sollte, in dieser Angelegenheit entweder im Vorurtheil befangen oder von politischer Sympathie verblendet schienen.",,,,,,,,,,
12,532,279,5034,"Allein die Gesandtschaft von Luzeru will nicht Andere anklagen, nm den Vorort damit zu vertheil digen.",,,,,,,,,,
12,532,279,5035,"Die Handlungsweise des Vororts bedarf einer solchen Rechtfertigung nicht.",,,,,,,,,,
12,532,279,5036,"Klar und einleuchtend liegt dieselbe vor den Angen.",,,,,,,,,,
12,532,279,5037,"Wenn der Vorort sich von etwas Anderm hätte leiten lassen, als ron den Vorschriften des Vundesvertrags, so hätte er wohl von Anfang an, bei dem ersten Interveutionsbegehren, ganz andere Maßnahmen genommen, als er wirklich ergriffen hat.",,,,,,,,,,
12,532,279,5038,"Es lag ihm ein Beispiel aus jüngster Zeit sehr nahe, welches er hätte nachahmen können.",,,,,,,,,,
12,532,279,5039,"Oder wird wohl Jemand bezweifeln wollen, es hätte nach Sitten von Luzeru aus der Wink ertheilt werden können, der Stand Wallis soll im Fall der Noth nicht den Vorort, sondern den Stand Luzeru, Freiburg und andere hefreundete Stände um Zuzug ermahueu? Wer hätte dem Vorort Luzern die Befugniß bestreiten wollen, zu handeln, wie Vern im Jahr1841 gegen Sololhurn und Aargau gehandelt hat, wo der eidgenössische Vorort Bern bei Seiten gelassen und Nnr der befreundete und speziell verbündete Stand Bern um Hilfe angerufen worden ist? Durch solche blos kantonale Intervention wäre den politischen Sympathien, den Sonderzwecken und Sonderinteressen alle Rechnung getragen worden, während eine eidgenössische Intervention diesen eher entgegenlief.",,,,,,,,,,
12,532,279,5040,"Hätte der Vorort eher nach politischen Sympathien handeln wollen, schwerlich wurde er ein Bataillon Waadtländer fur Wallis bestimmt haben, da ihm zu wohl bekaunt war, daß die junge Schweiz oder die liberale Partei ihre eigentliche Wurzel geradezu im Waadtlande habe und die Bevölkerung von Waadt eben keine große Vorliebe für das im Wallis herrschende Regierungssystem hege, da endlich dem Vororte die Jahre 1839 und 1840 noch lebhaft in Erinnerung standen.",,,,,,,,,,
12,532,279,5041,"Allein der Vorort glaubte an eine eidgenössische Treue, welche höher stünde, als alle andern Rücksichten, er ließ sich von diesem Glauben leiten und in seinen Maßnahmen bestimmen.",,,,,,,,,,
12,532,279,5042,"Wäre es dem Vororte darum zu thun gewesen, im Wallis seine kantonalen Zwecke zu verfolgen, schwerlich würde er einen Herrn Bürgermeister Burkhardt und eiueu Herrn Blösch ernannt und letztern sowohl durch die Regierung von Bern als durch den Herrn Landammann Schmid persönlich ersuchen lassen, die Wahl anzunehmen;",,,,,,,,,,
12,532,279,5043,"er würde nicht selbst dann noch, als Bern jede Einwirkung auf Herrn Landammann Blösch ablehnte, als Herr Landammann Schmid die Aufträge eines Commissarius nicht mehr allein vollziehen wollte, als er sich genöthigt sah, den Staatsschreiber des Standes Luzern nach Sitten abzuordnen, auch diesem noch einen eidgenössischen Charakter beigelegt und Vermittlungsaufträge mitgegeben haben.",,,,,,,,,,
12,532,279,5044,"Der Vorort kannte den Stand der Parteien im Wallis aufs genauesie, er wußte ganz bestimmt, baß im Falle eines Ausbruches die junge Schweiz eine schmähliche Niederlage erleiden würde;",,,,,,,,,,
12,532,279,5045,"darum hätte er ruhig der Entwickelung der Dinge zuschauen können, wenn es ihm nur darum zu thun gewesen wäre, seiner politischen Sympathie Gehör zu geben.",,,,,,,,,,
12,532,279,5046,"Allein er wollte Ruhe unb Ordnung im Kanton Wallis, er wollte um jeden Preis Bürgerkrieg verhindern, darum griff er vom eidgenössischen Standpunkt ein, darum bestellte er Waadt zum Gränzhüter, darum ernannte er Commissarien von beiden Confessionen, darum bot er, als ihm die Gefahr eiues Bürgerkrieges dringend schien, die nächsten Truppen auf.",,,,,,,,,,
12,532,279,5047,"Mit ruhigem Gewissen kaun der Vorort auf die Schlachtfelder oou Ardon, von Entremont, von Trient blicken;",,,,,,,,,,
12,532,279,5048,"hätten seine Anordnungen bereitwillige Vollziehung erhalten, kein Tropfen Blut wäre im Wallis vergossen worden.",,,,,,,,,,
12,532,279,5049,"Man widersetzte sich seinen Anordnungen, der Erfolg mar nicht, wie ihn der Vorort erreichen wollte  allein er war, wie eine höhere Leitung entgegen denl Plan der Menschen ihn herbeizuführen für gut fand: der Eidgenossenschaft und dem Kanton Wallis zum Heile.",,,,,,,,,,
12,532,279,5050,"Eine glänzendere Rechtfertigung seiner Absichten und Anordnungen gegenüber dem vielfach ausgestreuten Mißtrauen hätte der Vorort nicht wünschen können, als ihm durch den Erfolg der Dinge im Wallis geworden ist.",,,,,,,,,,
12,532,279,5051,"Die Gesandtschaft von Luzern findet: der Vorort von Luzern habe bei seiner Intervention in den Angelegenheiten des Kantons Wallis gethan, was das Recht des Bundes ihm erlaubte, was die Pflicht des Bundes ihm befahl, was eine dreißigjährige Uebung ihm zeigte.",,,,,,,,,,
12,532,279,5052,"Sie findet: der Vorort Luzern habe bei seiner Intervention in den Angelegenheiten des Kantons Wallis keinen Schritt gethan, welcher nicht durch Pflicht, Recht und Bund vorgezeichnet und gerechtfertigt erschiene;",,,,,,,,,,
12,532,279,5053,"er habe durchweg nur das eidgenössische Interesse im Auge gehabt, und sich von keinerlei Rebenrücksichten zu irgend etwas bestimmen lassen.",,,,,,,,,,
12,532,279,5054,"Mit Frende stimmt sie daher nicht nur nach dem Antrage des Vororts dafür, daß der Stand Luzern die Anordnungen, die der Vorort in der vorliegenden Angelegenheit getroffen hat, als durch das eidgenössische Staatsrecht begründet ansehe, sondern sie stimmt auch, nach dem bestimmten Auftrage ihres hohen Großen Rathes, dafür, daß jene Anordnungen des Vorortes durch die eidgenössische Tagsatzung ausdrücklich gebilliget werden sollten.",,,,,,,,,,
12,532,279,5055,""" Wieder wurden mehrere Tage mit unnützen Reden darüber verschwendet, ob das Benehmen des Vorortes zu billigen oder zu mißbilligen sei, ohne daß die vielen Abstimmungen für dieses oder jenes ein Ergebniß zeigten.",,,,,,,,,,
